Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,59.576683,[20 89] ; [111  58],[51.36330935 57.63669065] ; [79.63669065 89.36330935],1
s3,1,0.0,52.758635,[27 82] ; [116  51],[56.47463768 52.52536232] ; [86.52536232 80.47463768],1
s8,1,0.0,45.576518,[12 98] ; [85 84],[38.2437276 71.7562724] ; [ 58.7562724 110.2437276],1
s7,1,0.0,32.626487,[19 85] ; [86 75],[41.20754717 62.79245283] ; [63.79245283 97.20754717],1
r4,1,0.0,32.186945,[78 32] ; [161   8],[94.22939068 15.77060932] ; [144.77060932  24.22939068],1
s5,1,1e-06,24.77874,[12 95] ; [ 65 102],[30.06934307 76.93065693] ; [ 46.93065693 120.06934307],1
n6,1,1.5e-05,18.682707,[71 38] ; [147  22],[85.47482014 23.52517986] ; [132.52517986  36.47482014],1
v4,1,4.6e-05,16.606964,[92 17] ; [165   4],[100.76618705   8.23381295] ; [156.23381295  12.76618705],1
p4,1,0.000229,13.58048,[46 64] ; [108  60],[60.9352518 49.0647482] ; [93.0647482 74.9352518],1
r1,1,0.000307,13.026551,[66 43] ; [135  33],[79.09386282 29.90613718] ; [121.90613718  46.09386282],1
p7,1,0.000314,12.982359,[46 62] ; [105  57],[60.4 47.6] ; [90.6 71.4],1
p2,1,0.000421,12.43498,[76 33] ; [147  22],[87.4352518 21.5647482] ; [135.5647482  33.4352518],1
p9,1,0.00103,10.773044,[73 35] ; [141  26],[84.04363636 23.95636364] ; [129.95636364  37.04363636],0
r3,1,0.001052,10.734491,[91 18] ; [160   8],[98.76895307 10.23104693] ; [152.23104693  15.76895307],0
r2,1,0.003477,8.538778,[94 14] ; [161   6],[100.14545455   7.85454545] ; [154.85454545  12.14545455],0
s4,1,0.004075,8.25,[11 99] ; [ 39 126],[20. 90.] ; [ 30. 135.],0
p10,1,0.004719,7.984221,[70 38] ; [133  33],[80.01459854 27.98540146] ; [122.98540146  43.01459854],0
d4,1,0.00744,7.163471,[80 30] ; [144  24],[88.63309353 21.36690647] ; [135.36690647  32.63309353],0
p8,1,0.010279,6.585858,[43 65] ; [94 75],[53.41516245 54.58483755] ; [83.58483755 85.41516245],0
p5,1,0.013735,6.071846,[  4 103] ; [ 21 147],[ 9.72727273 97.27272727] ; [ 15.27272727 152.72727273],0
v1,1,0.01429,6.002012,[31 77] ; [72 94],[40.59854015 67.40145985] ; [ 62.40145985 103.59854015],0
n4,1,0.017452,5.650348,[70 40] ; [129  39],[78.74100719 31.25899281] ; [120.25899281  47.74100719],0
u3,1,0.034844,4.45278,[23 21] ; [38 14],[27.95833333 16.04166667] ; [33.04166667 18.95833333],0
p11,1,0.04627,3.971742,[69 41] ; [125  44],[76.4874552 33.5125448] ; [117.5125448  51.4874552],0
u1,1,0.055807,3.657813,[12 98] ; [ 33 136],[17.74193548 92.25806452] ; [ 27.25806452 141.74193548],0
n5,1,0.058321,3.584492,[68 42] ; [122  46],[75.17985612 34.82014388] ; [114.82014388  53.17985612],0
p6,1,0.089258,2.887707,[28 82] ; [ 59 109],[34.42446043 75.57553957] ; [ 52.57553957 115.42446043],0
a5,1,0.090652,2.86276,[66 44] ; [118  51],[72.54480287 37.45519713] ; [111.45519713  57.54480287],0
p3,1,0.106342,2.607763,[39 70] ; [77 92],[45.48201439 63.51798561] ; [70.51798561 98.48201439],0
n2,1,0.132264,2.265734,[19 14] ; [29 10],[22. 11.] ; [26. 13.],0
a4,1,0.138129,2.198685,[38 72] ; [73 95],[43.92086331 66.07913669] ; [ 67.07913669 100.92086331],0
v3,1,0.182022,1.781035,[14 93] ; [ 32 134],[18.02930403 88.97069597] ; [ 27.97069597 138.02930403],0
a3,1,0.210269,1.569576,[66 42] ; [115  53],[70.82608696 37.17391304] ; [110.17391304  57.82608696],0
a2,1,0.246336,1.343962,[22 88] ; [ 44 125],[26.02150538 83.97849462] ; [ 39.97849462 129.02150538],0
b5,1,0.274977,1.19175,[76 34] ; [106  63],[71.7562724 38.2437276] ; [110.2437276  58.7562724],0
u2,1,0.321331,0.98352,[23 21] ; [33 20],[25.40206186 18.59793814] ; [30.59793814 22.40206186],0
d1,1,0.410715,0.676729,[55 55] ; [93 76],[58.35125448 51.64874552] ; [89.64874552 79.35125448],0
d3,1,0.494081,0.467626,[75 34] ; [122  46],[77.5198556 31.4801444] ; [119.4801444  48.5198556],0
n1,1,0.533053,0.388569,[15 17] ; [15 23],[13.71428571 18.28571429] ; [16.28571429 21.71428571],0
d5,1,0.535982,0.383038,[85 25] ; [135  33],[87.05035971 22.94964029] ; [132.94964029  35.05035971],0
a6,1,0.539007,0.377383,[81 29] ; [118  50],[78.74100719 31.25899281] ; [120.25899281  47.74100719],0
b1,1,0.552569,0.352735,[41 69] ; [ 69 100],[43.36917563 66.63082437] ; [ 66.63082437 102.36917563],0
n3,1,0.575906,0.312901,[21 11] ; [28 11],[22.08450704  9.91549296] ; [26.91549296 12.08450704],0
a8,1,0.65175,0.2037,[14 87] ; [ 19 140],[12.81923077 88.18076923] ; [ 20.18076923 138.81923077],0
d2,1,0.787713,0.072512,[46 64] ; [73 95],[47.08633094 62.91366906] ; [71.91366906 96.08633094],0
b2,1,0.818618,0.052589,[21 40] ; [33 68],[20.33333333 40.66666667] ; [33.66666667 67.33333333],0
b3,1,0.818618,0.052589,[21 40] ; [33 68],[20.33333333 40.66666667] ; [33.66666667 67.33333333],0
a1,1,0.832034,0.044983,[  4 106] ; [  7 162],[  4.33691756 105.66308244] ; [  6.66308244 162.33691756],0
p1,1,0.864004,0.029337,[ 9 99] ; [ 15 153],[ 9.39130435 98.60869565] ; [ 14.60869565 153.39130435],0
s1,1,0.881067,0.022385,[  6 102] ; [ 10 157],[  6.28363636 101.71636364] ; [  9.71636364 157.28363636],0
b4,1,0.938496,0.005954,[63 47] ; [96 73],[62.68817204 47.31182796] ; [96.31182796 72.68817204],0
