Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,33.71319,[56 14] ; [ 9 30],[41.74311927 28.25688073] ; [23.25688073 15.74311927],1
s6,1,0.531117,0.392255,[58  9] ; [32  7],[56.88679245 10.11320755] ; [33.11320755  5.88679245],0
b4,1,0.536799,0.381504,[41 29] ; [21 19],[39.45454545 30.54545455] ; [22.54545455 17.45454545],0
s3,1,0.54134,0.373062,[56 14] ; [30 10],[54.72727273 15.27272727] ; [31.27272727  8.72727273],0
n3,1,0.650774,0.204926,[15  6] ; [14  4],[15.61538462  5.38461538] ; [13.38461538  4.61538462],0
v4,1,0.660844,0.1925,[63  7] ; [37  3],[63.63636364  6.36363636] ; [36.36363636  3.63636364],0
p12,1,0.663789,0.188953,[ 3 67] ; [ 1 37],[ 2.59259259 67.40740741] ; [ 1.40740741 36.59259259],0
a2,1,0.706304,0.141997,[18 52] ; [ 9 31],[17.18181818 52.81818182] ; [ 9.81818182 30.18181818],0
a1,1,0.712069,0.13622,[ 4 66] ; [ 3 37],[ 4.45454545 65.54545455] ; [ 2.54545455 37.45454545],0
d4,1,0.734503,0.115017,[57 12] ; [32  8],[56.33944954 12.66055046] ; [32.66055046  7.33944954],0
p7,1,0.739667,0.11042,[35 34] ; [18 20],[34.17757009 34.82242991] ; [18.82242991 19.17757009],0
n2,1,0.777231,0.080049,[16  5] ; [13  5],[15.61538462  5.38461538] ; [13.38461538  4.61538462],0
r2,1,0.860398,0.03093,[65  4] ; [38  2],[65.20183486  3.79816514] ; [37.79816514  2.20183486],0
a7,1,0.905252,0.014168,[51 19] ; [28 11],[50.73394495 19.26605505] ; [28.26605505 10.73394495],0
u2,1,0.967531,0.001657,[10  8] ; [9 7],[10.05882353  7.94117647] ; [8.94117647 7.05882353],0
d5,1,0.977954,0.000764,[55 14] ; [31  8],[54.94444444 14.05555556] ; [31.05555556  7.94444444],0
p1,1,0.995628,3e-05,[ 9 61] ; [ 5 34],[ 8.99082569 61.00917431] ; [ 5.00917431 33.99082569],0
b2,1,1.0,0.0,[12 27] ; [4 9],[12. 27.] ; [4. 9.],0
b3,1,1.0,0.0,[12 27] ; [4 9],[12. 27.] ; [4. 9.],0
