Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,33.71319,[56 14] ; [ 9 30],[41.74311927 28.25688073] ; [23.25688073 15.74311927],1
s7,1,3.4e-05,17.188844,[51 10] ; [15 20],[41.9375 19.0625] ; [24.0625 10.9375],1
n6,1,0.00317,8.706893,[57 12] ; [22 17],[50.47222222 18.52777778] ; [28.52777778 10.47222222],0
p6,1,0.016934,5.703193,[33 37] ; [ 9 29],[27.22222222 42.77777778] ; [14.77777778 23.22222222],0
v3,1,0.022018,5.244369,[31 36] ; [ 9 29],[25.52380952 41.47619048] ; [14.47619048 23.52380952],0
a3,1,0.038108,4.300193,[52 18] ; [22 18],[47.09090909 22.90909091] ; [26.90909091 13.09090909],0
r1,1,0.040315,4.204561,[59 11] ; [27 13],[54.72727273 15.27272727] ; [31.27272727  8.72727273],0
d2,1,0.044984,4.019247,[43 26] ; [17 23],[37.98165138 31.01834862] ; [22.01834862 17.98165138],0
a5,1,0.056535,3.636219,[51 19] ; [22 18],[46.45454545 23.54545455] ; [26.54545455 13.45454545],0
s8,1,0.07664,3.134762,[42 28] ; [17 23],[37.54545455 32.45454545] ; [21.45454545 18.54545455],0
v2,1,0.081149,3.041739,[42 27] ; [15 20],[37.81730769 31.18269231] ; [19.18269231 15.81730769],0
s4,1,0.083615,2.993197,[17 53] ; [16 24],[21. 49.] ; [12. 28.],0
n1,1,0.099301,2.716735,[10 11] ; [ 4 14],[ 7.53846154 13.46153846] ; [ 6.46153846 11.53846154],0
p2,1,0.101287,2.685159,[55 15] ; [25 14],[51.37614679 18.62385321] ; [28.62385321 10.37614679],0
d3,1,0.110789,2.542933,[54 15] ; [25 14],[50.47222222 18.52777778] ; [28.52777778 10.47222222],0
u3,1,0.134328,2.241758,[9 9] ; [12  4],[11.11764706  6.88235294] ; [9.88235294 6.11764706],0
u1,1,0.143769,2.137143,[19 51] ; [ 6 34],[15.90909091 54.09090909] ; [ 9.09090909 30.90909091],0
s1,1,0.191441,1.706494,[ 9 60] ; [ 2 37],[ 7.02777778 61.97222222] ; [ 3.97222222 35.02777778],0
p4,1,0.198985,1.649807,[43 27] ; [19 20],[39.81651376 30.18348624] ; [22.18348624 16.81651376],0
d1,1,0.204482,1.61007,[42 28] ; [19 21],[38.81818182 31.18181818] ; [22.18181818 17.81818182],0
p10,1,0.22969,1.442778,[49 21] ; [21 15],[46.22641509 23.77358491] ; [23.77358491 12.22641509],0
b5,1,0.233073,1.422007,[41 29] ; [28 12],[43.90909091 26.09090909] ; [25.09090909 14.90909091],0
p8,1,0.254351,1.299248,[26 44] ; [10 28],[23.33333333 46.66666667] ; [12.66666667 25.33333333],0
p3,1,0.255795,1.291371,[33 37] ; [14 25],[30.18348624 39.81651376] ; [16.81651376 22.18348624],0
b1,1,0.38425,0.757062,[41 29] ; [20 20],[38.81818182 31.18181818] ; [22.18181818 17.81818182],0
s5,1,0.384492,0.75629,[30 32] ; [15 23],[27.9 34.1] ; [17.1 20.9],0
a4,1,0.385123,0.754286,[34 36] ; [16 24],[31.81818182 38.18181818] ; [18.18181818 21.81818182],0
p9,1,0.417887,0.65625,[55 15] ; [25 10],[53.33333333 16.66666667] ; [26.66666667  8.33333333],0
a6,1,0.469254,0.523731,[40 29] ; [26 14],[41.77981651 27.22018349] ; [24.22018349 15.77981651],0
r3,1,0.496532,0.462341,[63  6] ; [37  2],[63.88888889  5.11111111] ; [36.11111111  2.88888889],0
v1,1,0.502238,0.450204,[37 33] ; [18 21],[35.32110092 34.67889908] ; [19.67889908 19.32110092],0
r4,1,0.506427,0.441442,[61  9] ; [33  7],[59.81818182 10.18181818] ; [34.18181818  5.81818182],0
