Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.00103,10.773301,[48 91] ; [19  9],[55.76646707 83.23353293] ; [11.23353293 16.76646707],0
s7,1,0.001078,10.688284,[ 24 110] ; [13 15],[ 30.60493827 103.39506173] ; [ 6.39506173 21.60493827],0
s2,1,0.002988,8.81469,[ 27 114] ; [13 16],[ 33.17647059 107.82352941] ; [ 6.82352941 22.17647059],0
s3,1,0.00347,8.542183,[46 93] ; [18 11],[52.95238095 86.04761905] ; [11.04761905 17.95238095],0
p3,1,0.005619,7.668627,[ 38 101] ; [16 14],[44.41420118 94.58579882] ; [ 9.58579882 20.41420118],0
s5,1,0.009516,6.723283,[ 33 106] ; [13 14],[ 38.51807229 100.48192771] ; [ 7.48192771 19.51807229],0
d3,1,0.041799,4.143318,[52 90] ; [17 13],[56.96511628 85.03488372] ; [12.03488372 17.96511628],0
p6,1,0.059619,3.547962,[ 24 110] ; [10 20],[ 27.7804878 106.2195122] ; [ 6.2195122 23.7804878],0
b3,1,0.063767,3.436587,[32 52] ; [ 3 16],[28.54368932 55.45631068] ; [ 6.45631068 12.54368932],0
b2,1,0.063767,3.436587,[32 52] ; [ 3 16],[28.54368932 55.45631068] ; [ 6.45631068 12.54368932],0
b5,1,0.107946,2.584038,[75 67] ; [11 19],[71. 71.] ; [15. 15.],0
s1,1,0.117971,2.444051,[  5 135] ; [ 3 26],[  6.62721893 133.37278107] ; [ 1.37278107 27.62721893],0
p8,1,0.190746,1.711848,[43 96] ; [13 17],[46.0591716 92.9408284] ; [ 9.9408284 20.0591716],0
u3,1,0.211254,1.56281,[19 40] ; [7 7],[21.01369863 37.98630137] ; [4.98630137 9.01369863],0
n6,1,0.217644,1.519836,[100  40] ; [18 12],[97.17647059 42.82352941] ; [20.82352941  9.17647059],0
p7,1,0.240691,1.376543,[66 71] ; [18 12],[68.91017964 68.08982036] ; [15.08982036 14.91017964],0
p5,1,0.242694,1.364875,[ 14 126] ; [ 1 29],[ 12.35294118 127.64705882] ; [ 2.64705882 27.35294118],0
v2,1,0.259784,1.269908,[58 79] ; [ 9 20],[55.29518072 81.70481928] ; [11.70481928 17.29518072],0
v1,1,0.2745,1.194118,[57 83] ; [ 9 21],[54.35294118 85.64705882] ; [11.64705882 18.35294118],0
d5,1,0.299358,1.077052,[85 57] ; [21  9],[87.51162791 54.48837209] ; [18.48837209 11.51162791],0
b1,1,0.361377,0.833101,[65 77] ; [11 19],[62.74418605 79.25581395] ; [13.25581395 16.74418605],0
a8,1,0.364432,0.822564,[ 11 121] ; [ 1 28],[  9.83850932 122.16149068] ; [ 2.16149068 26.83850932],0
p4,1,0.376767,0.781224,[52 85] ; [14 16],[54.14371257 82.85628743] ; [11.85628743 18.14371257],0
n4,1,0.379635,0.771885,[97 45] ; [18 12],[94.94186047 47.05813953] ; [20.05813953  9.94186047],0
u1,1,0.428203,0.627692,[  5 137] ; [ 2 28],[  5.77906977 136.22093023] ; [ 1.22093023 28.77906977],0
r3,1,0.449491,0.571935,[113  29] ; [22  8],[111.45348837  30.54651163] ; [23.54651163  6.45348837],0
p1,1,0.474378,0.511761,[  9 133] ; [ 3 27],[  9.90697674 132.09302326] ; [ 2.09302326 27.90697674],0
p2,1,0.478559,0.502144,[92 46] ; [22  8],[93.64285714 44.35714286] ; [20.35714286  9.64285714],0
v4,1,0.479834,0.49924,[115  26] ; [22  7],[113.62941176  27.37058824] ; [23.37058824  5.62941176],0
d4,1,0.485492,0.486501,[94 47] ; [18 12],[92.35087719 48.64912281] ; [19.64912281 10.35087719],0
p9,1,0.486385,0.484514,[92 46] ; [18 12],[90.35714286 47.64285714] ; [19.64285714 10.35714286],0
b4,1,0.509478,0.43514,[85 57] ; [16 14],[83.38372093 58.61627907] ; [17.61627907 12.38372093],0
a2,1,0.522812,0.408342,[  9 133] ; [ 1 29],[  8.25581395 133.74418605] ; [ 1.74418605 28.25581395],0
n5,1,0.525104,0.403857,[97 43] ; [19 11],[95.52941176 44.47058824] ; [20.47058824  9.52941176],0
p10,1,0.539939,0.375652,[79 59] ; [19 11],[80.5 57.5] ; [17.5 12.5],0
d2,1,0.54856,0.359904,[57 83] ; [14 16],[58.47058824 81.52941176] ; [12.52941176 17.47058824],0
u2,1,0.558767,0.341843,[24 34] ; [7 7],[24.97222222 33.02777778] ; [6.02777778 7.97222222],0
a3,1,0.577348,0.310542,[83 58] ; [16 14],[81.63157895 59.36842105] ; [17.36842105 12.63157895],0
p12,1,0.696257,0.152395,[  3 137] ; [ 1 29],[  3.29411765 136.70588235] ; [ 0.70588235 29.29411765],0
v3,1,0.717331,0.131064,[ 34 104] ; [ 6 22],[ 33.25301205 104.74698795] ; [ 6.74698795 21.25301205],0
a5,1,0.753422,0.098678,[76 66] ; [17 13],[76.77906977 65.22093023] ; [16.22093023 13.77906977],0
n3,1,0.75706,0.095694,[29 16] ; [9 6],[28.5 16.5] ; [9.5 5.5],0
n2,1,0.795345,0.067276,[33 14] ; [10  5],[32.59677419 14.40322581] ; [10.40322581  4.59677419],0
a4,1,0.826514,0.048038,[53 87] ; [12 18],[53.52941176 86.47058824] ; [11.47058824 18.52941176],0
r1,1,0.875554,0.024526,[83 59] ; [18 12],[83.38372093 58.61627907] ; [17.61627907 12.38372093],0
n1,1,0.918502,0.010469,[15 32] ; [ 5 10],[15.16129032 31.83870968] ; [ 4.83870968 10.16129032],0
r2,1,0.937043,0.006239,[115  25] ; [24  5],[115.14792899  24.85207101] ; [23.85207101  5.14792899],0
a1,1,0.946704,0.004468,[  9 133] ; [ 2 28],[  9.08139535 132.91860465] ; [ 1.91860465 28.08139535],0
p11,1,0.960583,0.002443,[94 48] ; [20 10],[94.11627907 47.88372093] ; [19.88372093 10.11627907],0
a6,1,0.973689,0.001088,[62 80] ; [13 17],[61.91860465 80.08139535] ; [13.08139535 16.91860465],0
r4,1,0.9802,0.000616,[95 47] ; [20 10],[94.94186047 47.05813953] ; [20.05813953  9.94186047],0
d1,1,0.996131,2.4e-05,[52 90] ; [11 19],[52.01162791 89.98837209] ; [10.98837209 19.01162791],0
