Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,75.209432,[93 16] ; [ 1 31],[72.66666667 36.33333333] ; [21.33333333 10.66666667],1
v4,1,0.0,43.196612,[97  9] ; [12 20],[83.72463768 22.27536232] ; [25.27536232  6.72463768],1
r1,1,0.0,28.200272,[87 21] ; [10 22],[74.82857143 33.17142857] ; [22.17142857  9.82857143],1
p11,1,2e-06,22.548653,[69 40] ; [ 5 27],[57.20567376 51.79432624] ; [16.79432624 15.20567376],1
v2,1,1.2e-05,19.089823,[50 49] ; [ 2 29],[39.6 59.4] ; [12.4 18.6],1
p2,1,2.4e-05,17.880123,[76 33] ; [ 9 23],[65.70921986 43.29078014] ; [19.29078014 12.70921986],1
r2,1,8.4e-05,15.465745,[97 10] ; [19 12],[89.94202899 17.05797101] ; [26.05797101  4.94202899],1
s2,1,0.000194,13.884695,[45 63] ; [ 2 30],[36.25714286 71.74285714] ; [10.74285714 21.25714286],1
s6,1,0.000283,13.176681,[56 52] ; [ 5 27],[47.05714286 60.94285714] ; [13.94285714 18.05714286],1
a1,1,0.000735,11.398667,[  4 105] ; [ 7 25],[  8.5035461 100.4964539] ; [ 2.4964539 29.5035461],1
p4,1,0.000967,10.890105,[44 64] ; [ 3 29],[36.25714286 71.74285714] ; [10.74285714 21.25714286],1
u3,1,0.001984,9.564113,[29 10] ; [3 9],[24.47058824 14.52941176] ; [7.52941176 4.47058824],0
p10,1,0.002182,9.389725,[65 43] ; [ 9 22],[57.49640288 50.50359712] ; [16.50359712 14.49640288],0
d4,1,0.00471,7.987587,[84 23] ; [17 15],[77.74820144 29.25179856] ; [23.25179856  8.74820144],0
p9,1,0.005018,7.872979,[72 36] ; [12 19],[65.26618705 42.73381295] ; [18.73381295 12.26618705],0
s8,1,0.005672,7.651679,[33 76] ; [ 2 30],[27.05673759 81.94326241] ; [ 7.94326241 24.05673759],0
b5,1,0.00672,7.346341,[67 42] ; [11 21],[60.29787234 48.70212766] ; [17.70212766 14.29787234],0
n3,1,0.007406,7.171671,[26  8] ; [ 6 10],[21.76 12.24] ; [10.24  5.76],0
p8,1,0.007703,7.101234,[37 71] ; [ 3 28],[31.07913669 76.92086331] ; [ 8.92086331 22.07913669],0
d5,1,0.009979,6.638608,[80 28] ; [16 16],[74.05714286 33.94285714] ; [21.94285714 10.05714286],0
s3,1,0.011967,6.315733,[59 49] ; [ 9 22],[52.83453237 55.16546763] ; [15.16546763 15.83453237],0
b3,1,0.013665,6.080893,[13 54] ; [ 9 10],[17.13953488 49.86046512] ; [ 4.86046512 14.13953488],0
b2,1,0.013665,6.080893,[13 54] ; [ 9 10],[17.13953488 49.86046512] ; [ 4.86046512 14.13953488],0
u2,1,0.015961,5.807186,[28 11] ; [4 8],[24.47058824 14.52941176] ; [7.52941176 4.47058824],0
a5,1,0.023192,5.1541,[75 34] ; [15 17],[69.57446809 39.42553191] ; [20.42553191 11.57446809],0
p7,1,0.023318,5.14463,[48 58] ; [ 7 24],[42.55474453 63.44525547] ; [12.44525547 18.55474453],0
a6,1,0.025444,4.993411,[74 34] ; [15 17],[68.65714286 39.34285714] ; [20.34285714 11.65714286],0
a7,1,0.039376,4.244589,[76 33] ; [16 16],[71.12056738 37.87943262] ; [20.87943262 11.12056738],0
b1,1,0.039757,4.228212,[49 60] ; [21 11],[54.11347518 54.88652482] ; [15.88652482 16.11347518],0
d3,1,0.041688,4.147819,[69 39] ; [14 18],[64.02857143 43.97142857] ; [18.97142857 13.02857143],0
