Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.000914,10.994426,[27 22] ; [ 7 29],[19.6 29.4] ; [14.4 21.6],1
r3,1,0.000956,10.91027,[48  1] ; [26  9],[43.16666667  5.83333333] ; [30.83333333  4.16666667],1
p8,1,0.006373,7.441765,[31 17] ; [12 23],[24.86746988 23.13253012] ; [18.13253012 16.86746988],0
n6,1,0.007165,7.231093,[43  6] ; [22 13],[37.91666667 11.08333333] ; [27.08333333  7.91666667],0
p6,1,0.008983,6.826281,[20 28] ; [ 5 29],[14.63414634 33.36585366] ; [10.36585366 23.63414634],0
s1,1,0.014765,5.944266,[ 1 47] ; [ 6 29],[ 4.04819277 43.95180723] ; [ 2.95180723 32.04819277],0
d3,1,0.015072,5.908042,[28 21] ; [11 25],[22.48235294 26.51764706] ; [16.51764706 19.48235294],0
a6,1,0.015731,5.832701,[32 17] ; [14 22],[26.51764706 22.48235294] ; [19.48235294 16.51764706],0
n4,1,0.017484,5.647116,[39 10] ; [20 16],[34.01176471 14.98823529] ; [24.98823529 11.01176471],0
n5,1,0.01908,5.494124,[42  7] ; [23 13],[37.47058824 11.52941176] ; [27.52941176  8.47058824],0
p3,1,0.032326,4.58113,[23 25] ; [ 9 27],[18.28571429 29.71428571] ; [13.71428571 22.28571429],0
a7,1,0.043922,4.059552,[35 14] ; [18 18],[30.55294118 18.44705882] ; [22.44705882 13.55294118],0
s8,1,0.050209,3.834449,[22 26] ; [ 9 27],[17.71428571 30.28571429] ; [13.28571429 22.71428571],0
a5,1,0.055258,3.674287,[32 17] ; [16 20],[27.67058824 21.32941176] ; [20.32941176 15.67058824],0
r4,1,0.069183,3.302288,[44  5] ; [27  9],[40.92941176  8.07058824] ; [30.07058824  5.92941176],0
a1,1,0.079071,3.0839,[ 1 48] ; [ 4 32],[ 2.88235294 46.11764706] ; [ 2.11764706 33.88235294],0
p2,1,0.113089,2.510508,[37 11] ; [22 14],[33.71428571 14.28571429] ; [25.28571429 10.71428571],0
r2,1,0.12663,2.333333,[45  3] ; [30  6],[42.85714286  5.14285714] ; [32.14285714  3.85714286],0
v4,1,0.12663,2.333333,[45  3] ; [30  6],[42.85714286  5.14285714] ; [32.14285714  3.85714286],0
p11,1,0.178834,1.807286,[39 10] ; [24 12],[36.31764706 12.68235294] ; [26.68235294  9.31764706],0
p4,1,0.185877,1.75,[27 21] ; [15 21],[24. 24.] ; [18. 18.],0
p10,1,0.272871,1.202258,[38 10] ; [24 11],[35.85542169 12.14457831] ; [26.14457831  8.85542169],0
s7,1,0.276782,1.182822,[24 22] ; [14 21],[21.58024691 24.41975309] ; [16.41975309 18.58024691],0
r1,1,0.28381,1.148754,[39 10] ; [25 11],[36.89411765 12.10588235] ; [27.10588235  8.89411765],0
d2,1,0.291142,1.114333,[16 33] ; [ 8 28],[13.83529412 35.16470588] ; [10.16470588 25.83529412],0
d1,1,0.296651,1.08919,[ 6 43] ; [ 2 34],[ 4.61176471 44.38823529] ; [ 3.38823529 32.61176471],0
p7,1,0.343818,0.896142,[31 17] ; [19 16],[28.91566265 19.08433735] ; [21.08433735 13.91566265],0
s3,1,0.349063,0.876862,[29 19] ; [17 17],[26.92682927 21.07317073] ; [19.07317073 14.92682927],0
b3,1,0.362142,0.83045,[13 21] ; [13 13],[14.73333333 19.26666667] ; [11.26666667 14.73333333],0
b2,1,0.362142,0.83045,[13 21] ; [13 13],[14.73333333 19.26666667] ; [11.26666667 14.73333333],0
b4,1,0.400089,0.708058,[29 20] ; [18 18],[27.09411765 21.90588235] ; [19.90588235 16.09411765],0
p1,1,0.410854,0.676329,[10 38] ; [ 5 31],[ 8.57142857 39.42857143] ; [ 6.42857143 29.57142857],0
b5,1,0.436128,0.606449,[30 19] ; [19 17],[28.24705882 20.75294118] ; [20.75294118 15.24705882],0
u2,1,0.464214,0.535714,[9 7] ; [6 8],[8. 8.] ; [7. 7.],0
p9,1,0.48966,0.477273,[39  9] ; [27  9],[37.71428571 10.28571429] ; [28.28571429  7.71428571],0
p5,1,0.502787,0.44905,[ 8 40] ; [ 4 31],[ 6.93975904 41.06024096] ; [ 5.06024096 29.93975904],0
n1,1,0.595883,0.28125,[5 5] ; [3 5],[4.44444444 5.55555556] ; [3.55555556 4.44444444],0
s5,1,0.604309,0.268545,[12 35] ; [ 7 27],[11.02469136 35.97530864] ; [ 7.97530864 26.02469136],0
a4,1,0.673536,0.177493,[11 38] ; [ 9 25],[11.80722892 37.19277108] ; [ 8.19277108 25.80722892],0
