Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,7e-06,20.247934,[8 1] ; [12 54],[2.4 6.6] ; [17.6 48.4],1
p12,1,5.2e-05,16.384216,[3 6] ; [ 1 67],[0.46753247 8.53246753] ; [ 3.53246753 64.46753247],1
s2,1,0.000566,11.88494,[8 1] ; [20 47],[3.31578947 5.68421053] ; [24.68421053 42.31578947],1
p5,1,0.002577,9.08543,[3 6] ; [ 3 64],[0.71052632 8.28947368] ; [ 5.28947368 61.71052632],0
s3,1,0.006034,7.540144,[8 1] ; [27 40],[4.14473684 4.85526316] ; [30.85526316 36.14473684],0
s7,1,0.006153,7.505046,[7 2] ; [18 41],[3.30882353 5.69117647] ; [21.69117647 37.30882353],0
p8,1,0.006849,7.312217,[5 4] ; [11 56],[1.89473684 7.10526316] ; [14.10526316 52.89473684],0
b3,1,0.010214,6.597117,[7 2] ; [14 30],[3.56603774 5.43396226] ; [17.43396226 26.56603774],0
b2,1,0.010214,6.597117,[7 2] ; [14 30],[3.56603774 5.43396226] ; [17.43396226 26.56603774],0
u1,1,0.011082,6.452154,[4 5] ; [ 8 60],[1.4025974 7.5974026] ; [10.5974026 57.4025974],0
d2,1,0.01821,5.57579,[8 1] ; [31 35],[4.68 4.32] ; [34.32 31.68],0
a2,1,0.022218,5.228598,[5 4] ; [14 54],[2.22077922 6.77922078] ; [16.77922078 51.22077922],0
v1,1,0.02474,5.042017,[5 2] ; [20 48],[2.33333333 4.66666667] ; [22.66666667 45.33333333],0
v2,1,0.026893,4.897698,[5 2] ; [20 47],[2.36486486 4.63513514] ; [22.63513514 44.36486486],0
v3,1,0.033248,4.532945,[4 2] ; [16 47],[1.73913043 4.26086957] ; [18.26086957 44.73913043],0
p6,1,0.050661,3.819444,[4 5] ; [11 55],[1.8 7.2] ; [13.2 52.8],0
a4,1,0.051662,3.786696,[7 2] ; [29 38],[4.26315789 4.73684211] ; [31.73684211 35.26315789],0
n6,1,0.057774,3.600166,[8 1] ; [38 30],[5.37662338 3.62337662] ; [40.62337662 27.37662338],0
r1,1,0.057774,3.600166,[8 1] ; [38 30],[5.37662338 3.62337662] ; [40.62337662 27.37662338],0
a3,1,0.068284,3.323799,[8 1] ; [39 29],[5.49350649 3.50649351] ; [41.50649351 26.49350649],0
p4,1,0.085625,2.954758,[6 3] ; [25 43],[3.62337662 5.37662338] ; [27.37662338 40.62337662],0
p3,1,0.085625,2.954758,[6 3] ; [25 43],[3.62337662 5.37662338] ; [27.37662338 40.62337662],0
a6,1,0.090725,2.861456,[7 2] ; [32 35],[4.61842105 4.38157895] ; [34.38157895 32.61842105],0
n5,1,0.093771,2.808415,[8 1] ; [41 27],[5.72727273 3.27272727] ; [43.27272727 24.72727273],0
s6,1,0.098928,2.72274,[7 2] ; [32 34],[4.68 4.32] ; [34.32 31.68],0
n4,1,0.166842,1.911093,[8 1] ; [45 23],[6.19480519 2.80519481] ; [46.80519481 21.19480519],0
a5,1,0.240339,1.378605,[7 2] ; [39 29],[5.37662338 3.62337662] ; [40.62337662 27.37662338],0
v4,1,0.305437,1.050304,[8 1] ; [49 18],[6.75 2.25] ; [50.25 16.75],0
d5,1,0.305437,1.050304,[8 1] ; [49 18],[6.75 2.25] ; [50.25 16.75],0
s5,1,0.362342,0.829761,[2 5] ; [10 56],[1.15068493 5.84931507] ; [10.84931507 55.15068493],0
d3,1,0.369117,0.806633,[6 3] ; [34 33],[4.73684211 4.26315789] ; [35.26315789 31.73684211],0
p7,1,0.414707,0.665266,[4 4] ; [24 44],[2.94736842 5.05263158] ; [25.05263158 42.94736842],0
n3,1,0.439002,0.598889,[1 2] ; [17 13],[1.63636364 1.36363636] ; [16.36363636 13.63636364],0
b4,1,0.463642,0.537089,[4 5] ; [39 29],[5.02597403 3.97402597] ; [37.97402597 30.02597403],0
n1,1,0.476108,0.507766,[2 1] ; [14 17],[1.41176471 1.58823529] ; [14.58823529 16.41176471],0
a7,1,0.538971,0.377451,[6 3] ; [38 30],[5.14285714 3.85714286] ; [38.85714286 29.14285714],0
n2,1,0.545417,0.365591,[1 2] ; [16 15],[1.5 1.5] ; [15.5 15.5],0
s4,1,0.54684,0.363008,[1 8] ; [13 54],[1.65789474 7.34210526] ; [12.34210526 54.65789474],0
p2,1,0.573304,0.317185,[5 4] ; [31 37],[4.20779221 4.79220779] ; [31.79220779 36.20779221],0
p1,1,0.822496,0.050327,[1 8] ; [ 6 62],[0.81818182 8.18181818] ; [ 6.18181818 61.81818182],0
s1,1,0.822496,0.050327,[1 8] ; [ 6 62],[0.81818182 8.18181818] ; [ 6.18181818 61.81818182],0
a1,1,0.939828,0.005698,[1 8] ; [ 7 61],[0.93506494 8.06493506] ; [ 7.06493506 60.93506494],0
b5,1,0.976687,0.000854,[6 3] ; [45 23],[5.96103896 3.03896104] ; [45.03896104 22.96103896],0
a8,1,0.987323,0.000252,[1 8] ; [ 7 55],[1.01408451 7.98591549] ; [ 6.98591549 55.01408451],0
