Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2e-06,23.04,[3 7] ; [72  8],[8.33333333 1.66666667] ; [66.66666667 13.33333333],1
r2,1,0.000332,12.878274,[5 5] ; [72  7],[8.65168539 1.34831461] ; [68.34831461 10.65168539],1
v4,1,0.000877,11.071174,[6 4] ; [74  5],[8.98876404 1.01123596] ; [71.01123596  7.98876404],1
p9,1,0.004701,7.990921,[5 5] ; [69 11],[8.22222222 1.77777778] ; [65.77777778 14.22222222],0
p10,1,0.01893,5.507971,[5 5] ; [65 14],[7.86516854 2.13483146] ; [62.13483146 16.86516854],0
s6,1,0.024141,5.084444,[3 7] ; [52 26],[6.25 3.75] ; [48.75 29.25],0
v2,1,0.037491,4.327956,[1 8] ; [37 41],[3.93103448 5.06896552] ; [34.06896552 43.93103448],0
p11,1,0.046095,3.978108,[5 5] ; [63 17],[7.55555556 2.44444444] ; [60.44444444 19.55555556],0
b1,1,0.084527,2.975625,[7 3] ; [33 47],[4.44444444 5.55555556] ; [35.55555556 44.44444444],0
a7,1,0.086747,2.933728,[4 6] ; [54 26],[6.44444444 3.55555556] ; [51.55555556 28.44444444],0
p6,1,0.114256,2.494344,[2 8] ; [37 43],[4.33333333 5.66666667] ; [34.66666667 45.33333333],0
s5,1,0.179286,1.80353,[1 9] ; [23 53],[2.79069767 7.20930233] ; [21.20930233 54.79069767],0
n4,1,0.201975,1.628038,[5 5] ; [56 24],[6.77777778 3.22222222] ; [54.22222222 25.77777778],0
v1,1,0.232576,1.425037,[3 7] ; [40 40],[4.77777778 5.22222222] ; [38.22222222 41.77777778],0
r1,1,0.23568,1.40625,[5 5] ; [55 25],[6.66666667 3.33333333] ; [53.33333333 26.66666667],0
s7,1,0.273536,1.198928,[3 6] ; [40 36],[4.55294118 4.44705882] ; [38.44705882 37.55294118],0
a3,1,0.32956,0.950625,[7 3] ; [43 37],[5.55555556 4.44444444] ; [44.44444444 35.55555556],0
s8,1,0.32956,0.950625,[3 7] ; [37 43],[4.44444444 5.55555556] ; [35.55555556 44.44444444],0
a1,1,0.365887,0.817587,[1 9] ; [ 3 77],[0.44444444 9.55555556] ; [ 3.55555556 76.44444444],0
n5,1,0.410939,0.676082,[6 4] ; [58 22],[7.11111111 2.88888889] ; [56.88888889 23.11111111],0
d3,1,0.411816,0.673553,[6 4] ; [37 43],[4.77777778 5.22222222] ; [38.22222222 41.77777778],0
s2,1,0.432526,0.616032,[4 6] ; [42 37],[5.16853933 4.83146067] ; [40.83146067 38.16853933],0
a6,1,0.444587,0.584416,[5 5] ; [50 30],[6.11111111 3.88888889] ; [48.88888889 31.11111111],0
p8,1,0.469719,0.522638,[7 2] ; [52 27],[6.03409091 2.96590909] ; [52.96590909 26.03409091],0
n3,1,0.481556,0.495338,[4 2] ; [9 2],[4.58823529 1.41176471] ; [8.41176471 2.58823529],0
b4,1,0.493563,0.46875,[7 3] ; [47 33],[6. 4.] ; [48. 32.],0
p3,1,0.493563,0.46875,[5 5] ; [49 31],[6. 4.] ; [48. 32.],0
p1,1,0.495026,0.465583,[1 9] ; [15 65],[1.77777778 8.22222222] ; [14.22222222 65.77777778],0
d2,1,0.510671,0.432692,[2 8] ; [24 56],[2.88888889 7.11111111] ; [23.11111111 56.88888889],0
v3,1,0.51419,0.425531,[2 7] ; [26 53],[2.86363636 6.13636364] ; [25.13636364 53.86363636],0
d4,1,0.550887,0.355731,[4 6] ; [40 40],[4.88888889 5.11111111] ; [39.11111111 40.88888889],0
n2,1,0.585106,0.298052,[3 3] ; [7 4],[3.52941176 2.47058824] ; [6.47058824 4.52941176],0
n1,1,0.585106,0.298052,[3 3] ; [4 7],[2.47058824 3.52941176] ; [4.52941176 6.47058824],0
a4,1,0.598278,0.277601,[2 8] ; [22 57],[2.69662921 7.30337079] ; [21.30337079 57.69662921],0
s1,1,0.662707,0.190252,[1 9] ; [ 5 74],[0.6741573 9.3258427] ; [ 5.3258427 73.6741573],0
p7,1,0.669224,0.182511,[8 2] ; [59 21],[7.44444444 2.55555556] ; [59.55555556 20.44444444],0
s4,1,0.671528,0.17982,[1 9] ; [12 68],[1.44444444 8.55555556] ; [11.55555556 68.44444444],0
b5,1,0.697072,0.151536,[7 3] ; [51 29],[6.44444444 3.55555556] ; [51.55555556 28.44444444],0
u2,1,0.70924,0.139037,[2 1] ; [20 16],[1.69230769 1.30769231] ; [20.30769231 15.69230769],0
s3,1,0.74021,0.109942,[5 4] ; [49 31],[5.46067416 3.53932584] ; [48.53932584 31.46067416],0
p12,1,0.742234,0.108173,[1 9] ; [11 69],[1.33333333 8.66666667] ; [10.66666667 69.33333333],0
n6,1,0.764177,0.09,[8 2] ; [67 13],[8.33333333 1.66666667] ; [66.66666667 13.33333333],0
p2,1,0.764177,0.09,[8 2] ; [67 13],[8.33333333 1.66666667] ; [66.66666667 13.33333333],0
b2,1,1.0,0.0,[2 4] ; [17 34],[2. 4.] ; [17. 34.],0
a5,1,1.0,0.0,[6 4] ; [48 32],[6. 4.] ; [48. 32.],0
b3,1,1.0,0.0,[2 4] ; [17 34],[2. 4.] ; [17. 34.],0
