Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,31.889858,[20 27] ; [87 13],[34.21088435 12.78911565] ; [72.78911565 27.21088435],1
r2,1,0.0,26.709222,[29 15] ; [96  3],[38.46153846  5.53846154] ; [86.53846154 12.46153846],1
p1,1,0.000228,13.58182,[ 9 38] ; [ 2 98],[ 3.5170068 43.4829932] ; [ 7.4829932 92.5170068],1
v4,1,0.00029,13.13663,[30 17] ; [89 11],[38.04761905  8.95238095] ; [80.95238095 19.04761905],1
r3,1,0.002469,9.163661,[33 14] ; [90 10],[39.32653061  7.67346939] ; [83.67346939 16.32653061],0
s8,1,0.00585,7.595965,[ 9 38] ; [42 57],[16.41780822 30.58219178] ; [34.58219178 64.41780822],0
v2,1,0.018683,5.530989,[16 28] ; [56 41],[22.46808511 21.53191489] ; [49.53191489 47.46808511],0
p10,1,0.025411,4.995669,[20 27] ; [61 37],[26.25517241 20.74482759] ; [54.74482759 43.25517241],0
n3,1,0.044239,4.04742,[ 8 12] ; [25 12],[11.57894737  8.42105263] ; [21.42105263 15.57894737],0
s6,1,0.04531,4.007057,[19 28] ; [57 41],[24.63448276 22.36551724] ; [51.36551724 46.63448276],0
u3,1,0.053134,3.739698,[4 9] ; [20 12],[6.93333333 6.06666667] ; [17.06666667 14.93333333],0
s7,1,0.053766,3.719964,[12 31] ; [43 52],[17.13768116 25.86231884] ; [37.86231884 57.13768116],0
v3,1,0.090236,2.870157,[10 34] ; [35 59],[14.34782609 29.65217391] ; [30.65217391 63.34782609],0
a7,1,0.10568,2.617667,[26 21] ; [69 31],[30.37414966 16.62585034] ; [64.62585034 35.37414966],0
v1,1,0.111657,2.530617,[12 33] ; [40 59],[16.25 28.75] ; [35.75 63.25],0
s3,1,0.141763,2.158717,[17 29] ; [50 50],[21.10958904 24.89041096] ; [45.89041096 54.10958904],0
u1,1,0.158834,1.985295,[ 5 42] ; [20 80],[ 7.99319728 39.00680272] ; [17.00680272 82.99319728],0
a2,1,0.166121,1.917604,[ 7 40] ; [25 75],[10.23129252 36.76870748] ; [21.76870748 78.23129252],0
n4,1,0.170664,1.8771,[26 21] ; [67 33],[29.73469388 17.26530612] ; [63.26530612 36.73469388],0
s2,1,0.208578,1.581269,[16 31] ; [45 55],[19.50340136 27.49659864] ; [41.49659864 58.50340136],0
n5,1,0.227101,1.458929,[24 23] ; [61 38],[27.3630137 19.6369863] ; [57.6369863 41.3630137],0
p9,1,0.236583,1.40084,[22 22] ; [60 39],[25.23076923 18.76923077] ; [56.76923077 42.23076923],0
b3,1,0.287177,1.132809,[15 18] ; [22 42],[12.58762887 20.41237113] ; [24.41237113 39.58762887],0
b2,1,0.287177,1.132809,[15 18] ; [22 42],[12.58762887 20.41237113] ; [24.41237113 39.58762887],0
a6,1,0.310876,1.026951,[25 22] ; [62 38],[27.81632653 19.18367347] ; [59.18367347 40.81632653],0
a4,1,0.33869,0.915383,[20 26] ; [52 48],[22.68493151 23.31506849] ; [49.31506849 50.68493151],0
b5,1,0.357258,0.84751,[31 16] ; [58 42],[28.45578231 18.54421769] ; [60.54421769 39.45578231],0
b4,1,0.357258,0.84751,[31 16] ; [58 42],[28.45578231 18.54421769] ; [60.54421769 39.45578231],0
p11,1,0.35992,0.838172,[23 24] ; [57 43],[25.57823129 21.42176871] ; [54.42176871 45.57823129],0
n1,1,0.365952,0.817365,[ 7 13] ; [18 20],[ 8.62068966 11.37931034] ; [16.37931034 21.62068966],0
u4,1,0.411738,0.673778,[ 1 46] ; [ 5 95],[ 1.91836735 45.08163265] ; [ 4.08163265 95.91836735],0
d1,1,0.452246,0.565017,[29 18] ; [68 32],[31.01360544 15.98639456] ; [65.98639456 34.01360544],0
u2,1,0.507211,0.439817,[7 6] ; [20 11],[7.97727273 5.02272727] ; [19.02272727 11.97727273],0
