Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.006328,7.454428,[25 10] ; [ 9 16],[19.83333333 15.16666667] ; [14.16666667 10.83333333],0
d3,1,0.007728,7.095503,[22 13] ; [ 7 18],[16.91666667 18.08333333] ; [12.08333333 12.91666667],0
p11,1,0.014915,5.926531,[25 10] ; [10 15],[20.41666667 14.58333333] ; [14.58333333 10.41666667],0
p9,1,0.02223,5.227729,[25  9] ; [10 13],[20.87719298 13.12280702] ; [14.12280702  8.87719298],0
p10,1,0.040778,4.18522,[22 12] ; [ 9 15],[18.17241379 15.82758621] ; [12.82758621 11.17241379],0
n6,1,0.045087,4.015394,[25  9] ; [12 13],[21.3220339 12.6779661] ; [15.6779661  9.3220339],0
n1,1,0.046322,3.969862,[ 3 14] ; [5 4],[ 5.23076923 11.76923077] ; [2.76923077 6.23076923],0
r3,1,0.049745,3.850039,[26  8] ; [13 12],[22.47457627 11.52542373] ; [16.52542373  8.47457627],0
p4,1,0.069559,3.293388,[18 17] ; [ 7 18],[14.58333333 20.41666667] ; [10.41666667 14.58333333],0
p8,1,0.088018,2.910257,[13 22] ; [ 4 20],[10.08474576 24.91525424] ; [ 6.91525424 17.08474576],0
p7,1,0.108809,2.571429,[17 18] ; [ 7 18],[14. 21.] ; [10. 15.],0
s8,1,0.124514,2.359598,[10 25] ; [ 3 22],[ 7.58333333 27.41666667] ; [ 5.41666667 19.58333333],0
s7,1,0.136872,2.212775,[10 22] ; [ 3 19],[ 7.7037037 24.2962963] ; [ 5.2962963 16.7037037],0
a2,1,0.161601,1.959184,[ 1 34] ; [ 3 22],[ 2.33333333 32.66666667] ; [ 1.66666667 23.33333333],0
r1,1,0.194924,1.68,[14 21] ; [ 6 19],[11.66666667 23.33333333] ; [ 8.33333333 16.66666667],0
a8,1,0.228152,1.452344,[ 2 29] ; [ 4 20],[ 3.38181818 27.61818182] ; [ 2.61818182 21.38181818],0
s6,1,0.285049,1.142857,[16 19] ; [ 8 17],[14. 21.] ; [10. 15.],0
s5,1,0.304371,1.054945,[ 6 29] ; [ 2 23],[ 4.66666667 30.33333333] ; [ 3.33333333 21.66666667],0
