Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.00045,12.310435,[ 5 22] ; [21 12],[11.7 15.3] ; [14.3 18.7],1
p9,1,0.002099,9.460905,[ 7 20] ; [20 10],[12.78947368 14.21052632] ; [14.21052632 15.78947368],0
p2,1,0.004013,8.278076,[ 6 21] ; [19 13],[11.44067797 15.55932203] ; [13.55932203 18.44067797],0
r2,1,0.00489,7.919618,[13 13] ; [27  5],[17.93103448  8.06896552] ; [22.06896552  9.93103448],0
s6,1,0.005818,7.605684,[ 3 24] ; [14 18],[ 7.77966102 19.22033898] ; [ 9.22033898 22.77966102],0
n6,1,0.012173,6.285556,[ 8 18] ; [21 12],[12.77966102 13.22033898] ; [16.22033898 16.77966102],0
p8,1,0.024732,5.042576,[ 3 23] ; [12 20],[ 6.72413793 19.27586207] ; [ 8.27586207 23.72413793],0
u2,1,0.02951,4.737634,[ 1 10] ; [7 7],[3.52 7.48] ; [4.48 9.52],0
a7,1,0.030411,4.685916,[ 8 19] ; [19 14],[12.15 14.85] ; [14.85 18.15],0
p1,1,0.032041,4.59629,[ 7 20] ; [ 2 31],[ 4.05 22.95] ; [ 4.95 28.05],0
s7,1,0.036523,4.372532,[ 3 22] ; [11 19],[ 6.36363636 18.63636364] ; [ 7.63636364 22.36363636],0
n2,1,0.036546,4.371429,[ 4 10] ; [13  7],[7. 7.] ; [10. 10.],0
p11,1,0.047661,3.921889,[ 5 22] ; [14 19],[ 8.55 18.45] ; [10.45 22.55],0
n3,1,0.049437,3.86046,[ 4 10] ; [12  7],[6.78787879 7.21212121] ; [9.21212121 9.78787879],0
s5,1,0.105768,2.616338,[ 3 24] ; [ 9 23],[ 5.49152542 21.50847458] ; [ 6.50847458 25.49152542],0
s1,1,0.134796,2.23638,[ 5 22] ; [ 2 31],[ 3.15 23.85] ; [ 3.85 29.15],0
r1,1,0.138031,2.199776,[ 8 19] ; [16 17],[10.8 16.2] ; [13.2 19.8],0
a1,1,0.156439,2.008318,[ 6 21] ; [ 3 30],[ 4.05 22.95] ; [ 4.95 28.05],0
b5,1,0.176245,1.829004,[10 17] ; [18 15],[12.6 14.4] ; [15.4 17.6],0
d5,1,0.19446,1.683502,[11 16] ; [19 14],[13.5 13.5] ; [16.5 16.5],0
s2,1,0.243896,1.357933,[ 4 23] ; [ 9 24],[ 5.85 21.15] ; [ 7.15 25.85],0
n4,1,0.306238,1.046832,[19  8] ; [19 14],[17.1  9.9] ; [20.9 12.1],0
a5,1,0.356981,0.848485,[14 13] ; [21 12],[15.75 11.25] ; [19.25 13.75],0
a4,1,0.404199,0.695798,[10 16] ; [ 9 23],[ 8.51724138 17.48275862] ; [10.48275862 21.51724138],0
p3,1,0.495549,0.464455,[ 8 19] ; [ 7 25],[ 6.86440678 20.13559322] ; [ 8.13559322 23.86440678],0
b4,1,0.496012,0.463458,[14 13] ; [20 13],[15.3 11.7] ; [18.7 14.3],0
v1,1,0.533349,0.388007,[ 7 20] ; [11 22],[ 8.1 18.9] ; [ 9.9 23.1],0
p5,1,0.549901,0.357495,[ 2 24] ; [ 4 28],[ 2.68965517 23.31034483] ; [ 3.31034483 28.68965517],0
d3,1,0.58558,0.2973,[12 15] ; [17 16],[13.05 13.95] ; [15.95 17.05],0
a6,1,0.621784,0.243368,[14 13] ; [15 18],[13.05 13.95] ; [15.95 17.05],0
s3,1,0.642028,0.2161,[ 8 18] ; [11 19],[ 8.82142857 17.17857143] ; [10.17857143 19.82142857],0
d4,1,0.657497,0.196579,[14 13] ; [19 14],[14.85 12.15] ; [18.15 14.85],0
n1,1,0.681314,0.168651,[6 8] ; [10 10],[6.58823529 7.41176471] ; [ 9.41176471 10.58823529],0
b2,1,0.74743,0.103704,[ 8 13] ; [ 7 14],[ 7.5 13.5] ; [ 7.5 13.5],0
b3,1,0.74743,0.103704,[ 8 13] ; [ 7 14],[ 7.5 13.5] ; [ 7.5 13.5],0
n5,1,0.758981,0.094138,[19  8] ; [22 11],[18.45  8.55] ; [22.55 10.45],0
s4,1,0.79525,0.06734,[ 5 22] ; [ 7 26],[ 5.4 21.6] ; [ 6.6 26.4],0
a2,1,0.814421,0.055096,[ 2 25] ; [ 3 30],[ 2.25 24.75] ; [ 2.75 30.25],0
d2,1,0.82105,0.051164,[11 15] ; [13 20],[10.57627119 15.42372881] ; [13.42372881 19.57627119],0
a3,1,0.866973,0.028058,[16 10] ; [19 13],[15.68965517 10.31034483] ; [19.31034483 12.68965517],0
b1,1,0.895308,0.017316,[16 11] ; [19 14],[15.75 11.25] ; [19.25 13.75],0
p4,1,0.906572,0.013774,[ 7 20] ; [ 9 24],[ 7.2 19.8] ; [ 8.8 24.2],0
d1,1,0.954842,0.003207,[ 8 19] ; [10 23],[ 8.1 18.9] ; [ 9.9 23.1],0
v3,1,0.97325,0.001124,[ 5 22] ; [ 6 27],[ 4.95 22.05] ; [ 6.05 26.95],0
p7,1,0.975654,0.000931,[ 8 19] ; [ 9 21],[ 8.05263158 18.94736842] ; [ 8.94736842 21.05263158],0
