Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,46.214073,[143   9] ; [37 29],[125.50458716  26.49541284] ; [54.49541284 11.50458716],1
r2,1,0.00013,14.646863,[143   7] ; [51 14],[135.34883721  14.65116279] ; [58.65116279  6.34883721],1
d4,1,0.000366,12.697501,[127  24] ; [41 25],[116.90322581  34.09677419] ; [51.09677419 14.90322581],1
p10,1,0.001446,10.146139,[139  13] ; [49 16],[131.68663594  20.31336406] ; [56.31336406  8.68663594],0
s6,1,0.001694,9.854422,[109  39] ; [33 31],[99.13207547 48.86792453] ; [42.86792453 21.13207547],0
b2,1,0.001759,9.785459,[55 44] ; [12 32],[46.38461538 52.61538462] ; [20.61538462 23.38461538],0
b3,1,0.001759,9.785459,[55 44] ; [12 32],[46.38461538 52.61538462] ; [20.61538462 23.38461538],0
d5,1,0.001804,9.739431,[120  31] ; [39 27],[110.640553  40.359447] ; [48.359447 17.640553],0
s5,1,0.001908,9.635944,[66 79] ; [14 48],[56.03864734 88.96135266] ; [23.96135266 38.03864734],0
a5,1,0.001909,9.635386,[115  37] ; [36 30],[105.28440367  46.71559633] ; [45.71559633 20.28440367],0
s8,1,0.010339,6.575506,[84 68] ; [24 42],[75.30275229 76.69724771] ; [32.69724771 33.30275229],0
v4,1,0.013278,6.131648,[144   8] ; [55 10],[139.39170507  12.60829493] ; [59.60829493  5.39170507],0
s7,1,0.013531,6.098287,[88 59] ; [27 38],[79.74056604 67.25943396] ; [35.25943396 29.74056604],0
a3,1,0.014392,5.989368,[120  32] ; [41 24],[112.77419355  39.22580645] ; [48.22580645 16.77419355],0
n4,1,0.015153,5.8986,[127  24] ; [46 20],[120.38248848  30.61751152] ; [52.61751152 13.38248848],0
v1,1,0.015949,5.808484,[89 59] ; [27 37],[80.98113208 67.01886792] ; [35.01886792 28.98113208],0
p3,1,0.026066,4.951605,[83 68] ; [25 40],[75.5 75.5] ; [32.5 32.5],0
p1,1,0.027544,4.856361,[  9 142] ; [10 56],[ 13.22119816 137.77880184] ; [ 5.77880184 60.22119816],0
