Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.006938,7.288831,[ 8 20] ; [52 38],[14.23728814 13.76271186] ; [45.76271186 44.23728814],0
s4,1,0.011273,6.421779,[ 7 21] ; [ 7 86],[ 3.23966942 24.76033058] ; [10.76033058 82.23966942],0
b5,1,0.01608,5.794065,[ 9 19] ; [54 39],[14.5785124 13.4214876] ; [48.4214876 44.5785124],0
a1,1,0.070264,3.27684,[ 2 26] ; [ 1 92],[ 0.69421488 27.30578512] ; [ 2.30578512 90.69421488],0
s8,1,0.078517,3.095331,[19  9] ; [45 47],[14.93333333 13.06666667] ; [49.06666667 42.93333333],0
d3,1,0.083596,2.993566,[16 12] ; [69 24],[19.66942149  8.33057851] ; [65.33057851 27.66942149],0
s6,1,0.105564,2.619404,[21  7] ; [54 39],[17.3553719 10.6446281] ; [57.6446281 35.3553719],0
p12,1,0.123921,2.367055,[ 4 24] ; [ 5 86],[ 2.11764706 25.88235294] ; [ 6.88235294 84.11764706],0
p1,1,0.186869,1.742135,[ 4 24] ; [ 6 87],[ 2.31404959 25.68595041] ; [ 7.68595041 85.31404959],0
r4,1,0.189638,1.720431,[26  2] ; [77 16],[23.83471074  4.16528926] ; [79.16528926 13.83471074],0
b3,1,0.214117,1.543369,[11  9] ; [28 43],[ 8.57142857 11.42857143] ; [30.42857143 40.57142857],0
b2,1,0.214117,1.543369,[11  9] ; [28 43],[ 8.57142857 11.42857143] ; [30.42857143 40.57142857],0
p7,1,0.228677,1.449073,[21  7] ; [57 34],[18.35294118  9.64705882] ; [59.64705882 31.35294118],0
p10,1,0.234061,1.416011,[25  3] ; [73 19],[22.86666667  5.13333333] ; [75.13333333 16.86666667],0
b1,1,0.248612,1.331089,[13 15] ; [32 61],[10.41322314 17.58677686] ; [34.58677686 58.41322314],0
a6,1,0.254014,1.30109,[17 11] ; [67 26],[19.43801653  8.56198347] ; [64.56198347 28.43801653],0
u3,1,0.27198,1.206734,[5 1] ; [13  9],[3.85714286 2.14285714] ; [14.14285714  7.85714286],0
r1,1,0.289913,1.120023,[24  4] ; [71 22],[21.98347107  6.01652893] ; [73.01652893 19.98347107],0
d5,1,0.289913,1.120023,[24  4] ; [71 22],[21.98347107  6.01652893] ; [73.01652893 19.98347107],0
r2,1,0.292178,1.109557,[24  4] ; [84  7],[25.41176471  2.58823529] ; [82.58823529  8.41176471],0
s3,1,0.303555,1.05851,[ 6 22] ; [29 63],[ 8.16666667 19.83333333] ; [26.83333333 65.16666667],0
n2,1,0.306136,1.047273,[7 5] ; [18  6],[8.33333333 3.66666667] ; [16.66666667  7.33333333],0
n5,1,0.306511,1.045648,[18 10] ; [69 24],[20.1322314  7.8677686] ; [66.8677686 26.1322314],0
d2,1,0.31144,1.02456,[16 12] ; [43 50],[13.65289256 14.34710744] ; [45.34710744 47.65289256],0
a8,1,0.371901,0.797304,[ 5 19] ; [11 71],[ 3.62264151 20.37735849] ; [12.37735849 69.62264151],0
r3,1,0.37377,0.791091,[27  1] ; [85  8],[25.91735537  2.08264463] ; [86.08264463  6.91735537],0
p5,1,0.425935,0.633883,[ 6 22] ; [14 79],[ 4.62809917 23.37190083] ; [15.37190083 77.62809917],0
p2,1,0.434308,0.611276,[21  7] ; [76 17],[22.44628099  5.55371901] ; [74.55371901 18.44628099],0
n4,1,0.437002,0.604142,[20  8] ; [73 20],[21.52066116  6.47933884] ; [71.47933884 21.52066116],0
p11,1,0.517748,0.418377,[21  7] ; [75 18],[22.21487603  5.78512397] ; [73.78512397 19.21487603],0
p4,1,0.528491,0.397293,[19  9] ; [57 36],[17.58677686 10.41322314] ; [58.41322314 34.58677686],0
