Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2.7e-05,17.601796,[1 2] ; [53  2],[2.79310345 0.20689655] ; [51.20689655  3.79310345],1
a2,1,0.006386,7.438061,[2 1] ; [ 6 49],[0.4137931 2.5862069] ; [ 7.5862069 47.4137931],0
n4,1,0.006386,7.438061,[1 2] ; [49  6],[2.5862069 0.4137931] ; [47.4137931  7.5862069],0
u1,1,0.030446,4.683922,[2 1] ; [ 9 46],[0.56896552 2.43103448] ; [10.43103448 44.56896552],0
s6,1,0.043508,4.075538,[1 2] ; [45 10],[2.37931034 0.62068966] ; [43.62068966 11.37931034],0
p11,1,0.063499,3.443547,[2 1] ; [52  3],[2.79310345 0.20689655] ; [51.20689655  3.79310345],0
s5,1,0.108854,2.570783,[1 2] ; [40 13],[2.19642857 0.80357143] ; [38.80357143 14.19642857],0
r2,1,0.122334,2.387179,[2 1] ; [50  4],[2.73684211 0.26315789] ; [49.26315789  4.73684211],0
n6,1,0.122334,2.387179,[2 1] ; [50  4],[2.73684211 0.26315789] ; [49.26315789  4.73684211],0
n3,1,0.157299,2.0,[1 2] ; [7 2],[2. 1.] ; [6. 3.],0
p12,1,0.228454,1.450463,[2 1] ; [18 37],[1.03448276 1.96551724] ; [18.96551724 36.03448276],0
p7,1,0.253692,1.302857,[2 1] ; [48  6],[2.63157895 0.36842105] ; [47.36842105  6.63157895],0
a4,1,0.259618,1.270793,[2 1] ; [19 36],[1.0862069 1.9137931] ; [19.9137931 35.0862069],0
s8,1,0.271226,1.210538,[1 2] ; [35 19],[1.89473684 1.10526316] ; [34.10526316 19.89473684],0
n1,1,0.310494,1.028571,[2 1] ; [3 6],[1.25 1.75] ; [3.75 5.25],0
d4,1,0.322825,0.977466,[2 1] ; [47  7],[2.57894737 0.42105263] ; [46.42105263  7.57894737],0
b5,1,0.39738,0.716239,[2 1] ; [23 32],[1.29310345 1.70689655] ; [23.70689655 31.29310345],0
s3,1,0.39738,0.716239,[1 2] ; [32 23],[1.70689655 1.29310345] ; [31.29310345 23.70689655],0
r1,1,0.448618,0.574141,[2 1] ; [46  9],[2.48275862 0.51724138] ; [45.51724138  9.48275862],0
p3,1,0.460062,0.545745,[2 1] ; [45  9],[2.47368421 0.52631579] ; [44.52631579  9.47368421],0
s2,1,0.473213,0.514464,[1 2] ; [30 25],[1.60344828 1.39655172] ; [29.39655172 25.60344828],0
a3,1,0.514479,0.424946,[2 1] ; [45 10],[2.43103448 0.56896552] ; [44.56896552 10.43103448],0
d2,1,0.57409,0.315887,[2 1] ; [27 27],[1.52631579 1.47368421] ; [27.47368421 26.52631579],0
b3,1,0.682842,0.166944,[2 1] ; [24 20],[1.65957447 1.34042553] ; [24.34042553 19.65957447],0
b2,1,0.682842,0.166944,[2 1] ; [24 20],[1.65957447 1.34042553] ; [24.34042553 19.65957447],0
a7,1,0.702306,0.146084,[2 1] ; [42 13],[2.27586207 0.72413793] ; [41.72413793 13.27586207],0
p1,1,0.761521,0.092102,[1 2] ; [14 41],[0.77586207 2.22413793] ; [14.22413793 40.77586207],0
b4,1,0.771378,0.084433,[2 1] ; [32 23],[1.75862069 1.24137931] ; [32.24137931 22.75862069],0
a5,1,0.819093,0.052309,[2 1] ; [40 15],[2.17241379 0.82758621] ; [39.82758621 15.17241379],0
v3,1,0.819093,0.052309,[2 1] ; [40 15],[2.17241379 0.82758621] ; [39.82758621 15.17241379],0
a6,1,0.847439,0.037013,[2 1] ; [33 21],[1.84210526 1.15789474] ; [33.15789474 20.84210526],0
d1,1,0.86616,0.028405,[2 1] ; [34 21],[1.86206897 1.13793103] ; [34.13793103 20.86206897],0
s7,1,0.885058,0.020898,[2 1] ; [36 15],[2.11111111 0.88888889] ; [35.88888889 15.11111111],0
p6,1,0.929504,0.007827,[2 1] ; [34 19],[1.92857143 1.07142857] ; [34.07142857 18.92857143],0
d3,1,0.947843,0.004279,[2 1] ; [35 19],[1.94736842 1.05263158] ; [35.05263158 18.94736842],0
