Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,1e-06,23.263953,[150  22] ; [45 30],[135.78947368  36.21052632] ; [59.21052632 15.78947368],1
p10,1,3e-06,21.888789,[143  30] ; [42 35],[128.02  44.98] ; [56.98 20.02],1
v4,1,3e-06,21.692948,[167   6] ; [61 17],[157.14741036  15.85258964] ; [70.85258964  7.14741036],1
p4,1,5e-06,20.888215,[101  73] ; [21 57],[84.23809524 89.76190476] ; [37.76190476 40.23809524],1
p11,1,4.4e-05,16.682507,[134  40] ; [40 38],[120.14285714  53.85714286] ; [53.85714286 24.14285714],1
r3,1,8.7e-05,15.393676,[169   4] ; [66 12],[161.97211155  11.02788845] ; [73.02788845  4.97211155],1
p7,1,0.000241,13.481401,[81 91] ; [17 59],[ 67.96774194 104.03225806] ; [30.03225806 45.96774194],1
r4,1,0.002157,9.411172,[154  20] ; [57 21],[145.69047619  28.30952381] ; [65.30952381 12.69047619],0
a1,1,0.002179,9.39213,[  3 171] ; [ 8 70],[  7.5952381 166.4047619] ; [ 3.4047619 74.5952381],0
p6,1,0.007472,7.15595,[ 50 123] ; [10 66],[ 41.68674699 131.31325301] ; [18.31325301 57.68674699],0
b1,1,0.009035,6.815813,[ 59 115] ; [40 38],[ 68.35714286 105.64285714] ; [30.64285714 47.35714286],0
u4,1,0.018807,5.519363,[  2 172] ; [ 5 73],[  4.83333333 169.16666667] ; [ 2.16666667 75.83333333],0
a6,1,0.019271,5.476784,[141  33] ; [52 25],[133.79282869  40.20717131] ; [59.20717131 17.79282869],0
p3,1,0.019502,5.455922,[ 72 102] ; [20 57],[ 63.77689243 110.22310757] ; [28.22310757 48.77689243],0
s2,1,0.020831,5.3409,[102  70] ; [34 44],[93.568 78.432] ; [42.432 35.568],0
s6,1,0.025686,4.977051,[121  51] ; [43 34],[113.28514056  58.71485944] ; [50.71485944 26.28514056],0
n6,1,0.027338,4.869324,[145  28] ; [56 22],[138.53784861  34.46215139] ; [62.46215139 15.53784861],0
r1,1,0.039004,4.260679,[142  31] ; [55 23],[135.78087649  37.21912351] ; [61.21912351 16.78087649],0
v1,1,0.040414,4.200429,[82 86] ; [26 49],[74.66666667 93.33333333] ; [33.33333333 41.66666667],0
s5,1,0.060966,3.510902,[ 59 107] ; [17 56],[ 52.78661088 113.21338912] ; [23.21338912 49.78661088],0
b5,1,0.06735,3.346464,[123  51] ; [46 32],[116.69047619  57.30952381] ; [52.30952381 25.69047619],0
s4,1,0.07256,3.224143,[ 23 150] ; [17 59],[ 27.79116466 145.20883534] ; [12.20883534 63.79116466],0
n3,1,0.105532,2.619883,[36 12] ; [21 15],[32.57142857 15.42857143] ; [24.42857143 11.57142857],0
n1,1,0.111681,2.530276,[14 32] ; [18 20],[17.52380952 28.47619048] ; [14.47619048 23.52380952],0
d3,1,0.116377,2.465409,[155  19] ; [63 14],[151.12350598  22.87649402] ; [66.87649402 10.12350598],0
n2,1,0.16801,1.900611,[31 15] ; [20 18],[27.92857143 18.07142857] ; [23.07142857 14.92857143],0
s1,1,0.182779,1.774882,[  5 167] ; [ 5 72],[  6.90763052 165.09236948] ; [ 3.09236948 73.90763052],0
n5,1,0.201307,1.63287,[122  50] ; [49 29],[117.648  54.352] ; [53.352 24.648],0
n4,1,0.237787,1.393666,[134  39] ; [55 23],[130.26693227  42.73306773] ; [58.73306773 19.26693227],0
a2,1,0.259808,1.269782,[ 71 103] ; [26 52],[ 66.97619048 107.02380952] ; [30.02380952 47.97619048],0
v2,1,0.261095,1.262942,[100  65] ; [38 34],[96.07594937 68.92405063] ; [41.92405063 30.07594937],0
a8,1,0.272592,1.203657,[ 17 132] ; [ 5 69],[ 14.69955157 134.30044843] ; [ 7.30044843 66.69955157],0
a7,1,0.283397,1.150728,[135  38] ; [56 22],[131.64541833  41.35458167] ; [59.35458167 18.64541833],0
p5,1,0.293921,1.101574,[ 10 163] ; [ 2 73],[  8.37096774 164.62903226] ; [ 3.62903226 71.37096774],0
r2,1,0.295268,1.095446,[164   8] ; [69  6],[162.25101215   9.74898785] ; [70.74898785  4.25101215],0
d2,1,0.388973,0.742149,[127  45] ; [60 16],[129.69354839  42.30645161] ; [57.30645161 18.69354839],0
s3,1,0.439877,0.596603,[101  70] ; [42 36],[98.20481928 72.79518072] ; [44.79518072 33.20481928],0
u1,1,0.453659,0.561493,[ 55 119] ; [21 57],[ 52.47619048 121.52380952] ; [23.52380952 54.47619048],0
s8,1,0.544332,0.36757,[ 74 100] ; [30 48],[ 71.80952381 102.19047619] ; [32.19047619 45.80952381],0
p1,1,0.558267,0.342715,[ 10 164] ; [ 6 72],[ 11.04761905 162.95238095] ; [ 4.95238095 73.04761905],0
b2,1,0.573286,0.317215,[45 61] ; [22 36],[43.30487805 62.69512195] ; [23.69512195 34.30487805],0
b3,1,0.573286,0.317215,[45 61] ; [22 36],[43.30487805 62.69512195] ; [23.69512195 34.30487805],0
p12,1,0.610801,0.259009,[ 12 162] ; [ 4 73],[ 11.09163347 162.90836653] ; [ 4.90836653 72.09163347],0
b4,1,0.630501,0.231381,[106  68] ; [50 28],[107.71428571  66.28571429] ; [48.28571429 29.71428571],0
u2,1,0.69217,0.156746,[25 13] ; [9 6],[24.37735849 13.62264151] ; [9.62264151 5.37735849],0
a4,1,0.728271,0.120705,[109  65] ; [50 27],[110.22310757  63.77689243] ; [48.77689243 28.22310757],0
a5,1,0.774178,0.08232,[141  33] ; [62 16],[140.16666667  33.83333333] ; [62.83333333 15.16666667],0
a3,1,0.812499,0.056266,[136  38] ; [62 16],[136.71428571  37.28571429] ; [61.28571429 16.71428571],0
u3,1,0.817211,0.053423,[25 13] ; [10  6],[24.62962963 13.37037037] ; [10.37037037  5.62962963],0
d5,1,0.886451,0.020391,[170   4] ; [75  2],[169.84063745   4.15936255] ; [75.15936255  1.84063745],0
s7,1,0.898602,0.016238,[82 85] ; [36 36],[82.45188285 84.54811715] ; [35.54811715 36.45188285],0
v3,1,0.911659,0.012309,[ 59 107] ; [24 45],[ 58.62978723 107.37021277] ; [24.37021277 44.62978723],0
d4,1,0.92761,0.008254,[170   2] ; [76  1],[169.92771084   2.07228916] ; [76.07228916  0.92771084],0
