Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.018206,5.576172,[93 11] ; [17  7],[89.375 14.625] ; [20.625  3.375],0
n1,1,0.024993,5.024349,[23 14] ; [3 9],[19.63265306 17.36734694] ; [6.36734694 5.63265306],0
d1,1,0.029455,4.740793,[57 49] ; [ 7 17],[52.18461538 53.81538462] ; [11.81538462 12.18461538],0
v3,1,0.034048,4.492311,[41 59] ; [ 4 19],[36.58536585 63.41463415] ; [ 8.41463415 14.58536585],0
r1,1,0.079355,3.078061,[73 33] ; [12 12],[69.30769231 36.69230769] ; [15.69230769  8.30769231],0
a6,1,0.111189,2.537238,[70 34] ; [12 12],[66.625 37.375] ; [15.375  8.625],0
d3,1,0.126185,2.338822,[57 47] ; [ 9 15],[53.625 50.375] ; [12.375 11.625],0
a8,1,0.162644,1.949468,[15 83] ; [ 1 22],[12.95867769 85.04132231] ; [ 3.04132231 19.95867769],0
a7,1,0.168248,1.898487,[69 37] ; [12 12],[66.04615385 39.95384615] ; [14.95384615  9.04615385],0
a1,1,0.210631,1.567086,[14 92] ; [ 1 23],[12.23076923 93.76923077] ; [ 2.76923077 21.23076923],0
s4,1,0.289802,1.120539,[13 91] ; [ 5 19],[14.625 89.375] ; [ 3.375 20.625],0
p5,1,0.29789,1.083617,[12 91] ; [ 1 22],[10.62698413 92.37301587] ; [ 2.37301587 20.62698413],0
n2,1,0.30274,1.062085,[29  9] ; [8 5],[27.56862745 10.43137255] ; [9.43137255 3.56862745],0
s7,1,0.318106,0.996719,[41 61] ; [ 6 15],[38.97560976 63.02439024] ; [ 8.02439024 12.97560976],0
p3,1,0.3371,0.921429,[37 68] ; [ 6 18],[35. 70.] ; [ 8. 16.],0
n6,1,0.337744,0.918974,[83 21] ; [17  7],[81.25 22.75] ; [18.75  5.25],0
d4,1,0.352917,0.862942,[71 33] ; [14 10],[69.0625 34.9375] ; [15.9375  8.0625],0
v4,1,0.354161,0.858491,[84 22] ; [21  3],[85.61538462 20.38461538] ; [19.38461538  4.61538462],0
p4,1,0.367943,0.810598,[29 74] ; [ 9 15],[30.81889764 72.18110236] ; [ 7.18110236 16.81889764],0
b5,1,0.437407,0.603076,[57 49] ; [15  9],[58.70769231 47.29230769] ; [13.29230769 10.70769231],0
p6,1,0.453419,0.562091,[19 85] ; [ 6 18],[20.3125 83.6875] ; [ 4.6875 19.3125],0
p7,1,0.46055,0.544557,[34 67] ; [10 14],[35.552 65.448] ; [ 8.448 15.552],0
s6,1,0.481895,0.494571,[57 49] ; [11 13],[55.44615385 50.55384615] ; [12.55384615 11.44615385],0
a3,1,0.495367,0.464847,[66 38] ; [17  7],[67.4375 36.5625] ; [15.5625  8.4375],0
d5,1,0.516372,0.421133,[68 36] ; [14 10],[66.625 37.375] ; [15.375  8.625],0
a2,1,0.520256,0.413385,[24 82] ; [ 4 20],[22.83076923 83.16923077] ; [ 5.16923077 18.83076923],0
b2,1,0.53805,0.379167,[31 47] ; [4 9],[30. 48.] ; [5. 8.],0
b3,1,0.53805,0.379167,[31 47] ; [4 9],[30. 48.] ; [5. 8.],0
s3,1,0.543364,0.369341,[50 53] ; [10 14],[48.66141732 54.33858268] ; [11.33858268 12.66141732],0
b1,1,0.567704,0.326539,[55 51] ; [14 10],[56.26153846 49.73846154] ; [12.73846154 11.26153846],0
p1,1,0.586252,0.296236,[13 93] ; [ 2 22],[12.23076923 93.76923077] ; [ 2.76923077 21.23076923],0
s8,1,0.602804,0.270787,[41 64] ; [ 8 16],[39.88372093 65.11627907] ; [ 9.11627907 14.88372093],0
r4,1,0.62458,0.239483,[76 30] ; [16  8],[75.01538462 30.98461538] ; [16.98461538  7.01538462],0
b4,1,0.636327,0.223578,[63 43] ; [13 11],[61.96923077 44.03076923] ; [14.03076923  9.96923077],0
a4,1,0.690593,0.158444,[48 56] ; [10 14],[47.125 56.875] ; [10.875 13.125],0
r3,1,0.701299,0.147125,[80 26] ; [19  5],[80.72307692 25.27692308] ; [18.27692308  5.72307692],0
p8,1,0.722926,0.125707,[24 82] ; [ 6 17],[24.65116279 81.34883721] ; [ 5.34883721 17.65116279],0
v2,1,0.726525,0.122326,[45 55] ; [ 9 13],[44.26229508 55.73770492] ; [ 9.73770492 12.26229508],0
u3,1,0.727267,0.121636,[20 20] ; [3 4],[19.57446809 20.42553191] ; [3.42553191 3.57446809],0
p9,1,0.815777,0.05428,[66 38] ; [14  9],[65.51181102 38.48818898] ; [14.48818898  8.51181102],0
s2,1,0.821204,0.051075,[42 63] ; [ 9 15],[41.51162791 63.48837209] ; [ 9.48837209 14.51162791],0
p10,1,0.83963,0.040953,[63 41] ; [14 10],[62.5625 41.4375] ; [14.4375  9.5625],0
s1,1,0.845997,0.037725,[10 94] ; [ 2 22],[ 9.75 94.25] ; [ 2.25 21.75],0
p11,1,0.853564,0.034067,[64 42] ; [14 10],[63.6 42.4] ; [14.4  9.6],0
d2,1,0.862697,0.029909,[53 49] ; [12 12],[52.61904762 49.38095238] ; [12.38095238 11.61904762],0
u2,1,0.871908,0.025997,[18 21] ; [3 4],[17.80434783 21.19565217] ; [3.19565217 3.80434783],0
s5,1,0.879037,0.023162,[24 78] ; [ 6 18],[24.28571429 77.71428571] ; [ 5.71428571 18.28571429],0
v1,1,0.9037,0.014638,[40 63] ; [ 9 15],[39.74015748 63.25984252] ; [ 9.25984252 14.74015748],0
a5,1,0.905286,0.014158,[72 34] ; [16  8],[71.75384615 34.24615385] ; [16.24615385  7.75384615],0
u4,1,0.927952,0.008176,[  4 102] ; [ 1 23],[  4.07692308 101.92307692] ; [ 0.92307692 23.07692308],0
n3,1,0.978375,0.000735,[22 14] ; [8 5],[22.04081633 13.95918367] ; [7.95918367 5.04081633],0
