Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,27.451008,[23 36] ; [129  40],[39.33333333 19.66666667] ; [112.66666667  56.33333333],1
s2,1,4e-06,21.4111,[20 39] ; [116  54],[35.03930131 23.96069869] ; [100.96069869  69.03930131],1
s8,1,5.6e-05,16.218419,[25 34] ; [121  48],[37.78070175 21.21929825] ; [108.21929825  60.78070175],1
r4,1,0.000107,15.014506,[43 16] ; [157  13],[51.52838428  7.47161572] ; [148.47161572  21.52838428],1
r3,1,0.0025,9.140381,[51  8] ; [164   5],[55.63596491  3.36403509] ; [159.36403509   9.63596491],0
v4,1,0.023801,5.10907,[52  6] ; [164   5],[55.18942731  2.81057269] ; [160.81057269   8.18942731],0
r1,1,0.032135,4.591256,[43 16] ; [145  25],[48.43668122 10.56331878] ; [139.56331878  30.43668122],0
u2,1,0.042096,4.131355,[5 8] ; [26 11],[8.06 4.94] ; [22.94 14.06],0
p9,1,0.068631,3.315471,[45 13] ; [147  21],[49.27433628  8.72566372] ; [142.72566372  25.27433628],0
a2,1,0.072348,3.228919,[10 49] ; [ 49 121],[15.20087336 43.79912664] ; [ 43.79912664 126.20087336],0
n5,1,0.089431,2.884585,[42 17] ; [138  31],[46.57894737 12.42105263] ; [133.42105263  35.57894737],0
b1,1,0.12694,2.329536,[19 40] ; [74 96],[23.96069869 35.03930131] ; [ 69.03930131 100.96069869],0
u1,1,0.155637,2.016114,[ 9 50] ; [ 41 129],[12.88209607 46.11790393] ; [ 37.11790393 132.88209607],0
v1,1,0.157691,1.996225,[26 30] ; [94 70],[30.54545455 25.45454545] ; [89.45454545 74.54545455],0
b5,1,0.159622,1.977801,[31 28] ; [107  63],[35.55458515 23.44541485] ; [102.44541485  67.55458515],0
n2,1,0.186449,1.745455,[13  3] ; [20 12],[11.  5.] ; [22. 10.],0
r2,1,0.192131,1.701201,[53  5] ; [161   7],[54.92035398  3.07964602] ; [159.07964602   8.92035398],0
s1,1,0.192565,1.697884,[ 1 58] ; [ 10 159],[ 2.84649123 56.15350877] ; [  8.15350877 160.84649123],0
b2,1,0.208571,1.581318,[21 22] ; [47 77],[17.50898204 25.49101796] ; [50.49101796 73.50898204],0
b3,1,0.208571,1.581318,[21 22] ; [47 77],[17.50898204 25.49101796] ; [50.49101796 73.50898204],0
a5,1,0.209206,1.57691,[41 18] ; [132  38],[44.5720524 14.4279476] ; [128.4279476  41.5720524],0
d5,1,0.2433,1.36137,[44 15] ; [138  31],[47.09649123 11.90350877] ; [134.90350877  34.09649123],0
u3,1,0.255958,1.290486,[7 6] ; [27 11],[8.66666667 4.33333333] ; [25.33333333 12.66666667],0
p12,1,0.257822,1.280413,[ 2 56] ; [ 13 155],[ 3.84955752 54.15044248] ; [ 11.15044248 156.84955752],0
a6,1,0.313503,1.01586,[37 22] ; [118  51],[40.10964912 18.89035088] ; [114.89035088  54.10964912],0
s4,1,0.327981,0.956852,[ 6 53] ; [ 26 144],[ 8.24454148 50.75545852] ; [ 23.75545852 146.24454148],0
a7,1,0.330802,0.945756,[38 21] ; [121  49],[40.9650655 18.0349345] ; [118.0349345  51.9650655],0
p4,1,0.375071,0.786796,[34 25] ; [109  61],[36.84279476 22.15720524] ; [106.15720524  63.84279476],0
v2,1,0.379923,0.770952,[29 28] ; [95 70],[31.83783784 25.16216216] ; [92.16216216 72.83783784],0
a8,1,0.386646,0.749463,[11 41] ; [ 25 132],[ 8.9569378 43.0430622] ; [ 27.0430622 129.9569378],0
n6,1,0.415573,0.662802,[48 10] ; [148  22],[49.85964912  8.14035088] ; [146.14035088  23.85964912],0
b4,1,0.503337,0.447893,[30 29] ; [95 75],[32.20524017 26.79475983] ; [92.79475983 77.20524017],0
n3,1,0.527089,0.4,[11  5] ; [19 13],[10.  6.] ; [20. 12.],0
