Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,121.210884,[ 10 103] ; [200  86],[59.47368421 53.52631579] ; [150.52631579 135.47368421],1
d5,1,0.0,79.109972,[76 37] ; [280   6],[100.82205514  12.17794486] ; [255.17794486  30.82205514],1
d3,1,0.0,72.358,[58 55] ; [257  29],[89.21052632 23.78947368] ; [225.78947368  60.21052632],1
a2,1,0.0,29.153405,[  6 107] ; [ 88 198],[26.62155388 86.37844612] ; [ 67.37844612 218.62155388],1
a4,1,0.0,27.266382,[28 85] ; [153 132],[51.38944724 61.61055276] ; [129.61055276 155.38944724],1
u1,1,0.0,25.799576,[  3 110] ; [ 70 216],[20.67418546 92.32581454] ; [ 52.32581454 233.67418546],1
a5,1,0.0,25.63057,[71 42] ; [245  41],[89.49373434 23.50626566] ; [226.50626566  59.49373434],1
a3,1,6.8e-05,15.870228,[70 43] ; [230  54],[85.39042821 27.60957179] ; [214.60957179  69.39042821],1
r1,1,0.000352,12.772334,[84 29] ; [251  32],[95.59343434 17.40656566] ; [239.40656566  43.59343434],1
r2,1,0.000549,11.94178,[99 12] ; [274   7],[105.61989796   5.38010204] ; [267.38010204  13.61989796],1
s8,1,0.001719,9.828011,[44 69] ; [159 123],[58.07341772 54.92658228] ; [144.92658228 137.07341772],0
n4,1,0.003498,8.527511,[78 34] ; [237  49],[88.64321608 23.35678392] ; [226.35678392  59.64321608],0
r4,1,0.003675,8.437738,[98 15] ; [272  14],[104.78696742   8.21303258] ; [265.21303258  20.78696742],0
v1,1,0.006912,7.295725,[56 55] ; [182  97],[67.73846154 43.26153846] ; [170.26153846 108.73846154],0
v4,1,0.007375,7.179182,[105   8] ; [278   5],[109.29040404   3.70959596] ; [273.70959596   9.29040404],0
v3,1,0.011426,6.397782,[38 74] ; [132 143],[49.19896641 62.80103359] ; [120.80103359 154.19896641],0
p3,1,0.039012,4.260355,[63 50] ; [191  95],[71.93483709 41.06516291] ; [182.06516291 103.93483709],0
a6,1,0.044181,4.049635,[67 46] ; [199  86],[75.52261307 37.47738693] ; [190.47738693  94.52261307],0
v2,1,0.051161,3.802996,[57 52] ; [176 103],[65.45618557 43.54381443] ; [167.54381443 111.45618557],0
p1,1,0.059611,3.548172,[  6 106] ; [ 33 251],[ 11.03030303 100.96969697] ; [ 27.96969697 256.03030303],0
p4,1,0.071617,3.24557,[78 34] ; [223  62],[84.91687657 27.08312343] ; [216.08312343  68.91687657],0
u4,1,0.117628,2.448625,[  1 112] ; [ 11 274],[  3.40703518 109.59296482] ; [  8.59296482 276.40703518],0
