Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,25.82414,[41  6] ; [ 4 14],[32.53846154 14.46153846] ; [12.46153846  5.53846154],1
a5,1,0.000263,13.318276,[36 11] ; [ 5 13],[29.64615385 17.35384615] ; [11.35384615  6.64615385],1
r1,1,0.001038,10.758635,[38  9] ; [ 7 11],[32.53846154 14.46153846] ; [12.46153846  5.53846154],0
a4,1,0.011315,6.415087,[21 26] ; [ 2 16],[16.63076923 30.36923077] ; [ 6.36923077 11.63076923],0
n6,1,0.014901,5.928166,[37  9] ; [9 9],[33.0625 12.9375] ; [12.9375  5.0625],0
b3,1,0.015928,5.810831,[16 12] ; [1 8],[12.86486486 15.13513514] ; [4.13513514 4.86486486],0
b2,1,0.015928,5.810831,[16 12] ; [1 8],[12.86486486 15.13513514] ; [4.13513514 4.86486486],0
d4,1,0.018469,5.551123,[41  6] ; [11  7],[37.6  9.4] ; [14.4  3.6],0
r4,1,0.035221,4.43442,[40  7] ; [11  7],[36.87692308 10.12307692] ; [14.12307692  3.87692308],0
p3,1,0.042259,4.124808,[24 22] ; [ 4 13],[20.44444444 25.55555556] ; [7.55555556 9.44444444],0
v3,1,0.042754,4.105114,[21 23] ; [ 3 13],[17.6 26.4] ; [6.4 9.6],0
d3,1,0.088188,2.907133,[33 14] ; [8 9],[30.109375 16.890625] ; [10.890625  6.109375],0
p11,1,0.098287,2.733127,[38  9] ; [11  7],[35.43076923 11.56923077] ; [13.56923077  4.43076923],0
d1,1,0.112616,2.517126,[26 21] ; [ 6 12],[23.13846154 23.86153846] ; [8.86153846 9.13846154],0
a3,1,0.127251,2.325724,[33 14] ; [9 9],[30.36923077 16.63076923] ; [11.63076923  6.36923077],0
d5,1,0.144335,2.131125,[34 13] ; [9 8],[31.578125 15.421875] ; [11.421875  5.578125],0
d2,1,0.163549,1.941098,[22 25] ; [ 5 13],[19.52307692 27.47692308] ; [ 7.47692308 10.52307692],0
s7,1,0.167629,1.904018,[22 23] ; [ 5 12],[19.59677419 25.40322581] ; [7.40322581 9.59677419],0
