Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,144.421237,[200  86] ; [ 63 241],[127.48813559 158.51186441] ; [135.51186441 168.48813559],1
s2,1,0.0,119.660979,[203  85] ; [ 77 225],[136.6779661 151.3220339] ; [143.3220339 158.6779661],1
s3,1,0.0,91.147268,[211  74] ; [104 196],[153.46153846 131.53846154] ; [161.53846154 138.46153846],1
s6,1,0.0,84.548987,[239  48] ; [141 159],[185.79216354 101.20783646] ; [194.20783646 105.79216354],1
a3,1,0.0,31.726624,[237  50] ; [187 116],[206.25084746  80.74915254] ; [217.74915254  85.25084746],1
s5,1,0.0,26.217496,[116 165] ; [ 64 233],[ 87.50865052 193.49134948] ; [ 92.49134948 204.50865052],1
n4,1,0.0,25.969096,[253  35] ; [216  89],[227.77740304  60.22259696] ; [241.22259696  63.77740304],1
p5,1,1e-06,23.99895,[ 52 233] ; [ 16 286],[ 33.0153322 251.9846678] ; [ 34.9846678 267.0153322],1
n5,1,2e-06,22.821094,[240  46] ; [202 100],[214.98639456  71.01360544] ; [227.01360544  74.98639456],1
n6,1,5e-06,20.676522,[256  28] ; [231  73],[235.21768707  48.78231293] ; [251.78231293  52.21768707],1
p6,1,5e-06,20.657146,[124 162] ; [ 76 222],[ 97.94520548 188.05479452] ; [102.05479452 195.94520548],1
p9,1,9e-06,19.809267,[256  31] ; [226  75],[235.26190476  51.73809524] ; [246.73809524  54.26190476],1
u1,1,1.1e-05,19.332208,[ 76 213] ; [ 37 268],[ 54.97811448 234.02188552] ; [ 58.02188552 246.97811448],1
p4,1,1.4e-05,18.936035,[192  95] ; [148 153],[165.95238095 121.04761905] ; [174.04761905 126.95238095],1
p10,1,3.4e-05,17.174148,[250  38] ; [220  81],[229.81324278  58.18675722] ; [240.18675722  60.81324278],1
p3,1,0.000121,14.779426,[160 127] ; [121 182],[136.68983051 150.31016949] ; [144.31016949 158.68983051],1
v3,1,0.000139,14.516774,[138 137] ; [100 191],[115.6360424 159.3639576] ; [122.3639576 168.6360424],1
d2,1,0.000202,13.807772,[168 119] ; [131 172],[145.44576271 141.55423729] ; [153.55423729 149.44576271],1
a5,1,0.00074,11.386598,[237  52] ; [214  91],[219.42592593  69.57407407] ; [231.57407407  73.42592593],1
a2,1,0.001826,9.716716,[ 90 199] ; [ 61 244],[ 73.46632997 215.53367003] ; [ 77.53367003 227.46632997],0
u4,1,0.00285,8.901216,[ 13 276] ; [  2 303],[  7.2979798 281.7020202] ; [  7.7020202 297.2979798],0
p7,1,0.00298,8.819886,[196  84] ; [172 124],[178.88888889 101.11111111] ; [189.11111111 106.88888889],0
a8,1,0.009168,6.789824,[ 54 201] ; [ 36 246],[ 42.73743017 212.26256983] ; [ 47.26256983 234.73743017],0
p12,1,0.00947,6.732036,[ 32 255] ; [ 16 286],[ 23.38879457 263.61120543] ; [ 24.61120543 277.38879457],0
d1,1,0.009799,6.671007,[191  98] ; [170 135],[175.63804714 113.36195286] ; [185.36195286 119.63804714],0
b3,1,0.011574,6.374946,[ 98 110] ; [ 59 113],[ 85.93684211 122.06315789] ; [ 71.06315789 100.93684211],0
b2,1,0.011574,6.374946,[ 98 110] ; [ 59 113],[ 85.93684211 122.06315789] ; [ 71.06315789 100.93684211],0
v4,1,0.011751,6.348078,[282   6] ; [285  19],[275.83783784  12.16216216] ; [291.16216216  12.83783784],0
n1,1,0.011834,6.335588,[31 28] ; [24 53],[23.86029412 35.13970588] ; [31.13970588 45.86029412],0
a4,1,0.02116,5.313569,[147 141] ; [126 177],[133.03553299 154.96446701] ; [139.96446701 163.03553299],0
d3,1,0.024383,5.067215,[210  77] ; [197 108],[197.3125  89.6875] ; [209.6875  95.3125],0
v2,1,0.026274,4.937865,[183  97] ; [162 126],[170.07042254 109.92957746] ; [174.92957746 113.07042254],0
v1,1,0.033205,4.53517,[171 111] ; [154 143],[158.29015544 123.70984456] ; [166.70984456 130.29015544],0
u3,1,0.045881,3.985972,[38 14] ; [66 50],[32.19047619 19.80952381] ; [71.80952381 44.19047619],0
p8,1,0.090138,2.871912,[160 124] ; [148 152],[149.78082192 134.21917808] ; [158.21917808 141.78082192],0
d4,1,0.104787,2.631125,[249  37] ; [250  54],[241.88813559  44.11186441] ; [257.11186441  46.88813559],0
u2,1,0.123107,2.377338,[34 16] ; [64 52],[29.51807229 20.48192771] ; [68.48192771 47.51807229],0
a1,1,0.127843,2.318501,[ 17 272] ; [ 10 295],[ 13.13636364 275.86363636] ; [ 13.86363636 291.13636364],0
p1,1,0.128082,2.315595,[ 30 257] ; [ 21 282],[ 24.80847458 262.19152542] ; [ 26.19152542 276.80847458],0
r4,1,0.146106,2.112446,[277  12] ; [284  21],[272.94444444  16.05555556] ; [288.05555556  16.94444444],0
d5,1,0.176754,1.824708,[241  45] ; [244  61],[234.70389171  51.29610829] ; [250.29610829  54.70389171],0
a6,1,0.18579,1.750689,[191  95] ; [219  86],[198.40947547  87.59052453] ; [211.59052453  93.40947547],0
r3,1,0.196038,1.671646,[279   9] ; [288  16],[275.83783784  12.16216216] ; [291.16216216  12.83783784],0
b1,1,0.231644,1.43074,[119 170] ; [111 194],[111.9023569 177.0976431] ; [118.0976431 186.9023569],0
p2,1,0.240497,1.37768,[245  43] ; [246  56],[239.67457627  48.32542373] ; [251.32542373  50.67457627],0
s1,1,0.24091,1.375259,[ 14 272] ; [  9 290],[ 11.24444444 274.75555556] ; [ 11.75555556 287.24444444],0
n3,1,0.267009,1.232051,[37 21] ; [56 21],[39.95555556 18.04444444] ; [53.04444444 23.95555556],0
n2,1,0.452245,0.56502,[45 14] ; [55 23],[43.06569343 15.93430657] ; [56.93430657 21.06569343],0
b4,1,0.474489,0.511502,[166 123] ; [184 121],[170.28619529 118.71380471] ; [179.71380471 125.28619529],0
b5,1,0.519003,0.415875,[163 126] ; [180 125],[166.88047138 122.11952862] ; [176.11952862 128.88047138],0
r2,1,0.578407,0.308817,[278   9] ; [289  12],[276.75  10.25] ; [290.25  10.75],0
a7,1,0.803156,0.062133,[212  77] ; [225  78],[213.33277027  75.66722973] ; [223.66722973  79.33277027],0
p11,1,0.892345,0.018316,[228  61] ; [242  63],[228.67003367  60.32996633] ; [241.32996633  63.67003367],0
