Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.036613,4.368319,[8 7] ; [ 2 11],[5.35714286 9.64285714] ; [4.64285714 8.35714286],0
r2,1,0.059417,3.553572,[11  4] ; [4 7],[8.65384615 6.34615385] ; [6.34615385 4.65384615],0
r3,1,0.139445,2.184076,[12  3] ; [7 6],[10.17857143  4.82142857] ; [8.82142857 4.17857143],0
d4,1,0.215869,1.531624,[14  1] ; [10  3],[12.85714286  2.14285714] ; [11.14285714  1.85714286],0
d3,1,0.228871,1.447863,[7 8] ; [9 4],[8.57142857 6.42857143] ; [7.42857143 5.57142857],0
b5,1,0.255623,1.292308,[6 9] ; [8 5],[7.5 7.5] ; [6.5 6.5],0
a5,1,0.274006,1.196581,[10  5] ; [6 7],[8.57142857 6.42857143] ; [7.42857143 5.57142857],0
b4,1,0.338939,0.91444,[9 6] ; [10  3],[10.17857143  4.82142857] ; [8.82142857 4.17857143],0
p2,1,0.39033,0.737913,[7 8] ; [4 9],[5.89285714 9.10714286] ; [5.10714286 7.89285714],0
p8,1,0.411314,0.675,[6 9] ; [3 9],[ 5. 10.] ; [4. 8.],0
b1,1,0.431316,0.619277,[7 8] ; [8 5],[8.03571429 6.96428571] ; [6.96428571 6.03571429],0
a4,1,0.431316,0.619277,[8 7] ; [5 8],[6.96428571 8.03571429] ; [6.03571429 6.96428571],0
v3,1,0.438058,0.601364,[ 2 13] ; [3 9],[ 2.77777778 12.22222222] ; [2.22222222 9.77777778],0
a2,1,0.456973,0.553299,[ 1 14] ; [ 2 11],[ 1.60714286 13.39285714] ; [ 1.39285714 11.60714286],0
b3,1,0.462527,0.539773,[3 5] ; [6 5],[3.78947368 4.21052632] ; [5.21052632 5.78947368],0
b2,1,0.462527,0.539773,[3 5] ; [6 5],[3.78947368 4.21052632] ; [5.21052632 5.78947368],0
d1,1,0.46376,0.536805,[6 9] ; [7 6],[6.96428571 8.03571429] ; [6.03571429 6.96428571],0
u2,1,0.465209,0.533333,[2 2] ; [1 3],[1.5 2.5] ; [1.5 2.5],0
s4,1,0.50198,0.450747,[ 2 13] ; [ 3 10],[ 2.67857143 12.32142857] ; [ 2.32142857 10.67857143],0
a6,1,0.5051,0.444205,[ 4 11] ; [5 8],[ 4.82142857 10.17857143] ; [4.17857143 8.82142857],0
d5,1,0.5051,0.444205,[11  4] ; [8 5],[10.17857143  4.82142857] ; [8.82142857 4.17857143],0
p4,1,0.549076,0.358974,[ 5 10] ; [ 3 10],[ 4.28571429 10.71428571] ; [3.71428571 9.28571429],0
s6,1,0.611179,0.258462,[6 9] ; [4 9],[5.35714286 9.64285714] ; [4.64285714 8.35714286],0
s1,1,0.630297,0.231658,[ 2 13] ; [ 1 12],[ 1.60714286 13.39285714] ; [ 1.39285714 11.60714286],0
v1,1,0.63749,0.222039,[ 5 10] ; [3 9],[ 4.44444444 10.55555556] ; [3.55555556 8.44444444],0
p11,1,0.66171,0.191453,[7 8] ; [5 8],[6.42857143 8.57142857] ; [5.57142857 7.42857143],0
v2,1,0.66171,0.191453,[7 8] ; [5 8],[6.42857143 8.57142857] ; [5.57142857 7.42857143],0
n1,1,0.665006,0.1875,[3 5] ; [1 3],[2.66666667 5.33333333] ; [1.33333333 2.66666667],0
s3,1,0.721501,0.127059,[6 9] ; [4 8],[5.55555556 9.44444444] ; [4.44444444 7.55555556],0
n4,1,0.777607,0.079772,[ 5 10] ; [5 8],[5.35714286 9.64285714] ; [4.64285714 8.35714286],0
a3,1,0.810595,0.057436,[11  4] ; [9 4],[10.71428571  4.28571429] ; [9.28571429 3.71428571],0
p10,1,0.810595,0.057436,[ 4 11] ; [4 9],[ 4.28571429 10.71428571] ; [3.71428571 9.28571429],0
s5,1,0.824653,0.049091,[ 3 12] ; [ 2 10],[ 2.77777778 12.22222222] ; [2.22222222 9.77777778],0
p3,1,0.826824,0.047863,[ 4 11] ; [ 3 10],[ 3.75 11.25] ; [3.25 9.75],0
s2,1,0.84313,0.039161,[ 3 12] ; [ 3 10],[ 3.21428571 11.78571429] ; [ 2.78571429 10.21428571],0
p6,1,0.877059,0.023932,[ 2 13] ; [ 2 11],[ 2.14285714 12.85714286] ; [ 1.85714286 11.14285714],0
p7,1,0.884799,0.020993,[ 5 10] ; [4 9],[ 4.82142857 10.17857143] ; [4.17857143 8.82142857],0
n6,1,0.884799,0.020993,[ 5 10] ; [4 9],[ 4.82142857 10.17857143] ; [4.17857143 8.82142857],0
s7,1,0.890787,0.018854,[4 9] ; [4 8],[4.16 8.84] ; [3.84 8.16],0
n3,1,0.898195,0.016369,[5 2] ; [3 1],[5.09090909 1.90909091] ; [2.90909091 1.09090909],0
p9,1,0.93021,0.00767,[6 9] ; [5 7],[6.11111111 8.88888889] ; [4.88888889 7.11111111],0
a8,1,0.95656,0.002967,[ 1 13] ; [ 1 12],[ 1.03703704 12.96296296] ; [ 0.96296296 12.03703704],0
a7,1,0.978351,0.000736,[8 7] ; [7 6],[8.03571429 6.96428571] ; [6.96428571 6.03571429],0
d2,1,0.978351,0.000736,[8 7] ; [7 6],[8.03571429 6.96428571] ; [6.96428571 6.03571429],0
n2,1,1.0,0.0,[4 4] ; [2 2],[4. 4.] ; [2. 2.],0
