Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.00015,14.372124,[11  5] ; [14 54],[ 4.76190476 11.23809524] ; [20.23809524 47.76190476],1
s2,1,0.003057,8.773267,[9 8] ; [13 58],[ 4.25 12.75] ; [17.75 53.25],0
s6,1,0.003057,8.773267,[9 8] ; [13 58],[ 4.25 12.75] ; [17.75 53.25],0
u2,1,0.008317,6.96383,[7 2] ; [10 24],[3.55813953 5.44186047] ; [13.44186047 20.55813953],0
s3,1,0.028988,4.76831,[10  7] ; [21 48],[ 6.12790698 10.87209302] ; [24.87209302 44.12790698],0
p6,1,0.040021,4.217007,[ 5 12] ; [ 7 62],[ 2.37209302 14.62790698] ; [ 9.62790698 59.37209302],0
u3,1,0.043218,4.086869,[5 4] ; [ 7 26],[2.57142857 6.42857143] ; [ 9.42857143 23.57142857],0
p11,1,0.046081,3.97863,[11  6] ; [27 44],[7.34090909 9.65909091] ; [30.65909091 40.34090909],0
p2,1,0.06295,3.457911,[13  4] ; [35 33],[9.6 7.4] ; [38.4 29.6],0
b3,1,0.088523,2.901037,[ 2 12] ; [16 25],[4.58181818 9.41818182] ; [13.41818182 27.58181818],0
b2,1,0.088523,2.901037,[ 2 12] ; [16 25],[4.58181818 9.41818182] ; [13.41818182 27.58181818],0
b4,1,0.095529,2.77864,[ 6 11] ; [41 30],[9.07954545 7.92045455] ; [37.92045455 33.07954545],0
p8,1,0.111357,2.53486,[8 9] ; [19 51],[ 5.27586207 11.72413793] ; [21.72413793 48.27586207],0
s5,1,0.150138,2.070845,[ 4 12] ; [ 8 63],[ 2.20689655 13.79310345] ; [ 9.79310345 61.20689655],0
p7,1,0.159637,1.97766,[8 8] ; [21 46],[ 5.59036145 10.40963855] ; [23.40963855 43.59036145],0
d3,1,0.1958,1.673428,[10  7] ; [29 41],[7.62068966 9.37931034] ; [31.37931034 38.62068966],0
p4,1,0.209194,1.576992,[8 9] ; [22 49],[ 5.79545455 11.20454545] ; [24.20454545 46.79545455],0
p9,1,0.212799,1.552281,[ 7 10] ; [40 29],[9.29069767 7.70930233] ; [37.70930233 31.29069767],0
b1,1,0.26032,1.267056,[ 7 10] ; [40 31],[9.07954545 7.92045455] ; [37.92045455 33.07954545],0
v3,1,0.291649,1.111992,[ 1 16] ; [11 59],[ 2.34482759 14.65517241] ; [ 9.65517241 60.34482759],0
s8,1,0.3389,0.914588,[ 4 13] ; [10 61],[ 2.70454545 14.29545455] ; [11.29545455 59.70454545],0
a7,1,0.348935,0.877327,[ 6 11] ; [34 37],[7.72727273 9.27272727] ; [32.27272727 38.72727273],0
b5,1,0.360399,0.836502,[10  7] ; [33 38],[8.30681818 8.69318182] ; [34.69318182 36.30681818],0
v4,1,0.378234,0.776434,[11  6] ; [37 33],[9.37931034 7.62068966] ; [38.62068966 31.37931034],0
a6,1,0.417915,0.656172,[ 7 10] ; [37 34],[8.5 8.5] ; [35.5 35.5],0
p3,1,0.427946,0.628391,[ 6 11] ; [18 52],[ 4.68965517 12.31034483] ; [19.31034483 50.68965517],0
v1,1,0.468113,0.526427,[ 3 14] ; [18 51],[ 4.15116279 12.84883721] ; [16.84883721 52.15116279],0
n5,1,0.482357,0.493529,[12  5] ; [43 27],[10.74712644  6.25287356] ; [44.25287356 25.74712644],0
d4,1,0.494387,0.466965,[9 8] ; [44 27],[10.23863636  6.76136364] ; [42.76136364 28.23863636],0
p1,1,0.500606,0.453652,[ 1 16] ; [ 8 62],[ 1.75862069 15.24137931] ; [ 7.24137931 62.75862069],0
s1,1,0.51805,0.417775,[ 2 15] ; [ 5 66],[ 1.35227273 15.64772727] ; [ 5.64772727 65.35227273],0
a2,1,0.608429,0.262469,[ 1 16] ; [ 7 64],[ 1.54545455 15.45454545] ; [ 6.45454545 64.54545455],0
n1,1,0.622358,0.242567,[3 6] ; [14 19],[3.64285714 5.35714286] ; [13.35714286 19.64285714],0
d2,1,0.623852,0.240491,[ 5 12] ; [25 45],[ 5.86206897 11.13793103] ; [24.13793103 45.86206897],0
p10,1,0.627398,0.235606,[8 9] ; [37 32],[8.89534884 8.10465116] ; [36.10465116 32.89534884],0
a3,1,0.627398,0.235606,[8 9] ; [37 32],[8.89534884 8.10465116] ; [36.10465116 32.89534884],0
d1,1,0.699633,0.148854,[ 4 13] ; [20 51],[ 4.63636364 12.36363636] ; [19.36363636 51.63636364],0
n2,1,0.706879,0.141414,[4 5] ; [17 16],[4.5 4.5] ; [16.5 16.5],0
u1,1,0.768292,0.086795,[ 1 16] ; [ 3 68],[ 0.77272727 16.22727273] ; [ 3.22727273 67.77272727],0
r2,1,0.787117,0.07293,[8 7] ; [40 30],[8.47058824 6.52941176] ; [39.52941176 30.47058824],0
a5,1,0.787149,0.072908,[8 9] ; [36 35],[8.5 8.5] ; [35.5 35.5],0
n4,1,0.800079,0.064133,[9 8] ; [40 31],[9.46590909 7.53409091] ; [39.53409091 31.46590909],0
r1,1,0.876117,0.024303,[ 4 13] ; [18 53],[ 4.25 12.75] ; [17.75 53.25],0
n3,1,0.913554,0.011785,[4 5] ; [14 19],[3.85714286 5.14285714] ; [14.14285714 18.85714286],0
d5,1,0.951016,0.003774,[9 8] ; [37 34],[8.88636364 8.11363636] ; [37.11363636 33.88636364],0
n6,1,0.959725,0.00255,[9 8] ; [37 32],[9.09302326 7.90697674] ; [36.90697674 32.09302326],0
a4,1,0.962094,0.002259,[ 5 12] ; [21 49],[ 5.08045977 11.91954023] ; [20.91954023 49.08045977],0
r3,1,0.984896,0.000358,[ 7 10] ; [29 41],[7.03448276 9.96551724] ; [28.96551724 41.03448276],0
