Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,142.223277,[29 65] ; [243  21],[71.41899441 22.58100559] ; [200.58100559  63.41899441],1
s6,1,0.0,45.150167,[61 34] ; [244  19],[80.93575419 14.06424581] ; [224.06424581  38.93575419],1
s5,1,3e-06,21.677961,[24 71] ; [135 119],[43.28080229 51.71919771] ; [115.71919771 138.28080229],1
r2,1,0.004108,8.235408,[87  7] ; [261   4],[91.11977716  2.88022284] ; [256.88022284   8.11977716],0
n5,1,0.004849,7.934936,[69 26] ; [225  38],[78.01675978 16.98324022] ; [215.98324022  47.01675978],0
s4,1,0.008298,6.968107,[10 85] ; [ 61 203],[18.78830084 76.21169916] ; [ 52.21169916 211.78830084],0
p9,1,0.009162,6.79089,[77 17] ; [242  22],[83.75977654 10.24022346] ; [235.24022346  28.75977654],0
d1,1,0.012411,6.251254,[53 42] ; [186  80],[62.89473684 32.10526316] ; [176.10526316  89.89473684],0
a4,1,0.013358,6.121122,[38 56] ; [147 119],[48.30555556 45.69444444] ; [136.69444444 129.30555556],0
s8,1,0.014358,5.993587,[56 38] ; [193  71],[65.37988827 28.62011173] ; [183.62011173  80.37988827],0
n4,1,0.032721,4.560325,[75 20] ; [233  32],[81.27777778 13.72222222] ; [226.72222222  38.27777778],0
s1,1,0.038572,4.279624,[ 1 94] ; [ 17 246],[ 4.77653631 90.22346369] ; [ 13.22346369 249.77653631],0
v4,1,0.042368,4.12043,[89  5] ; [261   4],[91.64345404  2.35654596] ; [258.35654596   6.64345404],0
n3,1,0.053207,3.737417,[11 11] ; [36 13],[14.56338028  7.43661972] ; [32.43661972 16.56338028],0
r4,1,0.067504,3.342703,[88  7] ; [258   8],[91.05263158  3.94736842] ; [254.94736842  11.05263158],0
a1,1,0.088209,2.906753,[ 2 93] ; [ 18 248],[ 5.26315789 89.73684211] ; [ 14.73684211 251.26315789],0
u4,1,0.096578,2.761163,[ 1 94] ; [ 13 253],[ 3.68421053 91.31578947] ; [ 10.31578947 255.68421053],0
v1,1,0.097549,2.745166,[49 45] ; [161  99],[55.76271186 38.23728814] ; [154.23728814 105.76271186],0
d2,1,0.10079,2.693005,[48 47] ; [159 105],[54.77715877 40.22284123] ; [152.22284123 111.77715877],0
n6,1,0.105189,2.625047,[81 14] ; [238  23],[85.12640449  9.87359551] ; [233.87359551  27.12640449],0
n2,1,0.12621,2.338516,[15  8] ; [40  9],[17.56944444  5.43055556] ; [37.43055556 11.56944444],0
p1,1,0.13575,2.22549,[ 6 89] ; [ 31 233],[ 9.79108635 85.20891365] ; [ 27.20891365 236.79108635],0
r3,1,0.146974,2.103379,[90  5] ; [258   6],[92.08913649  2.91086351] ; [255.91086351   8.08913649],0
p6,1,0.153321,2.038892,[37 57] ; [126 137],[42.91876751 51.08123249] ; [120.08123249 142.91876751],0
d4,1,0.163898,1.937887,[78 17] ; [231  32],[81.9972067 13.0027933] ; [227.0027933  35.9972067],0
d5,1,0.17253,1.860823,[76 19] ; [226  37],[80.1396648 14.8603352] ; [221.8603352  41.1396648],0
p12,1,0.215334,1.535199,[ 7 87] ; [ 32 233],[10.21169916 83.78830084] ; [ 28.78830084 236.21169916],0
v2,1,0.235256,1.4088,[53 40] ; [165  93],[57.76068376 35.23931624] ; [160.23931624  97.76068376],0
a2,1,0.247728,1.336071,[25 70] ; [ 87 179],[29.47368421 65.52631579] ; [ 82.52631579 183.47368421],0
a3,1,0.289818,1.120464,[75 19] ; [224  41],[78.28969359 15.71030641] ; [220.71030641  44.28969359],0
a6,1,0.301639,1.066934,[68 27] ; [173  90],[63.95251397 31.04748603] ; [177.04748603  85.95251397],0
u1,1,0.308457,1.037271,[22 73] ; [ 76 190],[25.78947368 69.21052632] ; [ 72.21052632 193.78947368],0
p2,1,0.309077,1.034614,[78 17] ; [229  36],[81.01388889 13.98611111] ; [225.98611111  39.01388889],0
u2,1,0.332922,0.9375,[15  5] ; [25 15],[13.33333333  6.66666667] ; [26.66666667 13.33333333],0
n1,1,0.346052,0.887883,[ 9 14] ; [25 24],[10.86111111 12.13888889] ; [23.13888889 25.86111111],0
p8,1,0.40068,0.706284,[50 43] ; [154 108],[53.44225352 39.55774648] ; [150.55774648 111.44225352],0
p4,1,0.479795,0.499329,[61 34] ; [180  84],[63.77437326 31.22562674] ; [177.22562674  86.77437326],0
b5,1,0.507998,0.438189,[52 43] ; [156 110],[54.73684211 40.26315789] ; [153.26315789 112.73684211],0
a8,1,0.570247,0.32227,[13 67] ; [ 46 195],[14.70404984 65.29595016] ; [ 44.29595016 196.70404984],0
p10,1,0.613533,0.255062,[80 14] ; [231  34],[81.43175487 12.56824513] ; [229.56824513  35.43175487],0
b1,1,0.636039,0.22396,[37 58] ; [111 155],[38.94736842 56.05263158] ; [109.05263158 156.94736842],0
v3,1,0.682238,0.167617,[42 51] ; [121 133],[43.68587896 49.31412104] ; [119.31412104 134.68587896],0
b4,1,0.684699,0.164884,[52 43] ; [152 114],[53.68421053 41.31578947] ; [150.31578947 115.68421053],0
a5,1,0.735469,0.114149,[76 19] ; [217  49],[77.10526316 17.89473684] ; [215.89473684  50.10526316],0
u3,1,0.753276,0.098799,[14  6] ; [31 11],[14.51612903  5.48387097] ; [30.48387097 11.51612903],0
p7,1,0.771864,0.084064,[65 28] ; [183  73],[66.08595989 26.91404011] ; [181.91404011  74.08595989],0
b3,1,0.849099,0.036202,[30 41] ; [ 78 101],[30.672 40.328] ; [ 77.328 101.672],0
b2,1,0.849099,0.036202,[30 41] ; [ 78 101],[30.672 40.328] ; [ 77.328 101.672],0
p3,1,0.895239,0.017339,[54 41] ; [148 116],[53.454039 41.545961] ; [148.545961 115.454039],0
p11,1,0.938795,0.005896,[75 20] ; [209  57],[74.73684211 20.26315789] ; [209.26315789  56.73684211],0
p5,1,0.94103,0.005472,[16 79] ; [ 45 217],[16.232493 78.767507] ; [ 44.767507 217.232493],0
d3,1,0.959525,0.002575,[71 24] ; [198  66],[71.18384401 23.81615599] ; [197.81615599  66.18384401],0
a7,1,0.966566,0.001757,[68 27] ; [191  75],[68.15789474 26.84210526] ; [190.84210526  75.15789474],0
