Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,54.211993,[ 34 128] ; [83 48],[64.6894198 97.3105802] ; [52.3105802 78.6894198],1
p7,1,0.0,25.666656,[67 94] ; [94 38],[88.46757679 72.53242321] ; [72.53242321 59.46757679],1
p8,1,0.0,25.649327,[ 51 111] ; [80 51],[72.43003413 89.56996587] ; [58.56996587 72.43003413],1
p6,1,1.4e-05,18.870921,[ 25 134] ; [50 81],[ 41.12068966 117.87931034] ; [33.87931034 97.12068966],1
v1,1,2.1e-05,18.111589,[ 53 107] ; [75 54],[70.8650519 89.1349481] ; [57.1349481 71.8650519],1
p2,1,7e-05,15.813483,[112  50] ; [116  15],[126.06143345  35.93856655] ; [101.93856655  29.06143345],1
p10,1,8.9e-05,15.365419,[99 62] ; [108  23],[114.13356164  46.86643836] ; [92.86643836 38.13356164],1
p11,1,0.001388,10.221697,[117  46] ; [115  17],[128.18983051  34.81016949] ; [103.81016949  28.18983051],0
s8,1,0.003074,8.762752,[ 22 141] ; [36 96],[ 32.04745763 130.95254237] ; [ 25.95254237 106.04745763],0
p9,1,0.005264,7.786499,[109  51] ; [108  23],[119.31271478  40.68728522] ; [97.68728522 33.31271478],0
v3,1,0.006422,7.42803,[ 42 114] ; [53 72],[ 52.74021352 103.25978648] ; [42.25978648 82.74021352],0
n5,1,0.00713,7.239858,[92 70] ; [95 37],[103.04081633  58.95918367] ; [83.95918367 48.04081633],0
n4,1,0.007916,7.052354,[104  59] ; [103  29],[114.37627119  48.62372881] ; [92.62372881 39.37627119],0
v4,1,0.008085,7.014584,[142  18] ; [128   4],[147.94520548  12.05479452] ; [122.05479452   9.94520548],0
p5,1,0.008606,6.902877,[  3 159] ; [ 11 119],[  7.76712329 154.23287671] ; [  6.23287671 123.76712329],0
s7,1,0.01852,5.546283,[ 27 126] ; [37 88],[ 35.22302158 117.77697842] ; [28.77697842 96.22302158],0
p12,1,0.028625,4.790004,[  1 160] ; [  6 126],[  3.84641638 157.15358362] ; [  3.15358362 128.84641638],0
a5,1,0.033398,4.525251,[98 65] ; [95 37],[106.64067797  56.35932203] ; [86.35932203 45.64067797],0
n3,1,0.038646,4.276364,[34 16] ; [20  2],[37.5 12.5] ; [16.5  5.5],0
d5,1,0.050951,3.809895,[114  48] ; [106  26],[121.2244898  40.7755102] ; [98.7755102 33.2244898],0
r4,1,0.059516,3.550815,[136  27] ; [120  12],[141.45084746  21.54915254] ; [114.54915254  17.45084746],0
n6,1,0.062335,3.474152,[119  43] ; [109  23],[125.63265306  36.36734694] ; [102.36734694  29.63265306],0
p1,1,0.068489,3.318864,[  8 153] ; [ 14 118],[ 12.0887372 148.9112628] ; [  9.9112628 122.0887372],0
v2,1,0.109387,2.563052,[76 80] ; [74 53],[82.68551237 73.31448763] ; [67.31448763 59.68551237],0
s4,1,0.12193,2.392357,[ 15 148] ; [  6 126],[ 11.60338983 151.39661017] ; [  9.39661017 122.60338983],0
s5,1,0.133482,2.251533,[ 16 141] ; [ 21 109],[ 20.24041812 136.75958188] ; [ 16.75958188 113.24041812],0
a2,1,0.145903,2.114568,[ 24 139] ; [ 28 104],[ 28.73220339 134.26779661] ; [ 23.26779661 108.73220339],0
a7,1,0.148024,2.092495,[109  53] ; [99 33],[114.6122449  47.3877551] ; [93.3877551 38.6122449],0
d1,1,0.153311,2.038998,[79 84] ; [75 57],[85.09152542 77.90847458] ; [68.90847458 63.09152542],0
a4,1,0.163178,1.944524,[ 61 102] ; [60 72],[66.85762712 96.14237288] ; [54.14237288 77.85762712],0
r1,1,0.18242,1.777799,[114  48] ; [102  30],[119.02040816  42.97959184] ; [96.97959184 35.02040816],0
n2,1,0.18945,1.721889,[34 18] ; [17  4],[36.32876712 15.67123288] ; [14.67123288  6.32876712],0
b2,1,0.333263,0.936176,[31 56] ; [36 48],[34.0877193 52.9122807] ; [32.9122807 51.0877193],0
b3,1,0.333263,0.936176,[31 56] ; [36 48],[34.0877193 52.9122807] ; [32.9122807 51.0877193],0
u3,1,0.349844,0.874025,[24 32] ; [22 20],[26.28571429 29.71428571] ; [19.71428571 22.28571429],0
a6,1,0.460072,0.545719,[107  56] ; [92 40],[109.9559322  53.0440678] ; [89.0440678 42.9559322],0
b5,1,0.467262,0.528444,[97 66] ; [73 59],[93.93220339 69.06779661] ; [76.06779661 55.93220339],0
r2,1,0.491689,0.472828,[145  16] ; [121  10],[146.66438356  14.33561644] ; [119.33561644  11.66438356],0
