Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,4.5e-05,16.629514,[35  4] ; [21 23],[26.31325301 12.68674699] ; [29.68674699 14.31325301],1
r4,1,0.000174,14.097902,[30 10] ; [15 29],[21.42857143 18.57142857] ; [23.57142857 20.42857143],1
s6,1,0.000625,11.698516,[23 17] ; [ 9 34],[15.42168675 24.57831325] ; [16.57831325 26.42168675],1
r3,1,0.004186,8.201285,[32  7] ; [23 21],[25.84337349 13.15662651] ; [29.15662651 14.84337349],0
s8,1,0.007458,7.159091,[10 30] ; [ 2 42],[ 5.71428571 34.28571429] ; [ 6.28571429 37.71428571],0
p3,1,0.008468,6.931695,[17 23] ; [ 7 36],[11.56626506 28.43373494] ; [12.43373494 30.56626506],0
p6,1,0.009059,6.811128,[11 27] ; [ 3 40],[ 6.56790123 31.43209877] ; [ 7.43209877 35.56790123],0
v1,1,0.017079,5.688253,[19 21] ; [10 34],[13.80952381 26.19047619] ; [15.19047619 28.80952381],0
p10,1,0.027373,4.867113,[18 20] ; [10 32],[13.3 24.7] ; [14.7 27.3],0
b3,1,0.032269,4.584132,[ 3 17] ; [12 15],[ 6.38297872 13.61702128] ; [ 8.61702128 18.38297872],0
b2,1,0.032269,4.584132,[ 3 17] ; [12 15],[ 6.38297872 13.61702128] ; [ 8.61702128 18.38297872],0
u3,1,0.033895,4.5,[11  5] ; [ 5 11],[8. 8.] ; [8. 8.],0
p7,1,0.034445,4.472463,[17 21] ; [10 34],[12.51219512 25.48780488] ; [14.48780488 29.51219512],0
n1,1,0.034483,4.470577,[ 2 14] ; [11 14],[ 5.07317073 10.92682927] ; [ 7.92682927 17.07317073],0
p4,1,0.047362,3.932482,[15 25] ; [ 8 36],[10.95238095 29.04761905] ; [12.04761905 31.95238095],0
s5,1,0.052936,3.745946,[10 27] ; [ 4 36],[ 6.72727273 30.27272727] ; [ 7.27272727 32.72727273],0
r1,1,0.056574,3.635074,[29 11] ; [23 21],[24.76190476 15.23809524] ; [27.23809524 16.76190476],0
b4,1,0.072255,3.231038,[26 14] ; [20 24],[21.9047619 18.0952381] ; [24.0952381 19.9047619],0
a6,1,0.073595,3.200959,[29 11] ; [23 20],[25.06024096 14.93975904] ; [26.93975904 16.06024096],0
p9,1,0.07924,3.080428,[21 17] ; [15 27],[17.1 20.9] ; [18.9 23.1],0
a5,1,0.086546,2.937466,[18 22] ; [28 16],[21.9047619 18.0952381] ; [24.0952381 19.9047619],0
s2,1,0.089269,2.8875,[17 23] ; [11 33],[13.33333333 26.66666667] ; [14.66666667 29.33333333],0
d3,1,0.095673,2.776234,[27 12] ; [22 21],[23.30487805 15.69512195] ; [25.69512195 17.30487805],0
r2,1,0.131147,2.278872,[35  5] ; [32 11],[32.28915663  7.71084337] ; [34.71084337  8.28915663],0
u1,1,0.13493,2.234845,[ 4 36] ; [ 1 43],[ 2.38095238 37.61904762] ; [ 2.61904762 41.38095238],0
s7,1,0.144981,2.124278,[12 25] ; [ 7 32],[ 9.25 27.75] ; [ 9.75 29.25],0
n3,1,0.149517,2.077174,[12  4] ; [12 11],[9.84615385 6.15384615] ; [14.15384615  8.84615385],0
u2,1,0.154044,2.031746,[11  5] ; [7 9],[9. 7.] ; [9. 7.],0
p8,1,0.171121,1.873098,[11 27] ; [ 7 36],[ 8.44444444 29.55555556] ; [ 9.55555556 33.44444444],0
p1,1,0.178073,1.813636,[ 2 38] ; [ 6 38],[ 3.80952381 36.19047619] ; [ 4.19047619 39.80952381],0
s4,1,0.18529,1.754679,[10 30] ; [ 6 38],[ 7.61904762 32.38095238] ; [ 8.38095238 35.61904762],0
b5,1,0.189927,1.718182,[23 17] ; [19 25],[20. 20.] ; [22. 22.],0
v2,1,0.225548,1.468721,[15 21] ; [12 30],[12.46153846 23.53846154] ; [14.53846154 27.46153846],0
a4,1,0.237333,1.396364,[14 26] ; [21 23],[16.66666667 23.33333333] ; [18.33333333 25.66666667],0
n2,1,0.247669,1.336405,[10  6] ; [11 14],[8.19512195 7.80487805] ; [12.80487805 12.19512195],0
b1,1,0.249099,1.32835,[25 15] ; [22 22],[22.38095238 17.61904762] ; [24.61904762 19.38095238],0
d4,1,0.339862,0.910951,[30  9] ; [29 14],[28.06097561 10.93902439] ; [30.93902439 12.06097561],0
a7,1,0.425059,0.636286,[27 13] ; [26 18],[25.23809524 14.76190476] ; [27.76190476 16.23809524],0
s3,1,0.457051,0.553108,[20 20] ; [18 25],[18.31325301 21.68674699] ; [19.68674699 23.31325301],0
d5,1,0.46864,0.525181,[29 11] ; [28 15],[27.46987952 12.53012048] ; [29.53012048 13.46987952],0
a3,1,0.476256,0.507425,[23 17] ; [28 15],[24.57831325 15.42168675] ; [26.42168675 16.57831325],0
n4,1,0.491223,0.473846,[17 23] ; [22 22],[18.57142857 21.42857143] ; [20.42857143 23.57142857],0
v3,1,0.595732,0.281481,[10 26] ; [ 9 31],[ 9. 27.] ; [10. 30.],0
a8,1,0.624701,0.239315,[ 3 34] ; [ 5 39],[ 3.65432099 33.34567901] ; [ 4.34567901 39.65432099],0
d1,1,0.705138,0.143182,[18 22] ; [18 26],[17.14285714 22.85714286] ; [18.85714286 25.14285714],0
a2,1,0.832152,0.04492,[ 8 32] ; [ 8 36],[ 7.61904762 32.38095238] ; [ 8.38095238 35.61904762],0
n5,1,0.84263,0.039414,[16 23] ; [19 25],[16.44578313 22.55421687] ; [18.55421687 25.44578313],0
d2,1,0.890147,0.019077,[18 22] ; [20 23],[18.31325301 21.68674699] ; [19.68674699 23.31325301],0
