Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.0,29.099388,[37 19] ; [100 243],[19.22807018 36.77192982] ; [117.77192982 225.22807018],1
p12,1,0.0,27.50979,[17 41] ; [ 24 324],[ 5.85714286 52.14285714] ; [ 35.14285714 312.85714286],1
p1,1,1.5e-05,18.703452,[15 43] ; [ 26 324],[ 5.82843137 52.17156863] ; [ 35.17156863 314.82843137],1
p8,1,5.7e-05,16.186487,[47 11] ; [182 163],[32.95781638 25.04218362] ; [196.04218362 148.95781638],1
p4,1,0.00021,13.740056,[49  8] ; [212 138],[36.55282555 20.44717445] ; [224.44717445 125.55282555],1
s7,1,0.000631,11.681941,[39 15] ; [158 177],[27.3470437 26.6529563] ; [169.6529563 165.3470437],1
p3,1,0.001171,10.535127,[42 15] ; [177 173],[30.67076167 26.32923833] ; [188.32923833 161.67076167],0
p6,1,0.002032,9.520842,[34 22] ; [133 210],[23.43859649 32.56140351] ; [143.56140351 199.43859649],0
b5,1,0.00207,9.486247,[26 32] ; [232 120],[36.49756098 21.50243902] ; [221.50243902 130.49756098],0
v3,1,0.003448,8.55394,[40 17] ; [167 172],[29.79545455 27.20454545] ; [177.20454545 161.79545455],0
s8,1,0.005929,7.571737,[37 20] ; [158 191],[27.37684729 29.62315271] ; [167.62315271 181.37684729],0
n5,1,0.021896,5.254026,[53  5] ; [273  75],[46.57142857 11.42857143] ; [279.42857143  68.57142857],0
s2,1,0.025831,4.96728,[37 21] ; [167 181],[29.14285714 28.85714286] ; [174.85714286 173.14285714],0
p10,1,0.02649,4.923727,[53  4] ; [281  66],[47.12376238  9.87623762] ; [286.87623762  60.12376238],0
s1,1,0.033683,4.510733,[ 5 53] ; [ 10 334],[ 2.1641791 55.8358209] ; [ 12.8358209 331.1641791],0
a6,1,0.045275,4.008366,[32 25] ; [244 107],[38.55882353 18.44117647] ; [237.44117647 113.55882353],0
p9,1,0.04896,3.876736,[55  3] ; [297  51],[50.28571429  7.71428571] ; [301.71428571  46.28571429],0
n6,1,0.048986,3.875837,[53  4] ; [287  60],[47.97029703  9.02970297] ; [292.02970297  54.97029703],0
p7,1,0.053128,3.739895,[44 12] ; [224 118],[37.70854271 18.29145729] ; [230.29145729 111.70854271],0
s3,1,0.064828,3.409354,[37 20] ; [178 166],[30.56109726 26.43890274] ; [184.43890274 159.56109726],0
n4,1,0.071791,3.241584,[52  6] ; [278  71],[47.02702703 10.97297297] ; [282.97297297  66.02702703],0
s6,1,0.095568,2.777987,[45 13] ; [231 116],[39.52592593 18.47407407] ; [236.47407407 110.52592593],0
a2,1,0.11506,2.483306,[10 48] ; [ 95 257],[14.85365854 43.14634146] ; [ 90.14634146 261.85365854],0
p11,1,0.122648,2.383174,[51  7] ; [279  73],[46.68292683 11.31707317] ; [283.31707317  68.68292683],0
n3,1,0.143606,2.138889,[6 5] ; [50 16],[8. 3.] ; [48. 18.],0
b3,1,0.189292,1.723121,[24 22] ; [ 92 129],[19.98501873 26.01498127] ; [ 96.01498127 124.98501873],0
b2,1,0.189292,1.723121,[24 22] ; [ 92 129],[19.98501873 26.01498127] ; [ 96.01498127 124.98501873],0
r2,1,0.189678,1.72012,[52  5] ; [331  16],[54.03712871  2.96287129] ; [328.96287129  18.03712871],0
r3,1,0.196124,1.671004,[53  5] ; [334  16],[55.01470588  2.98529412] ; [331.98529412  18.01470588],0
u2,1,0.207321,1.590037,[10  3] ; [54 38],[7.92380952 5.07619048] ; [56.07619048 35.92380952],0
a1,1,0.235153,1.409421,[ 5 53] ; [ 17 335],[ 3.11219512 54.88780488] ; [ 18.88780488 333.11219512],0
u4,1,0.273515,1.199034,[ 3 55] ; [  9 343],[ 1.69756098 56.30243902] ; [ 10.30243902 341.69756098],0
b1,1,0.28803,1.128805,[26 32] ; [132 220],[22.35121951 35.64878049] ; [135.64878049 216.35121951],0
n2,1,0.302064,1.065061,[10  1] ; [51 15],[8.71428571 2.28571429] ; [52.28571429 13.71428571],0
u1,1,0.338761,0.915113,[ 8 50] ; [ 67 285],[10.6097561 47.3902439] ; [ 64.3902439 287.6097561],0
a5,1,0.418119,0.655595,[42 16] ; [272  80],[44.4195122 13.5804878] ; [269.5804878  82.4195122],0
r1,1,0.452698,0.563889,[46 12] ; [290  58],[48. 10.] ; [288.  60.],0
n1,1,0.513081,0.427778,[6 5] ; [29 37],[5. 6.] ; [30. 36.],0
u3,1,0.550317,0.35675,[9 4] ; [57 37],[8.01869159 4.98130841] ; [57.98130841 36.01869159],0
a3,1,0.553915,0.350349,[45 13] ; [258  91],[43.17936118 14.82063882] ; [259.82063882  89.17936118],0
d3,1,0.688152,0.161093,[38 19] ; [244 108],[39.3007335 17.6992665] ; [242.6992665 109.3007335],0
v4,1,0.693783,0.155021,[56  2] ; [332  16],[55.42857143  2.57142857] ; [332.57142857  15.42857143],0
b4,1,0.698272,0.150276,[36 22] ; [209 143],[34.65853659 23.34146341] ; [210.34146341 141.65853659],0
d1,1,0.698272,0.150276,[36 22] ; [209 143],[34.65853659 23.34146341] ; [210.34146341 141.65853659],0
a4,1,0.69902,0.149493,[26 32] ; [166 183],[27.36117936 30.63882064] ; [164.63882064 184.36117936],0
p2,1,0.777174,0.080091,[51  7] ; [303  47],[50.32352941  7.67647059] ; [303.67647059  46.32352941],0
a7,1,0.801891,0.062951,[41 17] ; [253  97],[41.79411765 16.20588235] ; [252.20588235  97.79411765],0
d4,1,0.848063,0.036707,[48  9] ; [292  59],[47.5  9.5] ; [292.5  58.5],0
d2,1,0.850025,0.035754,[27 30] ; [171 180],[27.66176471 29.33823529] ; [170.33823529 180.66176471],0
r4,1,0.918172,0.010555,[52  6] ; [314  38],[51.77560976  6.22439024] ; [314.22439024  37.77560976],0
a8,1,0.947038,0.004413,[ 9 44] ; [ 52 261],[ 8.83333333 44.16666667] ; [ 52.16666667 260.83333333],0
d5,1,0.970179,0.001398,[46 11] ; [284  67],[46.10294118 10.89705882] ; [283.89705882  67.10294118],0
v2,1,0.985525,0.000329,[40 17] ; [239 101],[40.05793451 16.94206549] ; [238.94206549 101.05793451],0
