Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.001789,9.75469,[2 5] ; [28  5],[5.25 1.75] ; [24.75  8.25],0
r3,1,0.0075,7.149041,[4 3] ; [31  2],[6.125 0.875] ; [28.875  4.125],0
p5,1,0.0075,7.149041,[3 4] ; [ 2 31],[0.875 6.125] ; [ 4.125 28.875],0
s1,1,0.01979,5.430365,[2 5] ; [ 1 32],[0.525 6.475] ; [ 2.475 30.525],0
a7,1,0.037468,4.329004,[1 6] ; [19 14],[3.5 3.5] ; [16.5 16.5],0
a3,1,0.071019,3.259305,[2 5] ; [21 11],[4.12820513 2.87179487] ; [18.87179487 13.12820513],0
p11,1,0.096412,2.76392,[6 1] ; [17 16],[4.025 2.975] ; [18.975 14.025],0
n5,1,0.112322,2.521242,[6 1] ; [17 15],[4.12820513 2.87179487] ; [18.87179487 13.12820513],0
s3,1,0.140147,2.176339,[3 4] ; [23  9],[4.66666667 2.33333333] ; [21.33333333 10.66666667],0
d3,1,0.162785,1.94816,[2 5] ; [19 14],[3.675 3.325] ; [17.325 15.675],0
a5,1,0.176287,1.828648,[3 4] ; [23 10],[4.55 2.45] ; [21.45 11.55],0
v2,1,0.184471,1.761231,[2 5] ; [18 14],[3.58974359 3.41025641] ; [16.41025641 15.58974359],0
a6,1,0.211894,1.558442,[2 5] ; [18 15],[3.5 3.5] ; [16.5 16.5],0
u3,1,0.252136,1.311429,[1 4] ; [6 6],[2.05882353 2.94117647] ; [4.94117647 7.05882353],0
s2,1,0.308063,1.038961,[3 4] ; [21 12],[4.2 2.8] ; [19.8 13.2],0
b4,1,0.31786,0.997732,[6 1] ; [22 11],[4.9 2.1] ; [23.1  9.9],0
a4,1,0.336095,0.92527,[2 5] ; [16 17],[3.15 3.85] ; [14.85 18.15],0
p6,1,0.396021,0.720376,[2 5] ; [ 5 28],[1.225 5.775] ; [ 5.775 27.225],0
r2,1,0.45299,0.563161,[6 1] ; [31  2],[6.475 0.525] ; [30.525  2.475],0
a8,1,0.465759,0.53202,[1 6] ; [ 8 21],[1.75 5.25] ; [ 7.25 21.75],0
p1,1,0.469853,0.522321,[1 6] ; [ 2 30],[0.53846154 6.46153846] ; [ 2.46153846 29.53846154],0
n1,1,0.514828,0.424242,[2 1] ; [5 6],[1.5 1.5] ; [5.5 5.5],0
r4,1,0.532504,0.38961,[5 2] ; [27  6],[5.6 1.4] ; [26.4  6.6],0
v3,1,0.555126,0.348214,[3 4] ; [10 22],[2.33333333 4.66666667] ; [10.66666667 21.33333333],0
u2,1,0.610689,0.259174,[2 3] ; [3 8],[1.5625 3.4375] ; [3.4375 7.5625],0
p4,1,0.677318,0.17316,[3 4] ; [17 16],[3.5 3.5] ; [16.5 16.5],0
b1,1,0.677318,0.17316,[4 3] ; [16 17],[3.5 3.5] ; [16.5 16.5],0
p2,1,0.694618,0.154132,[5 2] ; [21 12],[4.55 2.45] ; [21.45 11.55],0
b5,1,0.747203,0.103896,[4 3] ; [21 12],[4.375 2.625] ; [20.625 12.375],0
s7,1,0.777525,0.079832,[3 3] ; [18 14],[3.31578947 2.68421053] ; [17.68421053 14.31578947],0
p8,1,0.796295,0.066639,[2 4] ; [ 9 23],[1.73684211 4.26315789] ; [ 9.26315789 22.73684211],0
p7,1,0.846838,0.037309,[4 3] ; [17 15],[3.76923077 3.23076923] ; [17.23076923 14.76923077],0
p3,1,0.865103,0.02886,[3 4] ; [13 20],[2.8 4.2] ; [13.2 19.8],0
s6,1,0.929113,0.007914,[5 1] ; [27  6],[4.92307692 1.07692308] ; [27.07692308  5.92307692],0
s4,1,0.944277,0.004885,[2 5] ; [ 9 24],[1.925 5.075] ; [ 9.075 23.925],0
r1,1,0.944277,0.004885,[5 2] ; [24  9],[5.075 1.925] ; [23.925  9.075],0
v1,1,0.96558,0.001862,[3 4] ; [14 18],[3.05128205 3.94871795] ; [13.94871795 18.05128205],0
n6,1,0.981032,0.000565,[5 2] ; [23  9],[5.02564103 1.97435897] ; [22.97435897  9.02564103],0
d2,1,0.98321,0.000443,[4 3] ; [19 14],[4.025 2.975] ; [18.975 14.025],0
s8,1,1.0,0.0,[2 4] ; [11 22],[2. 4.] ; [11. 22.],0
