Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1e-06,23.611226,[14 24] ; [279  96],[26.95883777 11.04116223] ; [266.04116223 108.95883777],1
v4,1,1e-06,23.466251,[33  6] ; [364   6],[37.85574572  1.14425428] ; [359.14425428  10.85574572],1
p11,1,5.6e-05,16.222628,[23 16] ; [318  57],[32.12318841  6.87681159] ; [308.87681159  66.12318841],1
s1,1,0.000308,13.023602,[ 5 34] ; [  8 362],[ 1.2396088 37.7603912] ; [ 11.7603912 358.2396088],1
d3,1,0.000313,12.992227,[20 17] ; [299  75],[28.71776156  8.28223844] ; [290.28223844  83.71776156],1
p9,1,0.000731,11.409072,[28 11] ; [335  37],[34.44525547  4.55474453] ; [328.55474453  43.44525547],1
n6,1,0.00301,8.801318,[26 11] ; [326  45],[31.92156863  5.07843137] ; [320.07843137  50.92156863],0
p8,1,0.003177,8.702872,[18 20] ; [263 109],[26.04390244 11.95609756] ; [254.95609756 117.04390244],0
a2,1,0.003666,8.442222,[ 4 35] ; [123 252],[11.96376812 27.03623188] ; [115.03623188 259.96376812],0
r3,1,0.004307,8.149599,[35  4] ; [363   8],[37.85853659  1.14146341] ; [360.14146341  10.85853659],0
r4,1,0.006754,7.337354,[32  7] ; [352  23],[36.17391304  2.82608696] ; [347.82608696  27.17391304],0
p10,1,0.021025,5.324716,[29 10] ; [327  46],[33.69902913  5.30097087] ; [322.30097087  50.69902913],0
r2,1,0.039909,4.221763,[34  4] ; [356  13],[36.41277641  1.58722359] ; [353.58722359  15.41277641],0
u1,1,0.047667,3.921698,[ 4 35] ; [ 91 284],[ 8.94927536 30.05072464] ; [ 86.05072464 288.94927536],0
a5,1,0.053429,3.730448,[25 14] ; [292  83],[29.86231884  9.13768116] ; [287.13768116  87.86231884],0
a4,1,0.055762,3.659158,[12 27] ; [175 199],[17.65859564 21.34140436] ; [169.34140436 204.65859564],0
s8,1,0.05944,3.552945,[12 26] ; [177 195],[17.51707317 20.48292683] ; [171.48292683 200.51707317],0
r1,1,0.062587,3.46747,[29 10] ; [317  53],[32.99266504  6.00733496] ; [313.00733496  56.99266504],0
s6,1,0.087724,2.915649,[23 16] ; [263 102],[27.60891089 11.39108911] ; [258.39108911 106.60891089],0
d5,1,0.088387,2.903507,[27 10] ; [315  60],[30.71359223  6.28640777] ; [311.28640777  63.71359223],0
a3,1,0.098581,2.728352,[25 14] ; [284  89],[29.25  9.75] ; [279.75  93.25],0
n3,1,0.154822,2.024088,[8 4] ; [53 10],[9.76 2.24] ; [51.24 11.76],0
v1,1,0.158385,1.989583,[18 21] ; [212 154],[22.14814815 16.85185185] ; [207.85185185 158.14814815],0
d4,1,0.163633,1.940323,[28  9] ; [317  58],[30.98300971  6.01699029] ; [314.01699029  60.98300971],0
a6,1,0.211247,1.562857,[26 11] ; [296  78],[28.98783455  8.01216545] ; [293.01216545  80.98783455],0
d2,1,0.213931,1.544622,[14 23] ; [182 193],[17.60194175 19.39805825] ; [178.39805825 196.60194175],0
u3,1,0.240501,1.377657,[6 8] ; [53 36],[8.01941748 5.98058252] ; [50.98058252 38.01941748],0
n4,1,0.250538,1.3203,[28 11] ; [298  76],[30.78450363  8.21549637] ; [295.21549637  78.78450363],0
b1,1,0.265636,1.239144,[18 21] ; [139 236],[14.78985507 24.21014493] ; [142.21014493 232.78985507],0
p1,1,0.330781,0.945836,[ 2 37] ; [ 37 336],[ 3.69174757 35.30825243] ; [ 35.30825243 337.69174757],0
p6,1,0.364167,0.823473,[16 23] ; [181 191],[18.69343066 20.30656934] ; [178.30656934 193.69343066],0
s5,1,0.387495,0.746788,[11 27] ; [131 233],[13.42288557 24.57711443] ; [128.57711443 235.42288557],0
v3,1,0.391646,0.733826,[13 25] ; [149 211],[15.46733668 22.53266332] ; [146.53266332 213.46733668],0
d1,1,0.404368,0.695299,[22 17] ; [237 138],[24.39855072 14.60144928] ; [234.60144928 140.39855072],0
s7,1,0.423606,0.64029,[16 19] ; [189 169],[18.25699746 16.74300254] ; [186.74300254 171.25699746],0
p3,1,0.44534,0.582484,[21 17] ; [231 144],[23.18644068 14.81355932] ; [228.81355932 146.18644068],0
b4,1,0.448149,0.575329,[20 19] ; [216 159],[22.23188406 16.76811594] ; [213.76811594 161.23188406],0
b5,1,0.536897,0.38132,[27 12] ; [241 134],[25.24637681 13.75362319] ; [242.75362319 132.24637681],0
s3,1,0.547346,0.362094,[24 15] ; [208 160],[22.23095823 16.76904177] ; [209.76904177 158.23095823],0
b2,1,0.547438,0.361927,[ 7 16] ; [ 86 148],[ 8.3229572 14.6770428] ; [ 84.6770428 149.3229572],0
b3,1,0.547438,0.361927,[ 7 16] ; [ 86 148],[ 8.3229572 14.6770428] ; [ 84.6770428 149.3229572],0
v2,1,0.550784,0.355915,[25 13] ; [219 141],[23.29648241 14.70351759] ; [220.70351759 139.29648241],0
a8,1,0.564399,0.332145,[ 8 29] ; [ 59 273],[ 6.71815718 30.28184282] ; [ 60.28184282 271.71815718],0
n2,1,0.588054,0.293393,[10  2] ; [48 15],[9.28 2.72] ; [48.72 14.28],0
s4,1,0.688261,0.160975,[ 7 32] ; [ 57 311],[ 6.13267813 32.86732187] ; [ 57.86732187 310.13267813],0
p12,1,0.735503,0.114118,[ 3 36] ; [ 35 340],[ 3.57971014 35.42028986] ; [ 34.42028986 340.57971014],0
s2,1,0.828215,0.047085,[21 18] ; [193 178],[20.35609756 18.64390244] ; [193.64390244 177.35609756],0
n1,1,0.853883,0.033917,[4 8] ; [19 43],[3.72972973 8.27027027] ; [19.27027027 42.72972973],0
p5,1,0.86414,0.029278,[ 5 33] ; [ 53 321],[ 5.34951456 32.65048544] ; [ 52.65048544 321.34951456],0
n5,1,0.935433,0.006563,[30  9] ; [284  88],[29.79562044  9.20437956] ; [284.20437956  87.79562044],0
u2,1,0.954445,0.003263,[8 6] ; [51 37],[8.09803922 5.90196078] ; [50.90196078 37.09803922],0
a1,1,0.956654,0.002954,[ 2 37] ; [ 20 355],[ 2.07246377 36.92753623] ; [ 19.92753623 355.07246377],0
