Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,163.163764,[482  53] ; [46 72],[432.58805513 102.41194487] ; [95.41194487 22.58805513],1
p4,1,1e-06,23.281999,[374 161] ; [55 63],[351.47779479 183.52220521] ; [77.52220521 40.47779479],1
a4,1,4e-06,21.437317,[266 269] ; [31 87],[243.33078101 291.66921899] ; [53.66921899 64.33078101],1
s7,1,6e-06,20.582617,[286 224] ; [38 78],[263.96166134 246.03833866] ; [60.03833866 55.96166134],1
p6,1,1.3e-05,19.016547,[238 291] ; [27 90],[217.00464396 311.99535604] ; [47.99535604 69.00464396],1
a5,1,4.2e-05,16.779541,[420 117] ; [71 47],[402.54503817 134.45496183] ; [88.45496183 29.54503817],1
d5,1,6.9e-05,15.838119,[458  78] ; [82 35],[443.24655436  92.75344564] ; [96.75344564 20.24655436],1
p3,1,8.1e-05,15.538632,[307 229] ; [44 74],[287.66972477 248.33027523] ; [63.33027523 54.66972477],1
d2,1,0.000139,14.513532,[285 250] ; [40 78],[266.27105666 268.72894334] ; [58.72894334 59.27105666],1
v3,1,0.000194,13.892818,[233 292] ; [29 85],[215.25821596 309.74178404] ; [46.74178404 67.25821596],1
s8,1,0.000219,13.660633,[262 270] ; [36 82],[243.90153846 288.09846154] ; [54.09846154 63.90153846],1
v1,1,0.000299,13.074311,[311 213] ; [47 68],[293.57120501 230.42879499] ; [64.42879499 50.57120501],1
r4,1,0.000631,11.683586,[499  38] ; [98 20],[489.44885496  47.55114504] ; [107.55114504  10.44885496],1
d1,1,0.000679,11.545191,[341 196] ; [55 63],[324.65954198 212.34045802] ; [71.34045802 46.65954198],1
a2,1,0.00083,11.172439,[147 390] ; [ 15 103],[132.81526718 404.18473282] ; [29.18473282 88.81526718],1
a3,1,0.001279,10.372163,[403 132] ; [71 46],[388.94171779 146.05828221] ; [85.05828221 31.94171779],0
p5,1,0.003246,8.66357,[ 82 454] ; [  6 112],[ 72.12232416 463.87767584] ; [ 15.87767584 102.12232416],0
r1,1,0.003283,8.643256,[443  91] ; [84 34],[431.62269939 102.37730061] ; [95.37730061 22.62269939],0
s3,1,0.004004,8.281912,[316 212] ; [53 64],[302.06511628 225.93488372] ; [66.93488372 50.06511628],0
a8,1,0.004717,7.984676,[ 81 398] ; [  7 104],[ 71.4440678 407.5559322] ; [16.5559322 94.4440678],0
s4,1,0.005581,7.681002,[ 75 453] ; [29 89],[ 85.00309598 442.99690402] ; [18.99690402 99.00309598],0
s6,1,0.005749,7.627398,[371 150] ; [68 49],[358.49373041 162.50626959] ; [80.50626959 36.49373041],0
p8,1,0.008916,6.839515,[323 203] ; [57 61],[310.37267081 215.62732919] ; [69.62732919 48.37267081],0
p10,1,0.009525,6.721719,[467  65] ; [92 25],[458.22496148  73.77503852] ; [100.77503852  16.22496148],0
s2,1,0.01186,6.33167,[290 240] ; [49 68],[277.69706337 252.30293663] ; [61.30293663 55.69706337],0
u1,1,0.013784,6.065576,[112 425] ; [ 13 105],[102.48091603 434.51908397] ; [22.51908397 95.48091603],0
n1,1,0.018347,5.562667,[39 52] ; [10 35],[32.78676471 58.21323529] ; [16.21323529 28.78676471],0
r2,1,0.019466,5.4592,[508  22] ; [106  11],[502.9675425  27.0324575] ; [111.0324575   5.9675425],0
p1,1,0.040149,4.211562,[ 55 481] ; [  5 113],[ 49.17431193 486.82568807] ; [ 10.82568807 107.17431193],0
v2,1,0.048081,3.907145,[308 212] ; [56 58],[298.5488959 221.4511041] ; [65.4511041 48.5488959],0
b1,1,0.05739,3.61124,[195 342] ; [32 86],[186.10534351 350.89465649] ; [40.89465649 77.10534351],0
p12,1,0.069801,3.287701,[ 50 484] ; [  5 113],[ 45.04601227 488.95398773] ; [  9.95398773 108.04601227],0
p11,1,0.073,3.21424,[455  82] ; [92 26],[448.45648855  88.54351145] ; [98.54351145 19.45648855],0
d4,1,0.1201,2.416015,[449  86] ; [92 26],[443.2388974  91.7611026] ; [97.7611026 20.2388974],0
p9,1,0.153379,2.038319,[477  53] ; [100  17],[472.65842349  57.34157651] ; [104.34157651  12.65842349],0
b2,1,0.153591,2.036223,[138 203] ; [16 37],[133.28426396 207.71573604] ; [20.71573604 32.28426396],0
b3,1,0.153591,2.036223,[138 203] ; [16 37],[133.28426396 207.71573604] ; [20.71573604 32.28426396],0
s5,1,0.17424,1.84608,[191 323] ; [35 80],[184.68044515 329.31955485] ; [41.31955485 73.68044515],0
p7,1,0.18381,1.766543,[373 155] ; [74 41],[367.05443235 160.94556765] ; [79.94556765 35.05443235],0
n3,1,0.189415,1.722165,[71 21] ; [30 15],[67.82481752 24.17518248] ; [33.17518248 11.82481752],0
s1,1,0.209407,1.575518,[ 15 515] ; [  1 117],[ 13.08641975 516.91358025] ; [  2.91358025 115.08641975],0
a7,1,0.259876,1.269418,[389 146] ; [91 26],[393.86503067 141.13496933] ; [86.13496933 30.86503067],0
a6,1,0.302174,1.064574,[367 169] ; [75 43],[362.25076453 173.74923547] ; [79.74923547 38.25076453],0
a1,1,0.304209,1.055652,[ 25 512] ; [  3 115],[ 22.95572519 514.04427481] ; [  5.04427481 112.95572519],0
u4,1,0.326951,0.960937,[ 12 524] ; [  1 117],[ 10.65443425 525.34556575] ; [  2.34556575 115.65443425],0
r3,1,0.375283,0.786098,[514  18] ; [112   6],[512.35692308  19.64307692] ; [113.64307692   4.35692308],0
u3,1,0.58658,0.295718,[69 64] ; [26 20],[70.58659218 62.41340782] ; [24.41340782 21.58659218],0
d3,1,0.683405,0.166318,[380 157] ; [85 32],[381.81192661 155.18807339] ; [83.18807339 33.81192661],0
b4,1,0.778952,0.078784,[311 226] ; [70 48],[312.36183206 224.63816794] ; [68.63816794 49.36183206],0
n2,1,0.788059,0.072271,[67 25] ; [33 11],[67.64705882 24.35294118] ; [32.35294118 11.64705882],0
b5,1,0.823179,0.049934,[320 217] ; [69 49],[318.92061069 218.07938931] ; [70.07938931 47.92061069],0
u2,1,0.825972,0.048343,[69 64] ; [23 23],[68.3575419 64.6424581] ; [23.6424581 22.3575419],0
v4,1,0.943853,0.00496,[516  19] ; [113   4],[516.12730061  18.87269939] ; [112.87269939   4.12730061],0
