Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,41.070613,[134   7] ; [53 33],[116.15418502  24.84581498] ; [70.84581498 15.15418502],1
p9,1,0.0,29.067408,[114  28] ; [36 44],[95.94594595 46.05405405] ; [54.05405405 25.94594595],1
n6,1,0.0,26.88377,[116  27] ; [41 44],[98.46929825 44.53070175] ; [58.53070175 26.46929825],1
p10,1,2e-06,22.819727,[103  40] ; [33 50],[86.05309735 56.94690265] ; [49.94690265 33.05309735],1
r4,1,5e-06,21.009985,[117  26] ; [46 40],[101.7860262  41.2139738] ; [61.2139738 24.7860262],1
p2,1,2.6e-05,17.656816,[94 49] ; [32 54],[78.68122271 64.31877729] ; [47.31877729 38.68122271],1
v4,1,0.002392,9.221642,[125  17] ; [62 24],[116.46491228  25.53508772] ; [70.53508772 15.46491228],0
b1,1,0.004417,8.103846,[ 43 100] ; [42 44],[53.07860262 89.92139738] ; [31.92139738 54.07860262],0
n2,1,0.005119,7.837027,[35  8] ; [24 21],[28.82954545 14.17045455] ; [30.17045455 14.82954545],0
v2,1,0.00622,7.485369,[63 69] ; [24 59],[53.41395349 78.58604651] ; [33.58604651 49.41395349],0
s6,1,0.007881,7.060241,[72 69] ; [28 57],[62.38938053 78.61061947] ; [37.61061947 47.38938053],0
s1,1,0.012246,6.274837,[  2 138] ; [ 7 79],[  5.57522124 134.42477876] ; [ 3.42477876 82.57522124],0
a1,1,0.016018,5.800908,[  5 138] ; [10 76],[  9.36681223 133.63318777] ; [ 5.63318777 80.36681223],0
a5,1,0.019219,5.481441,[97 46] ; [45 41],[88.67248908 54.32751092] ; [53.32751092 32.67248908],0
r2,1,0.021439,5.290737,[130  12] ; [69 16],[124.4845815  17.5154185] ; [74.5154185 10.4845815],0
u3,1,0.024991,5.02451,[29 19] ; [12 22],[24. 24.] ; [17. 17.],0
n3,1,0.026224,4.941176,[30 12] ; [20 22],[25. 17.] ; [25. 17.],0
a6,1,0.026241,4.940042,[99 44] ; [47 39],[91.17030568 51.82969432] ; [54.82969432 31.17030568],0
p12,1,0.065225,3.399271,[  9 132] ; [ 1 84],[  6.23893805 134.76106195] ; [ 3.76106195 81.23893805],0
n5,1,0.090652,2.862758,[92 50] ; [46 40],[85.94736842 56.05263158] ; [52.05263158 33.94736842],0
n4,1,0.097949,2.738625,[97 46] ; [49 37],[91.17030568 51.82969432] ; [54.82969432 31.17030568],0
u2,1,0.114665,2.48872,[26 22] ; [12 21],[22.51851852 25.48148148] ; [15.48148148 17.51851852],0
b5,1,0.146207,2.111384,[92 51] ; [47 39],[86.79912664 56.20087336] ; [52.20087336 33.79912664],0
a8,1,0.166484,1.914319,[ 14 122] ; [ 4 77],[ 11.28110599 124.71889401] ; [ 6.71889401 74.28110599],0
s3,1,0.177409,1.819194,[65 76] ; [31 53],[60.16 80.84] ; [35.84 48.16],0
d4,1,0.195841,1.673119,[110  32] ; [60 26],[105.87719298  36.12280702] ; [64.12280702 21.87719298],0
s4,1,0.242144,1.368069,[ 21 120] ; [18 68],[ 24.2246696 116.7753304] ; [14.7753304 71.2246696],0
b4,1,0.249317,1.32713,[94 49] ; [50 36],[89.92139738 53.07860262] ; [54.07860262 31.92139738],0
v1,1,0.271429,1.209509,[55 83] ; [28 58],[51.13392857 86.86607143] ; [31.86607143 54.13392857],0
s8,1,0.282391,1.155545,[ 39 104] ; [18 68],[ 35.59388646 107.40611354] ; [21.40611354 64.59388646],0
r1,1,0.285741,1.13958,[98 45] ; [53 33],[94.29257642 48.70742358] ; [56.70742358 29.29257642],0
v3,1,0.456487,0.554495,[42 95] ; [21 60],[39.59174312 97.40825688] ; [23.40825688 57.59174312],0
s2,1,0.459918,0.546094,[49 91] ; [26 60],[46.46017699 93.53982301] ; [28.53982301 57.46017699],0
d2,1,0.461001,0.543464,[56 85] ; [38 47],[58.6460177 82.3539823] ; [35.3539823 49.6460177],0
a3,1,0.490443,0.475555,[95 48] ; [52 32],[92.60352423 50.39647577] ; [54.39647577 29.60352423],0
p8,1,0.534803,0.385257,[ 26 116] ; [13 73],[ 24.28947368 117.71052632] ; [14.71052632 71.28947368],0
u1,1,0.54343,0.36922,[ 17 126] ; [ 8 78],[ 15.61135371 127.38864629] ; [ 9.38864629 76.61135371],0
a4,1,0.583911,0.299954,[56 87] ; [36 48],[57.95594714 85.04405286] ; [34.04405286 49.95594714],0
p5,1,0.612012,0.257255,[  5 137] ; [ 2 84],[  4.35964912 137.64035088] ; [ 2.64035088 83.35964912],0
s5,1,0.630678,0.231143,[ 28 107] ; [15 68],[ 26.62844037 108.37155963] ; [16.37155963 66.62844037],0
p1,1,0.680353,0.169729,[ 11 131] ; [ 8 78],[ 11.83333333 130.16666667] ; [ 7.16666667 78.83333333],0
n1,1,0.694857,0.153878,[16 26] ; [19 26],[16.89655172 25.10344828] ; [18.10344828 26.89655172],0
a2,1,0.725175,0.123588,[ 24 119] ; [16 70],[ 24.97816594 118.02183406] ; [15.02183406 70.97816594],0
b2,1,0.730255,0.118878,[29 47] ; [19 27],[29.90163934 46.09836066] ; [18.09836066 27.90163934],0
b3,1,0.730255,0.118878,[29 47] ; [19 27],[29.90163934 46.09836066] ; [18.09836066 27.90163934],0
a7,1,0.791206,0.07009,[90 52] ; [56 30],[90.92982456 51.07017544] ; [55.07017544 30.92982456],0
d3,1,0.821096,0.051137,[82 61] ; [48 38],[81.1790393 61.8209607] ; [48.8209607 37.1790393],0
p6,1,0.862983,0.029783,[ 11 132] ; [ 7 77],[ 11.33920705 131.66079295] ; [ 6.66079295 77.33920705],0
p3,1,0.888388,0.019697,[ 16 127] ; [ 9 76],[ 15.67982456 127.32017544] ; [ 9.32017544 75.67982456],0
d5,1,0.931969,0.007288,[99 44] ; [60 26],[99.28820961 43.71179039] ; [59.71179039 26.28820961],0
s7,1,0.953101,0.003459,[42 98] ; [24 55],[42.19178082 97.80821918] ; [23.80821918 55.19178082],0
d1,1,0.987586,0.000242,[65 78] ; [39 47],[64.94323144 78.05676856] ; [39.05676856 46.94323144],0
