Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.002216,9.361011,[17  5] ; [52 72],[10.39726027 11.60273973] ; [58.60273973 65.39726027],0
s6,1,0.003731,8.410103,[14  9] ; [37 88],[ 7.92567568 15.07432432] ; [43.07432432 81.92567568],0
p4,1,0.036272,4.384255,[12 10] ; [39 85],[ 7.68493151 14.31506849] ; [43.31506849 80.68493151],0
n2,1,0.048377,3.896835,[9 2] ; [23 24],[6.06896552 4.93103448] ; [25.93103448 21.06896552],0
n1,1,0.062019,3.482544,[6 4] ; [14 34],[3.44827586 6.55172414] ; [16.55172414 31.44827586],0
p11,1,0.101963,2.674565,[14  9] ; [53 72],[10.41216216 12.58783784] ; [56.58783784 68.41216216],0
s4,1,0.103564,2.649786,[ 6 17] ; [ 16 108],[ 3.44217687 19.55782313] ; [ 18.55782313 105.44217687],0
a7,1,0.123228,2.37581,[10 12] ; [78 46],[13.26027397  8.73972603] ; [74.73972603 49.26027397],0
p1,1,0.16166,1.958626,[ 4 19] ; [ 10 114],[ 2.19047619 20.80952381] ; [ 11.80952381 112.19047619],0
d5,1,0.162479,1.951002,[18  5] ; [79 46],[15.07432432  7.92567568] ; [81.92567568 43.07432432],0
b2,1,0.172674,1.859573,[ 3 14] ; [25 47],[ 5.34831461 11.65168539] ; [22.65168539 49.34831461],0
b3,1,0.172674,1.859573,[ 3 14] ; [25 47],[ 5.34831461 11.65168539] ; [22.65168539 49.34831461],0
a4,1,0.210478,1.568133,[11 12] ; [42 81],[ 8.34931507 14.65068493] ; [44.65068493 78.34931507],0
b4,1,0.225588,1.468463,[16  7] ; [70 55],[13.36486486  9.63513514] ; [72.63513514 52.36486486],0
d1,1,0.27681,1.182687,[12 11] ; [50 75],[ 9.63513514 13.36486486] ; [52.36486486 72.63513514],0
n6,1,0.288131,1.128336,[16  7] ; [71 52],[13.70547945  9.29452055] ; [73.29452055 49.70547945],0
n4,1,0.295413,1.094788,[12 11] ; [79 45],[14.23809524  8.76190476] ; [76.76190476 47.23809524],0
a8,1,0.337208,0.921018,[ 3 18] ; [  9 106],[ 1.85294118 19.14705882] ; [ 10.14705882 104.85294118],0
d4,1,0.372287,0.796015,[17  5] ; [84 40],[15.21917808  6.78082192] ; [85.78082192 38.21917808],0
u3,1,0.402875,0.699728,[3 6] ; [28 30],[4.1641791 4.8358209] ; [26.8358209 31.1641791],0
s2,1,0.416649,0.659748,[ 7 16] ; [28 96],[ 5.47619048 17.52380952] ; [29.52380952 94.47619048],0
r2,1,0.453807,0.561126,[20  3] ; [98 24],[18.71724138  4.28275862] ; [99.28275862 22.71724138],0
s3,1,0.465126,0.533532,[10 13] ; [44 80],[ 8.44897959 14.55102041] ; [45.55102041 78.44897959],0
b5,1,0.469208,0.523841,[11 12] ; [70 55],[12.58783784 10.41216216] ; [68.41216216 56.58783784],0
r3,1,0.489972,0.476588,[18  4] ; [93 31],[16.7260274  5.2739726] ; [94.2739726 29.7260274],0
v1,1,0.52506,0.403942,[ 6 17] ; [41 84],[ 7.30405405 15.69594595] ; [39.69594595 85.30405405],0
p2,1,0.541729,0.372345,[13 10] ; [62 63],[11.65540541 11.34459459] ; [63.34459459 61.65540541],0
a3,1,0.544856,0.366613,[14  9] ; [67 57],[12.67346939 10.32653061] ; [68.32653061 55.67346939],0
a1,1,0.568056,0.325947,[ 2 21] ; [  7 118],[ 1.39864865 21.60135135] ; [  7.60135135 117.39864865],0
v3,1,0.570316,0.322154,[ 7 16] ; [30 91],[ 5.90972222 17.09027778] ; [31.09027778 89.90972222],0
n3,1,0.577037,0.31105,[7 4] ; [25 21],[6.1754386 4.8245614] ; [25.8245614 20.1754386],0
p7,1,0.592276,0.286803,[11 12] ; [51 71],[ 9.83448276 13.16551724] ; [52.16551724 69.83448276],0
p5,1,0.601605,0.272582,[ 1 22] ; [  3 121],[ 0.62585034 22.37414966] ; [  3.37414966 120.62585034],0
v2,1,0.610736,0.259105,[ 9 13] ; [43 79],[ 7.94444444 14.05555556] ; [44.05555556 77.94444444],0
a5,1,0.614609,0.253517,[14  9] ; [69 56],[12.89864865 10.10135135] ; [70.10135135 54.89864865],0
a6,1,0.629285,0.233031,[12 11] ; [72 53],[13.05405405  9.94594595] ; [70.94594595 54.05405405],0
p10,1,0.646366,0.210513,[ 5 17] ; [ 23 101],[ 4.21917808 17.78082192] ; [ 23.78082192 100.21917808],0
s7,1,0.683434,0.166285,[ 5 17] ; [22 94],[ 4.30434783 17.69565217] ; [22.69565217 93.30434783],0
u1,1,0.707502,0.140785,[ 3 20] ; [ 13 112],[ 2.48648649 20.51351351] ; [ 13.51351351 111.48648649],0
b1,1,0.712828,0.135469,[11 12] ; [65 60],[11.81081081 11.18918919] ; [64.18918919 60.81081081],0
a2,1,0.719089,0.129367,[ 3 20] ; [ 20 105],[ 3.57432432 19.42567568] ; [ 19.42567568 105.57432432],0
u2,1,0.733731,0.115714,[3 5] ; [25 32],[3.44615385 4.55384615] ; [24.55384615 32.44615385],0
r4,1,0.742349,0.108072,[15  8] ; [77 48],[14.2972973  8.7027027] ; [77.7027027 47.2972973],0
r1,1,0.804904,0.061012,[16  7] ; [83 41],[15.48979592  7.51020408] ; [83.51020408 40.48979592],0
v4,1,0.832951,0.044486,[18  5] ; [93 29],[17.60689655  5.39310345] ; [93.39310345 28.60689655],0
p8,1,0.833611,0.04413,[ 6 17] ; [35 89],[ 6.41496599 16.58503401] ; [34.58503401 89.41496599],0
p3,1,0.847359,0.037052,[ 7 16] ; [35 88],[ 6.61643836 16.38356164] ; [35.38356164 87.61643836],0
p6,1,0.905978,0.013951,[ 4 19] ; [ 20 102],[ 3.80689655 19.19310345] ; [ 20.19310345 101.80689655],0
s1,1,0.927776,0.008216,[ 2 21] ; [ 10 113],[ 1.89041096 21.10958904] ; [ 10.10958904 112.89041096],0
n5,1,0.960561,0.002445,[12 11] ; [64 60],[11.89115646 11.10884354] ; [64.10884354 59.89115646],0
d3,1,0.963043,0.002147,[13 10] ; [70 55],[12.89864865 10.10135135] ; [70.10135135 54.89864865],0
