Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.001238,10.432448,[30  9] ; [14 21],[23.18918919 15.81081081] ; [20.81081081 14.18918919],0
n6,1,0.005844,7.59765,[28 11] ; [14 21],[22.13513514 16.86486486] ; [19.86486486 15.13513514],0
p8,1,0.032421,4.576102,[ 6 33] ; [13 22],[10.01351351 28.98648649] ; [ 8.98648649 26.01351351],0
r3,1,0.051044,3.806842,[23 16] ; [28  7],[26.87837838 12.12162162] ; [24.12162162 10.87837838],0
p3,1,0.067082,3.353021,[ 8 31] ; [14 21],[11.59459459 27.40540541] ; [10.40540541 24.59459459],0
d4,1,0.072004,3.236724,[17 21] ; [23 12],[20.82191781 17.17808219] ; [19.17808219 15.82191781],0
p4,1,0.077978,3.106558,[ 8 30] ; [14 21],[11.45205479 26.54794521] ; [10.54794521 24.45205479],0
n3,1,0.12663,2.333333,[ 6 10] ; [8 4],[8. 8.] ; [6. 6.],0
b5,1,0.195145,1.678343,[18 21] ; [11 24],[15.28378378 23.71621622] ; [13.71621622 21.28378378],0
p1,1,0.205484,1.60296,[ 4 35] ; [ 1 34],[ 2.63513514 36.36486486] ; [ 2.36486486 32.63513514],0
r4,1,0.209,1.578343,[20 19] ; [23 12],[22.66216216 16.33783784] ; [20.33783784 14.66216216],0
u2,1,0.210486,1.568081,[ 8 13] ; [11  8],[ 9.975 11.025] ; [9.025 9.975],0
s7,1,0.223442,1.482127,[12 25] ; [ 6 25],[ 9.79411765 27.20588235] ; [ 8.20588235 22.79411765],0
n2,1,0.231998,1.428571,[8 8] ; [10  4],[9.6 6.4] ; [8.4 5.6],0
s8,1,0.248727,1.330442,[10 29] ; [ 5 29],[ 8.01369863 30.98630137] ; [ 6.98630137 27.01369863],0
v2,1,0.278847,1.172702,[10 28] ; [13 21],[12.13888889 25.86111111] ; [10.86111111 23.13888889],0
a8,1,0.303077,1.060606,[ 3 32] ; [ 1 34],[ 2. 33.] ; [ 2. 33.],0
a5,1,0.358047,0.844731,[17 22] ; [19 16],[18.97297297 20.02702703] ; [17.02702703 17.97297297],0
a1,1,0.358429,0.843391,[ 3 36] ; [ 1 34],[ 2.10810811 36.89189189] ; [ 1.89189189 33.10810811],0
