Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,9.7e-05,15.197343,[34 39] ; [25  3],[42.64356436 30.35643564] ; [16.35643564 11.64356436],1
s2,1,0.000153,14.339896,[20 54] ; [19  9],[28.29411765 45.70588235] ; [10.70588235 17.29411765],1
p5,1,0.000257,13.358943,[ 1 73] ; [ 6 21],[ 5.12871287 68.87128713] ; [ 1.87128713 25.12871287],1
s3,1,0.004168,8.209075,[26 46] ; [19  9],[32.4 39.6] ; [12.6 15.4],0
s4,1,0.007358,7.183423,[ 6 68] ; [ 8 20],[10.15686275 63.84313725] ; [ 3.84313725 24.15686275],0
p12,1,0.026505,4.92278,[ 2 72] ; [ 4 24],[ 4.35294118 69.64705882] ; [ 1.64705882 26.35294118],0
b5,1,0.043859,4.061997,[48 26] ; [12 16],[43.52941176 30.47058824] ; [16.47058824 11.52941176],0
s7,1,0.04986,3.846154,[21 51] ; [14 14],[25.2 46.8] ; [ 9.8 18.2],0
a1,1,0.094444,2.796951,[ 2 72] ; [ 3 25],[ 3.62745098 70.37254902] ; [ 1.37254902 26.62745098],0
p3,1,0.098231,2.734036,[34 40] ; [18 10],[37.7254902 36.2745098] ; [14.2745098 13.7254902],0
v2,1,0.110346,2.549259,[38 33] ; [10 18],[34.42424242 36.57575758] ; [13.57575758 14.42424242],0
n1,1,0.112339,2.521008,[ 3 13] ; [4 4],[ 4.66666667 11.33333333] ; [2.33333333 5.66666667],0
a6,1,0.117673,2.448028,[47 27] ; [13 15],[43.52941176 30.47058824] ; [16.47058824 11.52941176],0
b1,1,0.146863,2.104537,[27 47] ; [ 6 22],[23.94117647 50.05882353] ; [ 9.05882353 18.94117647],0
p10,1,0.171355,1.871048,[50 24] ; [22  5],[52.75247525 21.24752475] ; [19.24752475  7.75247525],0
n4,1,0.180823,1.790848,[29 45] ; [ 7 21],[26.11764706 47.88235294] ; [ 9.88235294 18.11764706],0
b2,1,0.181554,1.784856,[ 6 33] ; [ 5 11],[ 7.8 31.2] ; [ 3.2 12.8],0
b3,1,0.181554,1.784856,[ 6 33] ; [ 5 11],[ 7.8 31.2] ; [ 3.2 12.8],0
r4,1,0.184627,1.759979,[61 13] ; [26  2],[63.11764706 10.88235294] ; [23.88235294  4.11764706],0
p6,1,0.194942,1.679864,[22 50] ; [12 15],[24.72727273 47.27272727] ; [ 9.27272727 17.72727273],0
n3,1,0.204008,1.613445,[10  6] ; [7 1],[11.33333333  4.66666667] ; [5.66666667 2.33333333],0
b4,1,0.216677,1.526242,[43 31] ; [20  8],[45.70588235 28.29411765] ; [17.29411765 10.70588235],0
d5,1,0.219297,1.508966,[55 19] ; [24  4],[57.31372549 16.68627451] ; [21.68627451  6.31372549],0
p7,1,0.256444,1.287851,[53 19] ; [22  4],[55.10204082 16.89795918] ; [19.89795918  6.10204082],0
n6,1,0.262623,1.254879,[43 31] ; [19  8],[45.42574257 28.57425743] ; [16.57425743 10.42574257],0
v4,1,0.267205,1.23104,[66  8] ; [26  1],[67.40594059  6.59405941] ; [24.59405941  2.40594059],0
d4,1,0.271311,1.210109,[56 18] ; [24  4],[58.03921569 15.96078431] ; [21.96078431  6.03921569],0
a5,1,0.27211,1.206081,[47 27] ; [21  7],[49.33333333 24.66666667] ; [18.66666667  9.33333333],0
p9,1,0.276552,1.183958,[53 21] ; [23  5],[55.1372549 18.8627451] ; [20.8627451  7.1372549],0
s8,1,0.289385,1.122482,[21 53] ; [11 17],[23.21568627 50.78431373] ; [ 8.78431373 19.21568627],0
p1,1,0.297806,1.083994,[ 6 67] ; [ 4 22],[ 7.37373737 65.62626263] ; [ 2.62626263 23.37373737],0
u2,1,0.373301,0.792648,[20 13] ; [6 7],[18.65217391 14.34782609] ; [7.34782609 5.65217391],0
p2,1,0.417355,0.657752,[60 13] ; [24  3],[61.32 11.68] ; [22.68  4.32],0
d3,1,0.424439,0.637992,[56 18] ; [19  9],[54.41176471 19.58823529] ; [20.58823529  7.41176471],0
d2,1,0.515297,0.423296,[24 50] ; [11 17],[25.39215686 48.60784314] ; [ 9.60784314 18.39215686],0
s1,1,0.519067,0.415747,[ 3 71] ; [ 2 26],[ 3.62745098 70.37254902] ; [ 1.37254902 26.62745098],0
n2,1,0.540291,0.375,[10  6] ; [6 2],[10.66666667  5.33333333] ; [5.33333333 2.66666667],0
a7,1,0.557467,0.344109,[57 17] ; [20  8],[55.8627451 18.1372549] ; [21.1372549  6.8627451],0
r1,1,0.562597,0.335227,[54 20] ; [22  6],[55.1372549 18.8627451] ; [20.8627451  7.1372549],0
a2,1,0.578255,0.309065,[ 8 66] ; [ 2 26],[ 7.25490196 66.74509804] ; [ 2.74509804 25.25490196],0
v3,1,0.598515,0.277242,[22 48] ; [10 17],[23.09278351 46.90721649] ; [ 8.90721649 18.09278351],0
u3,1,0.671554,0.17979,[17 15] ; [6 7],[16.35555556 15.64444444] ; [6.64444444 6.35555556],0
p4,1,0.688068,0.161185,[39 35] ; [16 12],[39.90196078 34.09803922] ; [15.09803922 12.90196078],0
u1,1,0.739278,0.110763,[ 4 70] ; [ 2 26],[ 4.35294118 69.64705882] ; [ 1.64705882 26.35294118],0
a8,1,0.739367,0.110684,[ 4 63] ; [ 1 23],[ 3.68131868 63.31868132] ; [ 1.31868132 22.68131868],0
d1,1,0.807375,0.059445,[39 35] ; [14 14],[38.45098039 35.54901961] ; [14.54901961 13.45098039],0
p11,1,0.835946,0.042883,[54 20] ; [21  7],[54.41176471 19.58823529] ; [20.58823529  7.41176471],0
r2,1,0.865416,0.028725,[66  7] ; [25  3],[65.77227723  7.22772277] ; [25.22772277  2.77227723],0
v1,1,0.866627,0.028205,[28 44] ; [11 16],[28.36363636 43.63636364] ; [10.63636364 16.36363636],0
a3,1,0.868064,0.027595,[41 33] ; [15 13],[40.62745098 33.37254902] ; [15.37254902 12.62745098],0
a4,1,0.984611,0.000372,[21 53] ; [ 8 20],[21.03921569 52.96078431] ; [ 7.96078431 20.03921569],0
