Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,26.872564,[89  8] ; [20 18],[78.31851852 18.68148148] ; [30.68148148  7.31851852],1
a4,1,0.247892,1.335147,[49 48] ; [15 23],[45.98518519 51.01481481] ; [18.01481481 19.98518519],0
b5,1,0.276548,1.183978,[56 41] ; [18 20],[53.17037037 43.82962963] ; [20.82962963 17.17037037],0
p11,1,0.284088,1.147429,[75 22] ; [26 12],[72.57037037 24.42962963] ; [28.42962963  9.57037037],0
v3,1,0.292459,1.108267,[37 59] ; [10 25],[34.44274809 61.55725191] ; [12.55725191 22.44274809],0
a2,1,0.300165,1.07346,[29 68] ; [ 8 30],[26.58518519 70.41481481] ; [10.41481481 27.58518519],0
r3,1,0.304784,1.053143,[89  7] ; [37  1],[90.26865672  5.73134328] ; [35.73134328  2.26865672],0
d3,1,0.339523,0.912231,[68 28] ; [30  8],[70.20895522 25.79104478] ; [27.79104478 10.20895522],0
d4,1,0.366691,0.814848,[77 19] ; [33  5],[78.80597015 17.19402985] ; [31.19402985  6.80597015],0
b1,1,0.390108,0.738606,[41 56] ; [13 25],[38.8 58.2] ; [15.2 22.8],0
b4,1,0.390108,0.738606,[56 41] ; [25 13],[58.2 38.8] ; [22.8 15.2],0
n2,1,0.406186,0.689935,[19  3] ; [9 3],[18.11764706  3.88235294] ; [9.88235294 2.11764706],0
s3,1,0.426135,0.633333,[62 33] ; [22 16],[60. 35.] ; [24. 14.],0
n3,1,0.442695,0.589286,[13  9] ; [8 3],[14.  8.] ; [7. 4.],0
r4,1,0.460369,0.544997,[84 13] ; [31  7],[82.62962963 14.37037037] ; [32.37037037  5.62962963],0
d2,1,0.477624,0.504284,[52 44] ; [18 20],[50.14925373 45.85074627] ; [19.85074627 18.14925373],0
v2,1,0.512528,0.428902,[52 45] ; [17 19],[50.32330827 46.67669173] ; [18.67669173 17.32330827],0
r2,1,0.518849,0.416181,[92  5] ; [34  3],[91.20895522  5.79104478] ; [34.79104478  2.20895522],0
a3,1,0.582686,0.301912,[75 21] ; [28 10],[73.79104478 22.20895522] ; [29.20895522  8.79104478],0
r1,1,0.597532,0.278734,[78 19] ; [29  9],[76.88148148 20.11851852] ; [30.11851852  7.88148148],0
s1,1,0.66235,0.190681,[ 7 88] ; [ 2 36],[ 6.42857143 88.57142857] ; [ 2.57142857 35.42857143],0
v1,1,0.668054,0.183887,[44 52] ; [15 21],[42.90909091 53.09090909] ; [16.09090909 19.90909091],0
s5,1,0.735473,0.114146,[36 60] ; [12 23],[35.17557252 60.82442748] ; [12.82442748 22.17557252],0
a6,1,0.744949,0.105824,[61 35] ; [23 15],[60.17910448 35.82089552] ; [23.82089552 14.17910448],0
d1,1,0.814711,0.054921,[54 43] ; [22 16],[54.60740741 42.39259259] ; [21.39259259 16.60740741],0
n1,1,0.831657,0.045189,[10 12] ; [5 7],[ 9.70588235 12.29411765] ; [5.29411765 6.70588235],0
b2,1,0.853575,0.034062,[23 42] ; [ 9 15],[23.37078652 41.62921348] ; [ 8.62921348 15.37078652],0
b3,1,0.853575,0.034062,[23 42] ; [ 9 15],[23.37078652 41.62921348] ; [ 8.62921348 15.37078652],0
a7,1,0.858741,0.031676,[70 27] ; [28 10],[70.41481481 26.58518519] ; [27.58518519 10.41481481],0
p6,1,0.940369,0.005596,[37 59] ; [14 23],[36.81203008 59.18796992] ; [14.18796992 22.81203008],0
