Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,1e-05,19.520199,[10 22] ; [49 14],[19.87368421 12.12631579] ; [39.12631579 23.87368421],1
a5,1,0.0021,9.4603,[13 19] ; [46 17],[19.87368421 12.12631579] ; [39.12631579 23.87368421],0
n6,1,0.005192,7.811201,[14 18] ; [46 17],[20.21052632 11.78947368] ; [39.78947368 23.21052632],0
s7,1,0.01119,6.434933,[10 20] ; [37 23],[15.66666667 14.33333333] ; [31.33333333 28.66666667],0
r1,1,0.02399,5.095344,[19 13] ; [51 12],[23.57894737  8.42105263] ; [46.42105263 16.57894737],0
d1,1,0.024455,5.062041,[ 9 23] ; [33 30],[14.14736842 17.85263158] ; [27.85263158 35.14736842],0
u1,1,0.034831,4.453445,[ 2 30] ; [15 48],[ 5.72631579 26.27368421] ; [11.27368421 51.72631579],0
p6,1,0.042238,4.125625,[ 5 26] ; [23 40],[ 9.23404255 21.76595745] ; [18.76595745 44.23404255],0
a3,1,0.062483,3.470232,[15 16] ; [43 20],[19.12765957 11.87234043] ; [38.87234043 24.12765957],0
a2,1,0.069173,3.302538,[ 2 30] ; [13 50],[ 5.05263158 26.94736842] ; [ 9.94736842 53.05263158],0
p11,1,0.070656,3.267719,[11 21] ; [34 29],[15.15789474 16.84210526] ; [29.84210526 33.15789474],0
n1,1,0.075585,3.157358,[3 9] ; [13 10],[5.48571429 6.51428571] ; [10.51428571 12.48571429],0
s6,1,0.089314,2.886687,[19 13] ; [48 15],[22.56842105  9.43157895] ; [44.43157895 18.56842105],0
v1,1,0.100846,2.692105,[ 9 22] ; [29 33],[12.66666667 18.33333333] ; [25.33333333 36.66666667],0
s2,1,0.115373,2.479031,[16 16] ; [42 21],[19.53684211 12.46315789] ; [38.46315789 24.53684211],0
a4,1,0.126691,2.332589,[10 22] ; [30 33],[13.47368421 18.52631579] ; [26.52631579 36.47368421],0
d3,1,0.129338,2.300433,[16 16] ; [41 21],[19.40425532 12.59574468] ; [37.59574468 24.40425532],0
d5,1,0.140493,2.172549,[19 13] ; [46 16],[22.12765957  9.87234043] ; [42.87234043 19.12765957],0
b5,1,0.148515,2.087437,[17 15] ; [43 20],[20.21052632 11.78947368] ; [39.78947368 23.21052632],0
b1,1,0.169776,1.884921,[12 20] ; [33 30],[15.15789474 16.84210526] ; [29.84210526 33.15789474],0
v4,1,0.179332,1.803155,[25  6] ; [57  6],[27.04255319  3.95744681] ; [54.95744681  8.04255319],0
s4,1,0.196805,1.665923,[10 22] ; [12 50],[ 7.4893617 24.5106383] ; [14.5106383 47.4893617],0
p9,1,0.299872,1.074764,[11 20] ; [29 33],[13.33333333 17.66666667] ; [26.66666667 35.33333333],0
r4,1,0.313586,1.01551,[23  9] ; [51 12],[24.92631579  7.07368421] ; [49.07368421 13.92631579],0
a6,1,0.31439,1.012141,[20 12] ; [32 30],[17.70212766 14.29787234] ; [34.29787234 27.70212766],0
s8,1,0.334731,0.930507,[ 9 23] ; [24 39],[11.11578947 20.88421053] ; [21.88421053 41.11578947],0
a1,1,0.362186,0.8303,[ 1 31] ; [ 5 58],[ 2.02105263 29.97894737] ; [ 3.97894737 59.02105263],0
p2,1,0.376235,0.782967,[20 12] ; [45 18],[21.89473684 10.10526316] ; [43.10526316 19.89473684],0
r2,1,0.395302,0.722569,[27  5] ; [56  6],[28.25531915  3.74468085] ; [54.74468085  7.25531915],0
v3,1,0.42518,0.635953,[ 8 22] ; [21 39],[ 9.66666667 20.33333333] ; [19.33333333 40.66666667],0
s5,1,0.452381,0.56468,[ 7 24] ; [18 42],[ 8.51648352 22.48351648] ; [16.48351648 43.51648352],0
d2,1,0.469905,0.522199,[14 18] ; [32 30],[15.65957447 16.34042553] ; [30.34042553 31.65957447],0
p7,1,0.474112,0.512376,[19 13] ; [32 30],[17.36170213 14.63829787] ; [33.63829787 28.36170213],0
p1,1,0.488598,0.479612,[ 4 28] ; [ 5 57],[ 3.06382979 28.93617021] ; [ 5.93617021 56.06382979],0
u2,1,0.502335,0.45,[9 7] ; [ 9 11],[8. 8.] ; [10. 10.],0
v2,1,0.529721,0.394928,[11 19] ; [27 35],[12.39130435 17.60869565] ; [25.60869565 36.39130435],0
n2,1,0.623627,0.240803,[7 5] ; [16  8],[7.66666667 4.33333333] ; [15.33333333  8.66666667],0
r3,1,0.632315,0.228934,[29  3] ; [55  8],[28.29473684  3.70526316] ; [55.70526316  7.29473684],0
u3,1,0.6658,0.186555,[9 8] ; [12  8],[9.64864865 7.35135135] ; [11.35135135  8.64864865],0
s1,1,0.674067,0.176882,[ 4 28] ; [ 6 56],[ 3.40425532 28.59574468] ; [ 6.59574468 55.40425532],0
n3,1,0.689095,0.160066,[7 5] ; [15  8],[7.54285714 4.45714286] ; [14.45714286  8.54285714],0
a7,1,0.695837,0.152839,[19 13] ; [40 23],[19.87368421 12.12631579] ; [39.12631579 23.87368421],0
d4,1,0.730037,0.119078,[23  8] ; [48 14],[23.66666667  7.33333333] ; [47.33333333 14.66666667],0
p8,1,0.805512,0.060624,[11 20] ; [24 39],[11.54255319 19.45744681] ; [23.45744681 39.54255319],0
b3,1,0.908144,0.013312,[ 5 10] ; [13 28],[ 4.82142857 10.17857143] ; [13.17857143 27.82142857],0
b2,1,0.908144,0.013312,[ 5 10] ; [13 28],[ 4.82142857 10.17857143] ; [13.17857143 27.82142857],0
b4,1,0.929382,0.007854,[19 13] ; [38 25],[19.2 12.8] ; [37.8 25.2],0
p4,1,0.941707,0.005347,[16 16] ; [31 32],[15.83157895 16.16842105] ; [31.16842105 31.83157895],0
