Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,5e-06,20.892317,[ 8 53] ; [29 26],[19.45689655 41.54310345] ; [17.54310345 37.45689655],1
p6,1,5.1e-05,16.39489,[ 4 55] ; [21 34],[12.93859649 46.06140351] ; [12.06140351 42.93859649],1
p2,1,0.001702,9.846124,[28 33] ; [41 14],[36.28448276 24.71551724] ; [32.71551724 22.28448276],0
p3,1,0.003512,8.520129,[12 48] ; [25 30],[19.30434783 40.69565217] ; [17.69565217 37.30434783],0
a2,1,0.006957,7.284143,[16 45] ; [ 4 51],[10.51724138 50.48275862] ; [ 9.48275862 45.51724138],0
a4,1,0.010479,6.55159,[27 33] ; [12 42],[20.52631579 39.47368421] ; [18.47368421 35.52631579],0
r4,1,0.010685,6.516911,[41 20] ; [48  7],[46.80172414 14.19827586] ; [42.19827586 12.80172414],0
d1,1,0.023623,5.122137,[35 26] ; [20 35],[28.92241379 32.07758621] ; [26.07758621 28.92241379],0
a8,1,0.033566,4.516665,[ 2 52] ; [ 8 42],[ 5.19230769 48.80769231] ; [ 4.80769231 45.19230769],0
p4,1,0.03507,4.44174,[21 39] ; [30 25],[26.60869565 33.39130435] ; [24.39130435 30.60869565],0
s3,1,0.036009,4.396677,[19 41] ; [28 27],[24.52173913 35.47826087] ; [22.47826087 32.52173913],0
r2,1,0.062194,3.477899,[51 10] ; [52  3],[54.1637931  6.8362069] ; [48.8362069  6.1637931],0
v4,1,0.062194,3.477899,[51 10] ; [52  3],[54.1637931  6.8362069] ; [48.8362069  6.1637931],0
a3,1,0.071026,3.259159,[39 22] ; [26 29],[34.18103448 26.81896552] ; [30.81896552 24.18103448],0
b4,1,0.075127,3.1673,[42 19] ; [29 26],[37.3362069 23.6637931] ; [33.6637931 21.3362069],0
d2,1,0.088925,2.89372,[33 26] ; [22 33],[28.46491228 30.53508772] ; [26.53508772 28.46491228],0
p10,1,0.106479,2.605714,[12 48] ; [18 36],[15.78947368 44.21052632] ; [14.21052632 39.78947368],0
d5,1,0.113033,2.511295,[47 14] ; [35 20],[43.12068966 17.87931034] ; [38.87931034 16.12068966],0
u1,1,0.130628,2.285025,[13 48] ; [ 6 49],[ 9.99137931 51.00862069] ; [ 9.00862069 45.99137931],0
s2,1,0.164616,1.931304,[17 41] ; [23 32],[20.53097345 37.46902655] ; [19.46902655 35.53097345],0
v1,1,0.166091,1.917876,[18 43] ; [23 32],[21.56034483 39.43965517] ; [19.43965517 35.56034483],0
