Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,125.991753,[404  33] ; [62 63],[362.35231317  74.64768683] ; [103.64768683  21.35231317],1
n6,1,0.0,69.833875,[409  28] ; [81 43],[381.69340463  55.30659537] ; [108.30659537  15.69340463],1
p10,1,9e-06,19.650451,[389  44] ; [93 32],[374.02508961  58.97491039] ; [107.97491039  17.02508961],1
v1,1,5.6e-05,16.224697,[270 156] ; [53 70],[250.63387978 175.36612022] ; [72.36612022 50.63387978],1
p4,1,9e-05,15.336426,[314 123] ; [66 58],[296.00713012 140.99286988] ; [83.99286988 40.00713012],1
s7,1,0.00018,14.024843,[240 176] ; [46 74],[221.97014925 194.02985075] ; [64.02985075 55.97014925],1
p9,1,0.001321,10.312291,[395  36] ; [102  23],[385.26438849  45.73561151] ; [111.73561151  13.26438849],0
v3,1,0.001499,10.080039,[191 233] ; [35 86],[175.82385321 248.17614679] ; [50.17614679 70.82385321],0
p8,1,0.00385,8.353006,[269 159] ; [60 64],[255.0942029 172.9057971] ; [73.9057971 50.0942029],0
p11,1,0.005572,7.683849,[378  60] ; [95 30],[367.98223801  70.01776199] ; [105.01776199  19.98223801],0
s2,1,0.011293,6.418692,[241 189] ; [54 71],[228.55855856 201.44144144] ; [66.44144144 58.55855856],0
s5,1,0.011569,6.375684,[167 252] ; [33 88],[155.18518519 263.81481481] ; [44.81481481 76.18518519],0
s8,1,0.01273,6.206194,[221 212] ; [48 77],[208.74014337 224.25985663] ; [60.25985663 64.74014337],0
a8,1,0.012999,6.16926,[ 65 326] ; [  8 103],[ 56.85856574 334.14143426] ; [16.14143426 94.85856574],0
n1,1,0.013904,6.050252,[34 44] ; [ 6 26],[28.36363636 49.63636364] ; [11.63636364 20.36363636],0
p6,1,0.014238,6.00836,[187 246] ; [38 85],[175.22482014 257.77517986] ; [49.77517986 73.22482014],0
a2,1,0.030261,4.694385,[150 288] ; [30 95],[140.03552398 297.96447602] ; [39.96447602 85.03552398],0
s6,1,0.03172,4.613549,[307 117] ; [78 47],[297.34061931 126.65938069] ; [87.65938069 37.34061931],0
d2,1,0.033104,4.540405,[260 177] ; [61 64],[249.60320285 187.39679715] ; [71.39679715 53.60320285],0
p5,1,0.042825,4.102277,[ 61 375] ; [  9 116],[ 54.40285205 381.59714795] ; [ 15.59714795 109.40285205],0
