Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,86.763309,[147  15] ; [35 62],[113.83783784  48.16216216] ; [68.16216216 28.83783784],1
s7,1,3e-06,22.023382,[105  50] ; [36 60],[87.07171315 67.92828685] ; [53.92828685 42.07171315],1
u1,1,0.017062,5.689978,[ 36 128] ; [10 87],[ 28.90421456 135.09578544] ; [17.09578544 79.90421456],0
s8,1,0.019801,5.429324,[87 77] ; [37 60],[77.91570881 86.08429119] ; [46.08429119 50.91570881],0
p6,1,0.024675,5.046563,[ 63 100] ; [24 72],[ 54.75289575 108.24710425] ; [32.24710425 63.75289575],0
s4,1,0.024829,5.035766,[ 52 108] ; [19 78],[ 44.20233463 115.79766537] ; [26.79766537 70.20233463],0
a2,1,0.025933,4.960466,[ 43 121] ; [14 83],[ 35.81609195 128.18390805] ; [21.18390805 75.81609195],0
p5,1,0.03557,4.417598,[ 12 151] ; [15 81],[ 16.99227799 146.00772201] ; [10.00772201 85.99227799],0
d1,1,0.03605,4.394742,[98 66] ; [45 52],[89.85440613 74.14559387] ; [53.14559387 43.85440613],0
a4,1,0.060838,3.514396,[73 90] ; [32 65],[65.82692308 97.17307692] ; [39.17307692 57.82692308],0
d2,1,0.094096,2.802863,[83 80] ; [39 58],[76.48461538 86.51538462] ; [45.51538462 51.48461538],0
a8,1,0.094897,2.789282,[ 15 135] ; [16 76],[ 19.21487603 130.78512397] ; [11.78512397 80.21487603],0
v4,1,0.105823,2.615512,[156   7] ; [88  9],[152.96923077  10.03076923] ; [91.03076923  5.96923077],0
d4,1,0.113695,2.502089,[135  27] ; [73 24],[130.1003861  31.8996139] ; [77.8996139 19.1003861],0
p2,1,0.121758,2.394554,[137  26] ; [74 23],[132.28076923  30.71923077] ; [78.71923077 18.28076923],0
p4,1,0.125886,2.342512,[104  59] ; [52 44],[98.17760618 64.82239382] ; [57.82239382 38.17760618],0
u3,1,0.142896,2.146497,[31 16] ; [18 18],[27.74698795 19.25301205] ; [21.25301205 14.74698795],0
b5,1,0.145803,2.115619,[98 66] ; [49 48],[92.36781609 71.63218391] ; [54.63218391 42.36781609],0
a3,1,0.148259,2.090078,[115  48] ; [60 37],[109.71153846  53.28846154] ; [65.28846154 31.71153846],0
p10,1,0.156407,2.008621,[132  31] ; [69 25],[127.48249027  35.51750973] ; [73.51750973 20.48249027],0
a7,1,0.173872,1.849235,[122  41] ; [65 32],[117.23461538  45.76538462] ; [69.76538462 27.23461538],0
p9,1,0.185823,1.750427,[134  26] ; [74 22],[130.  30.] ; [78. 18.],0
p7,1,0.193402,1.691513,[105  55] ; [54 40],[100.15748031  59.84251969] ; [58.84251969 35.15748031],0
b2,1,0.209419,1.575435,[28 61] ; [12 43],[24.72222222 64.27777778] ; [15.27777778 39.72222222],0
b3,1,0.209419,1.575435,[28 61] ; [12 43],[24.72222222 64.27777778] ; [15.27777778 39.72222222],0
s1,1,0.21682,1.525293,[ 11 153] ; [ 3 93],[  8.83076923 155.16923077] ; [ 5.16923077 90.83076923],0
r2,1,0.2179,1.518149,[152  10] ; [86 10],[149.44186047  12.55813953] ; [88.55813953  7.44186047],0
s5,1,0.281596,1.159369,[68 89] ; [35 61],[63.91699605 93.08300395] ; [39.08300395 56.91699605],0
r1,1,0.304336,1.055095,[133  30] ; [74 23],[129.77307692  33.22692308] ; [77.22692308 19.77307692],0
n6,1,0.307317,1.04217,[139  24] ; [78 19],[136.04230769  26.95769231] ; [80.95769231 16.04230769],0
d3,1,0.310268,1.029533,[115  47] ; [63 34],[111.33590734  50.66409266] ; [66.66409266 30.33590734],0
r3,1,0.357745,0.845793,[156   6] ; [91  6],[154.49420849   7.50579151] ; [92.50579151  4.49420849],0
v2,1,0.387117,0.74798,[71 87] ; [37 57],[67.71428571 90.28571429] ; [40.28571429 53.71428571],0
n3,1,0.460493,0.544695,[31 10] ; [21 10],[29.61111111 11.38888889] ; [22.38888889  8.61111111],0
p3,1,0.476257,0.507422,[78 85] ; [42 55],[75.23076923 87.76923077] ; [44.76923077 52.23076923],0
