Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.0,39.597747,[10 26] ; [114  26],[25.36363636 10.63636364] ; [98.63636364 41.36363636],1
r2,1,0.0,38.693194,[21 14] ; [136   5],[31.22159091  3.77840909] ; [125.77840909  15.22159091],1
v4,1,6e-06,20.395649,[27  8] ; [137   3],[32.8  2.2] ; [131.2   8.8],1
a6,1,2.1e-05,18.139943,[13 23] ; [104  37],[23.79661017 12.20338983] ; [93.20338983 47.79661017],1
a5,1,0.001056,10.726225,[11 25] ; [86 55],[19.72881356 16.27118644] ; [77.27118644 63.72881356],0
s6,1,0.002212,9.364805,[13 23] ; [90 50],[21.06818182 14.93181818] ; [81.93181818 58.06818182],0
b1,1,0.002849,8.901483,[20 16] ; [ 41 100],[12.40677966 23.59322034] ; [48.59322034 92.40677966],0
v2,1,0.010041,6.627613,[10 25] ; [71 63],[16.77514793 18.22485207] ; [64.22485207 69.77514793],0
a7,1,0.013078,6.158549,[22 14] ; [113  27],[27.61363636  8.38636364] ; [107.38636364  32.61363636],0
p9,1,0.032601,4.566608,[25 11] ; [118  21],[29.41714286  6.58285714] ; [113.58285714  25.41714286],0
d5,1,0.035594,4.416445,[20 16] ; [103  37],[25.15909091 10.84090909] ; [97.84090909 42.15909091],0
v3,1,0.039909,4.221766,[ 4 32] ; [37 97],[ 8.68235294 27.31764706] ; [ 32.31764706 101.68235294],0
d1,1,0.040172,4.21059,[11 25] ; [70 71],[16.47457627 19.52542373] ; [64.52542373 76.47457627],0
a3,1,0.05214,3.771281,[15 20] ; [86 55],[20.08522727 14.91477273] ; [80.91477273 60.08522727],0
d4,1,0.070294,3.276148,[24 12] ; [113  27],[28.02272727  7.97727273] ; [108.97727273  31.02272727],0
n2,1,0.07776,3.111111,[10  8] ; [35 10],[12.85714286  5.14285714] ; [32.14285714 12.85714286],0
n6,1,0.088078,2.909156,[20 16] ; [98 41],[24.27428571 11.72571429] ; [93.72571429 45.27428571],0
d2,1,0.09118,2.853419,[ 7 29] ; [48 93],[11.18644068 24.81355932] ; [43.81355932 97.18644068],0
d3,1,0.094264,2.8,[21 14] ; [104  36],[25. 10.] ; [100.  40.],0
n3,1,0.106014,2.612651,[10  8] ; [35 11],[12.65625  5.34375] ; [32.34375 13.65625],0
p11,1,0.112106,2.524279,[22 14] ; [105  36],[25.83050847 10.16949153] ; [101.16949153  39.83050847],0
s8,1,0.11308,2.510638,[ 8 28] ; [51 90],[12. 24.] ; [47. 94.],0
p7,1,0.113529,2.504401,[18 17] ; [89 46],[22.02941176 12.97058824] ; [84.97058824 50.02941176],0
a4,1,0.132316,2.265122,[ 6 30] ; [ 41 100],[ 9.55932203 26.44067797] ; [ 37.44067797 103.55932203],0
p10,1,0.132912,2.258159,[23 13] ; [106  33],[26.53714286  9.46285714] ; [102.46285714  36.53714286],0
a2,1,0.161325,1.961758,[ 2 34] ; [ 20 121],[ 4.47457627 31.52542373] ; [ 17.52542373 123.47457627],0
s2,1,0.181034,1.789113,[12 24] ; [64 76],[15.54545455 20.45454545] ; [60.45454545 79.54545455],0
u3,1,0.191598,1.70529,[10 11] ; [34 19],[12.48648649  8.51351351] ; [31.51351351 21.48648649],0
s5,1,0.201334,1.632668,[ 7 28] ; [43 96],[10.05747126 24.94252874] ; [39.94252874 99.05747126],0
s3,1,0.212431,1.554778,[14 21] ; [73 68],[17.30113636 17.69886364] ; [69.69886364 71.30113636],0
p8,1,0.256645,1.286765,[14 21] ; [71 69],[17. 18.] ; [68. 72.],0
p3,1,0.277185,1.180842,[11 25] ; [57 84],[13.83050847 22.16949153] ; [54.16949153 86.83050847],0
p5,1,0.434578,0.610559,[ 3 33] ; [  7 134],[ 2.03389831 33.96610169] ; [  7.96610169 133.03389831],0
b4,1,0.460562,0.544529,[19 17] ; [84 57],[20.94915254 15.05084746] ; [82.05084746 58.94915254],0
v1,1,0.477275,0.505083,[13 22] ; [60 77],[14.85465116 20.14534884] ; [58.14534884 78.85465116],0
s7,1,0.520027,0.41384,[10 25] ; [47 90],[11.59883721 23.40116279] ; [45.40116279 91.59883721],0
u1,1,0.602054,0.271909,[ 3 33] ; [ 16 125],[ 3.86440678 32.13559322] ; [ 15.13559322 125.86440678],0
n1,1,0.60813,0.262907,[ 5 13] ; [10 36],[ 4.21875 13.78125] ; [10.78125 35.21875],0
u2,1,0.632455,0.228747,[11 10] ; [31 22],[11.91891892  9.08108108] ; [30.08108108 22.91891892],0
b2,1,0.643343,0.214397,[ 4 12] ; [21 47],[ 4.76190476 11.23809524] ; [20.23809524 47.76190476],0
b3,1,0.643343,0.214397,[ 4 12] ; [21 47],[ 4.76190476 11.23809524] ; [20.23809524 47.76190476],0
s4,1,0.649806,0.206145,[10 26] ; [ 34 107],[ 8.94915254 27.05084746] ; [ 35.05084746 105.94915254],0
b5,1,0.661968,0.191142,[20 16] ; [84 57],[21.15254237 14.84745763] ; [82.84745763 58.15254237],0
n5,1,0.729714,0.119375,[12 24] ; [51 89],[12.88636364 23.11363636] ; [50.11363636 89.88636364],0
p12,1,0.820143,0.051693,[ 1 35] ; [  5 136],[ 1.22033898 34.77966102] ; [  4.77966102 136.22033898],0
a8,1,0.917516,0.010725,[ 2 32] ; [  7 122],[ 1.87730061 32.12269939] ; [  7.12269939 121.87730061],0
p6,1,0.946486,0.004505,[ 9 27] ; [ 35 102],[ 9.15606936 26.84393064] ; [ 34.84393064 102.15606936],0
p4,1,0.964589,0.001971,[17 19] ; [66 75],[16.88135593 19.11864407] ; [66.11864407 74.88135593],0
