Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,1e-06,24.254268,[42 57] ; [ 16 106],[25.98190045 73.01809955] ; [32.01809955 89.98190045],1
p2,1,6e-06,20.634604,[77 23] ; [59 66],[60.44444444 39.55555556] ; [75.55555556 49.44444444],1
p3,1,3.4e-05,17.173512,[50 50] ; [29 95],[35.26785714 64.73214286] ; [43.73214286 80.26785714],1
p8,1,8.3e-05,15.498749,[41 58] ; [ 22 103],[27.84375 71.15625] ; [35.15625 89.84375],1
r3,1,0.000256,13.367829,[90  9] ; [89 36],[79.11160714 19.88839286] ; [99.88839286 25.11160714],1
r4,1,0.000433,12.384736,[83 17] ; [77 48],[71.11111111 28.88888889] ; [88.88888889 36.11111111],1
p10,1,0.000704,11.478421,[62 37] ; [48 73],[49.5 49.5] ; [60.5 60.5],1
n3,1,0.001692,9.85702,[27  5] ; [29 28],[20.13483146 11.86516854] ; [35.86516854 21.13483146],0
n6,1,0.002142,9.423595,[74 24] ; [69 55],[63.12612613 34.87387387] ; [79.87387387 44.12612613],0
s6,1,0.002489,9.148381,[64 33] ; [56 67],[52.90909091 44.09090909] ; [67.09090909 55.90909091],0
p9,1,0.003678,8.436492,[68 31] ; [58 60],[57.48387097 41.51612903] ; [68.51612903 49.48387097],0
v4,1,0.005204,7.80719,[90  9] ; [96 29],[82.20535714 16.79464286] ; [103.79464286  21.20535714],0
p4,1,0.007374,7.179506,[50 49] ; [41 84],[40.21875 58.78125] ; [50.78125 74.21875],0
s3,1,0.018284,5.568733,[56 43] ; [50 73],[47.27027027 51.72972973] ; [58.72972973 64.27027027],0
n2,1,0.018376,5.559931,[26  6] ; [34 26],[20.86956522 11.13043478] ; [39.13043478 20.86956522],0
a8,1,0.022114,5.236773,[13 76] ; [  6 109],[ 8.28921569 80.71078431] ; [ 10.71078431 104.28921569],0
a5,1,0.028266,4.811747,[71 29] ; [71 54],[63.11111111 36.88888889] ; [78.88888889 46.11111111],0
r2,1,0.037318,4.335852,[92  7] ; [103  20],[86.95945946 12.04054054] ; [108.04054054  14.95945946],0
b5,1,0.055427,3.669184,[70 30] ; [72 53],[63.11111111 36.88888889] ; [78.88888889 46.11111111],0
b3,1,0.067695,3.338045,[11 36] ; [27 41],[15.53043478 31.46956522] ; [22.46956522 45.53043478],0
b2,1,0.067695,3.338045,[11 36] ; [27 41],[15.53043478 31.46956522] ; [22.46956522 45.53043478],0
a6,1,0.081562,3.033499,[66 33] ; [69 56],[59.66517857 39.33482143] ; [75.33482143 49.66517857],0
s2,1,0.08566,2.954096,[51 49] ; [49 75],[44.64285714 55.35714286] ; [55.35714286 68.64285714],0
s5,1,0.095761,2.774756,[33 64] ; [28 90],[27.52093023 69.47906977] ; [33.47906977 84.52093023],0
v1,1,0.137374,2.207131,[44 55] ; [43 81],[38.62331839 60.37668161] ; [48.37668161 75.62331839],0
a1,1,0.151494,2.057143,[ 4 96] ; [ 11 114],[ 6.66666667 93.33333333] ; [  8.33333333 116.66666667],0
v2,1,0.170726,1.876561,[47 49] ; [48 73],[42.02764977 53.97235023] ; [52.97235023 68.02764977],0
a3,1,0.238846,1.387391,[68 30] ; [76 47],[63.85520362 34.14479638] ; [80.14479638 42.85520362],0
s8,1,0.264468,1.245218,[34 65] ; [34 90],[30.18834081 68.81165919] ; [37.81165919 86.18834081],0
p1,1,0.279197,1.170996,[ 5 94] ; [ 11 114],[ 7.07142857 91.92857143] ; [  8.92857143 116.07142857],0
n5,1,0.306365,1.04628,[60 38] ; [68 57],[56.25112108 41.74887892] ; [71.74887892 53.25112108],0
b4,1,0.309349,1.033455,[50 50] ; [71 54],[53.77777778 46.22222222] ; [67.22222222 57.77777778],0
n4,1,0.328716,0.953949,[62 36] ; [71 54],[58.44843049 39.55156951] ; [74.55156951 50.44843049],0
s1,1,0.371971,0.797071,[ 5 94] ; [ 10 114],[ 6.65919283 92.34080717] ; [  8.34080717 115.65919283],0
r1,1,0.445966,0.580885,[69 29] ; [82 43],[66.35874439 31.64125561] ; [84.64125561 40.35874439],0
s7,1,0.477411,0.504772,[39 53] ; [42 70],[36.52941176 55.47058824] ; [44.47058824 67.52941176],0
a7,1,0.625682,0.237961,[68 31] ; [82 43],[66.29464286 32.70535714] ; [83.70535714 41.29464286],0
u1,1,0.634246,0.226347,[15 85] ; [ 16 109],[13.77777778 86.22222222] ; [ 17.22222222 107.77777778],0
u3,1,0.659175,0.194528,[15 15] ; [22 27],[14.05063291 15.94936709] ; [22.94936709 26.05063291],0
a2,1,0.669186,0.182556,[24 76] ; [27 98],[22.66666667 77.33333333] ; [28.33333333 96.66666667],0
s4,1,0.736887,0.112882,[22 78] ; [25 99],[20.98214286 79.01785714] ; [26.01785714 97.98214286],0
d1,1,0.742942,0.107558,[49 51] ; [64 61],[50.22222222 49.77777778] ; [62.77777778 62.22222222],0
u2,1,0.743236,0.107303,[13 17] ; [19 29],[12.30769231 17.69230769] ; [19.69230769 28.30769231],0
d2,1,0.776254,0.080772,[49 50] ; [59 65],[47.94618834 51.05381166] ; [60.05381166 63.94618834],0
u4,1,0.821496,0.050905,[ 2 98] ; [  2 123],[ 1.77777778 98.22222222] ; [  2.22222222 122.77777778],0
p12,1,0.827837,0.047296,[ 2 98] ; [  2 122],[ 1.78571429 98.21428571] ; [  2.21428571 121.78571429],0
d4,1,0.903389,0.014733,[73 25] ; [94 31],[73.39013453 24.60986547] ; [93.60986547 31.39013453],0
d3,1,0.940751,0.005524,[61 36] ; [78 47],[60.73423423 36.26576577] ; [78.26576577 46.73423423],0
b1,1,0.952315,0.003576,[54 46] ; [67 58],[53.77777778 46.22222222] ; [67.22222222 57.77777778],0
d5,1,0.957463,0.002845,[74 24] ; [94 31],[73.82959641 24.17040359] ; [94.17040359 30.82959641],0
v3,1,0.969973,0.001417,[29 68] ; [35 83],[28.8744186 68.1255814] ; [35.1255814 82.8744186],0
n1,1,0.972101,0.001223,[12 19] ; [23 37],[11.92307692 19.07692308] ; [23.07692308 36.92307692],0
a4,1,0.989298,0.00018,[43 57] ; [53 70],[43.04932735 56.95067265] ; [52.95067265 70.04932735],0
