Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,64.439603,[ 50 183] ; [179 144],[ 95.96582734 137.03417266] ; [133.03417266 189.96582734],1
v1,1,0.0,39.984353,[ 95 136] ; [220 103],[131.34476534  99.65523466] ; [183.65523466 139.34476534],1
b1,1,0.002929,8.851484,[106 130] ; [108 223],[ 89.07231041 146.92768959] ; [124.92768959 206.07231041],0
d1,1,0.008101,7.01107,[128 108] ; [216 115],[143.18165785  92.81834215] ; [200.81834215 130.18165785],0
s4,1,0.00948,6.730166,[ 61 170] ; [ 57 272],[ 48.675 182.325] ; [ 69.325 259.675],0
a5,1,0.009791,6.672612,[165  71] ; [262  68],[178.04240283  57.95759717] ; [248.95759717  81.04240283],0
a7,1,0.012704,6.209903,[160  76] ; [254  75],[172.92743363  63.07256637] ; [241.07256637  87.92743363],0
d4,1,0.026462,4.925551,[188  46] ; [287  42],[197.42451155  36.57548845] ; [277.57548845  51.42451155],0
d5,1,0.028613,4.790766,[185  49] ; [284  46],[194.58510638  39.41489362] ; [274.41489362  55.58510638],0
a3,1,0.029633,4.730467,[159  77] ; [249  80],[170.42123894  65.57876106] ; [237.57876106  91.42123894],0
d2,1,0.033893,4.500098,[103 132] ; [174 155],[115.41666667 119.58333333] ; [161.58333333 167.41666667],0
a6,1,0.03671,4.363821,[145  90] ; [230  98],[156.52753108  78.47246892] ; [218.47246892 109.52753108],0
p9,1,0.041371,4.160763,[196  38] ; [293  34],[203.96791444  30.03208556] ; [285.03208556  41.96791444],0
u1,1,0.046152,3.976022,[ 40 196] ; [ 79 252],[ 49.5308642 186.4691358] ; [ 69.4691358 261.5308642],0
p12,1,0.053791,3.719173,[ 17 219] ; [ 40 289],[ 23.80884956 212.19115044] ; [ 33.19115044 295.80884956],0
s1,1,0.055363,3.671116,[ 13 220] ; [  8 318],[  8.75313059 224.24686941] ; [ 12.24686941 313.75313059],0
d3,1,0.05745,3.609523,[157  78] ; [244  85],[167.08333333  67.91666667] ; [233.91666667  95.08333333],0
b4,1,0.082744,3.010165,[129 107] ; [205 126],[139.01940035  96.98059965] ; [194.98059965 136.01940035],0
p3,1,0.082744,3.010164,[116 120] ; [186 143],[126.14513274 109.85486726] ; [175.85486726 153.14513274],0
s7,1,0.086053,2.9467,[130  96] ; [206 112],[139.58823529  86.41176471] ; [196.41176471 121.58823529],0
r1,1,0.087509,2.919617,[188  47] ; [282  48],[195.48672566  39.51327434] ; [274.51327434  55.48672566],0
r4,1,0.100786,2.693067,[225  11] ; [304  27],[220.18342152  15.81657848] ; [308.81657848  22.18342152],0
p10,1,0.110899,2.541362,[187  45] ; [281  47],[193.88571429  38.11428571] ; [274.11428571  53.88571429],0
a2,1,0.151041,2.061704,[ 53 183] ; [ 92 239],[ 60.35273369 175.64726631] ; [ 84.64726631 246.35273369],0
v4,1,0.159601,1.978006,[230   6] ; [313  16],[226.81061947   9.18938053] ; [316.18938053  12.81061947],0
n1,1,0.206027,1.599129,[25 31] ; [21 42],[21.64705882 34.35294118] ; [24.35294118 38.64705882],0
a1,1,0.220412,1.501684,[ 10 226] ; [ 22 309],[ 13.31922399 222.68077601] ; [ 18.68077601 312.31922399],0
p1,1,0.231602,1.430998,[ 23 212] ; [ 23 306],[ 19.16666667 215.83333333] ; [ 26.83333333 302.16666667],0
n2,1,0.243228,1.36179,[41 16] ; [51 12],[43.7 13.3] ; [48.3 14.7],0
p6,1,0.287222,1.132596,[ 91 143] ; [141 184],[ 97.11627907 136.88372093] ; [134.88372093 190.11627907],0
n5,1,0.298608,1.080402,[177  58] ; [260  69],[182.08333333  52.91666667] ; [254.91666667  74.08333333],0
b5,1,0.306288,1.046615,[139  97] ; [209 122],[144.84656085  91.15343915] ; [203.15343915 127.84656085],0
n3,1,0.307949,1.039451,[37 19] ; [47 16],[39.52941176 16.47058824] ; [44.47058824 18.52941176],0
p7,1,0.370294,0.802679,[150  80] ; [221 100],[154.86388385  75.13611615] ; [216.13611615 104.86388385],0
n4,1,0.37723,0.77971,[180  55] ; [263  67],[184.25663717  50.74336283] ; [258.74336283  71.25663717],0
s8,1,0.408479,0.683223,[127 109] ; [188 140],[131.80851064 104.19148936] ; [183.19148936 144.80851064],0
a8,1,0.416441,0.660338,[ 30 192] ; [ 47 245],[ 33.25680934 188.74319066] ; [ 43.74319066 248.25680934],0
s2,1,0.429272,0.624792,[150  86] ; [219 109],[154.40425532  81.59574468] ; [214.59574468 113.40425532],0
p4,1,0.504497,0.445465,[152  83] ; [221 107],[155.69271758  79.30728242] ; [217.30728242 110.69271758],0
u4,1,0.509204,0.435703,[  5 231] ; [ 10 321],[  6.24338624 229.75661376] ; [  8.75661376 322.24338624],0
n6,1,0.519707,0.414475,[202  34] ; [286  41],[204.56127886  31.43872114] ; [283.43872114  43.56127886],0
p2,1,0.526428,0.401282,[202  34] ; [276  54],[199.30742049  36.69257951] ; [278.69257951  51.30742049],0
s5,1,0.544071,0.368047,[ 98 135] ; [142 176],[101.48820327 131.51179673] ; [138.51179673 179.48820327],0
p11,1,0.60545,0.266854,[184  52] ; [264  67],[186.4691358  49.5308642] ; [261.5308642  69.4691358],0
r2,1,0.643749,0.213872,[222  12] ; [312  14],[223.13571429  10.86428571] ; [310.86428571  15.13571429],0
u3,1,0.682948,0.166826,[49 26] ; [51 31],[47.77070064 27.22929936] ; [52.22929936 29.77070064],0
s3,1,0.759779,0.093496,[166  70] ; [224 100],[164.35714286  71.64285714] ; [225.64285714  98.35714286],0
a4,1,0.807641,0.059278,[106 129] ; [145 184],[104.58333333 130.41666667] ; [146.41666667 182.58333333],0
u2,1,0.87141,0.026201,[46 30] ; [48 33],[45.50318471 30.49681529] ; [48.49681529 32.50318471],0
p5,1,0.890277,0.019031,[ 33 202] ; [ 45 285],[ 32.44247788 202.55752212] ; [ 45.55752212 284.44247788],0
b2,1,0.928765,0.007992,[52 92] ; [ 72 130],[51.60693642 92.39306358] ; [ 72.39306358 129.60693642],0
b3,1,0.928765,0.007992,[52 92] ; [ 72 130],[51.60693642 92.39306358] ; [ 72.39306358 129.60693642],0
p8,1,0.979341,0.000671,[128 108] ; [175 147],[128.15053763 107.84946237] ; [174.84946237 147.15053763],0
