Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,50.844469,[ 47 121] ; [62 20],[73.248 94.752] ; [35.752 46.248],1
s8,1,0.000903,11.016706,[ 47 121] ; [40 41],[ 58.69879518 109.30120482] ; [28.30120482 52.69879518],1
s2,1,0.002465,9.166026,[66 99] ; [49 32],[77.13414634 87.86585366] ; [37.86585366 43.13414634],0
s3,1,0.005302,7.773533,[70 96] ; [50 32],[80.32258065 85.67741935] ; [39.67741935 42.32258065],0
s6,1,0.006848,7.312372,[89 77] ; [58 23],[98.79352227 67.20647773] ; [48.20647773 32.79352227],0
p6,1,0.010046,6.626699,[ 20 148] ; [20 61],[ 26.98795181 141.01204819] ; [13.01204819 67.98795181],0
p8,1,0.012471,6.242685,[ 35 134] ; [29 53],[ 43.09163347 125.90836653] ; [20.90836653 61.09163347],0
b1,1,0.021145,5.314835,[ 55 114] ; [39 43],[ 63.29083665 105.70916335] ; [30.70916335 51.29083665],0
r2,1,0.024956,5.026961,[152  14] ; [81  1],[155.95967742  10.04032258] ; [77.04032258  4.95967742],0
n4,1,0.037314,4.336014,[127  42] ; [71 11],[133.31474104  35.68525896] ; [64.68525896 17.31474104],0
a3,1,0.043885,4.060995,[122  46] ; [69 13],[128.352  39.648] ; [62.648 19.352],0
p1,1,0.045827,3.987937,[ 10 158] ; [11 71],[ 14.112 153.888] ; [ 6.888 75.112],0
p9,1,0.058798,3.570968,[118  46] ; [68 14],[124.  40.] ; [62. 20.],0
p5,1,0.062743,3.463344,[  8 160] ; [ 9 72],[ 11.46987952 156.53012048] ; [ 5.53012048 75.46987952],0
v1,1,0.091092,2.854962,[72 91] ; [43 34],[78.10416667 84.89583333] ; [36.89583333 40.10416667],0
r4,1,0.099064,2.720555,[134  35] ; [72 10],[138.70119522  30.29880478] ; [67.29880478 14.70119522],0
s5,1,0.102028,2.673559,[ 35 126] ; [24 52],[ 40.08016878 120.91983122] ; [18.91983122 57.08016878],0
n5,1,0.114168,2.495562,[115  53] ; [64 18],[120.288  47.712] ; [58.712 23.288],0
