Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,119.909299,[61 42] ; [471  21],[92.09411765 10.90588235] ; [439.90588235  52.09411765],1
r3,1,0.0,35.52984,[85 18] ; [475  14],[97.43243243  5.56756757] ; [462.56756757  26.43243243],1
v4,1,0.0,31.615933,[85 18] ; [472  16],[97.07445008  5.92554992] ; [459.92554992  28.07445008],1
p2,1,1e-06,24.658958,[67 34] ; [422  65],[83.99489796 17.00510204] ; [405.00510204  81.99489796],1
r2,1,1e-06,23.617681,[84 13] ; [475  12],[92.84760274  4.15239726] ; [466.15239726  20.84760274],1
u1,1,7.8e-05,15.601702,[10 93] ; [139 353],[25.79327731 77.20672269] ; [123.20672269 368.79327731],1
p8,1,0.002104,9.456836,[38 62] ; [264 217],[51.97934596 48.02065404] ; [250.02065404 230.97934596],0
s6,1,0.002298,9.294708,[56 44] ; [344 137],[68.84681583 31.15318417] ; [331.15318417 149.84681583],0
v2,1,0.002385,9.22686,[47 53] ; [299 173],[60.48951049 39.51048951] ; [285.51048951 186.48951049],0
a2,1,0.00267,9.02059,[22 81] ; [181 311],[35.14117647 67.85882353] ; [167.85882353 324.14117647],0
p7,1,0.002679,9.013904,[52 49] ; [320 156],[65.11611785 35.88388215] ; [306.88388215 169.11611785],0
v1,1,0.003006,8.803585,[42 56] ; [284 196],[55.2733564 42.7266436] ; [270.7266436 209.2733564],0
p10,1,0.004447,8.091659,[73 28] ; [410  77],[82.96428571 18.03571429] ; [400.03571429  86.96428571],0
s8,1,0.007498,7.149731,[37 66] ; [245 241],[49.31409168 53.68590832] ; [232.68590832 253.31409168],0
a7,1,0.008981,6.826631,[65 38] ; [372 120],[75.6487395 27.3512605] ; [361.3512605 130.6487395],0
d3,1,0.012471,6.242589,[68 35] ; [382 110],[77.89915966 25.10084034] ; [372.10084034 119.89915966],0
n6,1,0.012695,6.211174,[78 24] ; [421  67],[86.26779661 15.73220339] ; [412.73220339  75.26779661],0
n4,1,0.013132,6.151228,[75 28] ; [408  82],[83.89376054 19.10623946] ; [399.10623946  90.89376054],0
p12,1,0.013316,6.126631,[  2 100] ; [ 45 440],[ 8.1669506 93.8330494] ; [ 38.8330494 446.1669506],0
p4,1,0.019448,5.46081,[53 48] ; [317 172],[63.33898305 37.66101695] ; [306.66101695 182.33898305],0
a1,1,0.030235,4.695902,[11 92] ; [ 25 467],[ 6.23193277 96.76806723] ; [ 29.76806723 462.23193277],0
s7,1,0.035847,4.404345,[40 56] ; [250 218],[49.36170213 46.63829787] ; [240.63829787 227.36170213],0
d1,1,0.036531,4.372152,[70 33] ; [382 110],[78.24537815 24.75462185] ; [373.75462185 118.24537815],0
v3,1,0.039965,4.219361,[31 68] ; [200 271],[40.12105263 58.87894737] ; [190.87894737 280.12105263],0
b1,1,0.074858,3.173157,[48 55] ; [183 309],[39.98823529 63.01176471] ; [191.01176471 300.98823529],0
p11,1,0.079492,3.075264,[74 29] ; [392 100],[80.66890756 22.33109244] ; [385.33109244 106.66890756],0
s3,1,0.10704,2.597383,[48 54] ; [269 213],[55.36643836 46.63356164] ; [261.63356164 220.36643836],0
p9,1,0.109534,2.560927,[81 20] ; [419  66],[86.1774744 14.8225256] ; [413.8225256  71.1774744],0
s5,1,0.121901,2.392725,[28 67] ; [179 294],[34.62147887 60.37852113] ; [172.37852113 300.62147887],0
a8,1,0.122415,2.386142,[ 9 91] ; [ 65 371],[13.80597015 86.19402985] ; [ 60.19402985 375.80597015],0
d4,1,0.125008,2.353425,[90 13] ; [453  39],[93.99831933  9.00168067] ; [449.00168067  42.99831933],0
d2,1,0.154992,2.02242,[57 44] ; [314 177],[63.29560811 37.70439189] ; [307.70439189 183.29560811],0
n3,1,0.169324,1.888918,[24 15] ; [77 28],[27.35416667 11.64583333] ; [73.64583333 31.35416667],0
p1,1,0.170675,1.877007,[11 92] ; [ 33 454],[ 7.68135593 95.31864407] ; [ 36.31864407 450.68135593],0
u2,1,0.191966,1.702463,[ 9 12] ; [51 36],[11.66666667  9.33333333] ; [48.33333333 38.66666667],0
n5,1,0.206252,1.597544,[73 29] ; [377 110],[77.9286927 24.0713073] ; [372.0713073 114.9286927],0
p5,1,0.214371,1.541656,[ 8 94] ; [ 59 427],[11.62244898 90.37755102] ; [ 55.37755102 430.62244898],0
s1,1,0.235211,1.409067,[ 5 97] ; [ 13 473],[ 3.12244898 98.87755102] ; [ 14.87755102 471.12244898],0
s2,1,0.279149,1.171227,[48 55] ; [255 231],[52.98641766 50.01358234] ; [250.01358234 235.98641766],0
a4,1,0.338104,0.917607,[55 47] ; [290 201],[59.34232715 42.65767285] ; [285.65767285 205.34232715],0
u3,1,0.350501,0.871643,[10 10] ; [54 34],[11.85185185  8.14814815] ; [52.14814815 35.85185185],0
p3,1,0.353414,0.861161,[49 52] ; [262 227],[53.23898305 47.76101695] ; [257.76101695 231.23898305],0
a3,1,0.556679,0.345488,[82 21] ; [403  88],[84.0993266 18.9006734] ; [400.9006734  90.0993266],0
n2,1,0.614424,0.253783,[29 10] ; [75 32],[27.78082192 11.21917808] ; [76.21917808 30.78082192],0
b5,1,0.62654,0.236782,[64 39] ; [293 199],[61.8 41.2] ; [295.2 196.8],0
s4,1,0.662077,0.19101,[18 85] ; [ 76 407],[16.5221843 86.4778157] ; [ 77.4778157 405.5221843],0
u4,1,0.680041,0.17008,[  2 101] ; [ 13 479],[  2.59663866 100.40336134] ; [ 12.40336134 479.59663866],0
n1,1,0.685557,0.163938,[15 22] ; [39 67],[13.97202797 23.02797203] ; [40.02797203 65.97202797],0
