Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,170.960209,[ 29 106] ; [280  51],[89.51716738 45.48283262] ; [219.48283262 111.51716738],1
s7,1,0.0,51.713276,[49 78] ; [239  81],[81.82550336 45.17449664] ; [206.17449664 113.82550336],1
s8,1,0.0,31.155058,[51 84] ; [217 112],[77.97413793 57.02586207] ; [190.02586207 138.97413793],1
b1,1,0.005149,7.82638,[41 95] ; [146 185],[54.45824411 81.54175589] ; [132.54175589 198.45824411],0
s5,1,0.005209,7.805542,[45 89] ; [154 168],[58.47807018 75.52192982] ; [140.52192982 181.47807018],0
a3,1,0.013323,6.12569,[91 45] ; [257  73],[101.56223176  34.43776824] ; [246.43776824  83.56223176],0
d1,1,0.036793,4.35995,[73 63] ; [212 119],[82.99785867 53.00214133] ; [202.00214133 128.99785867],0
r2,1,0.055779,3.65864,[125  10] ; [318  11],[128.89008621   6.10991379] ; [314.10991379  14.89008621],0
p1,1,0.060219,3.531334,[  7 129] ; [ 35 294],[ 12.28387097 123.71612903] ; [ 29.71612903 299.28387097],0
s4,1,0.063666,3.439201,[ 19 113] ; [ 72 255],[ 26.16993464 105.83006536] ; [ 64.83006536 262.16993464],0
a4,1,0.074399,3.183187,[54 81] ; [162 168],[62.70967742 72.29032258] ; [153.29032258 176.70967742],0
d2,1,0.075031,3.169381,[60 76] ; [175 154],[68.7311828 67.2688172] ; [166.2688172 162.7311828],0
s1,1,0.08516,2.963566,[  2 132] ; [ 16 309],[  5.25490196 128.74509804] ; [ 12.74509804 312.25490196],0
u4,1,0.086289,2.942272,[  2 134] ; [ 16 315],[  5.24197002 130.75802998] ; [ 12.75802998 318.24197002],0
u3,1,0.102139,2.671827,[23 22] ; [49 25],[27.22689076 17.77310924] ; [44.77310924 29.22689076],0
a2,1,0.114778,2.487169,[ 29 107] ; [ 94 237],[ 35.82012848 100.17987152] ; [ 87.17987152 243.82012848],0
r3,1,0.148282,2.089837,[128   8] ; [319  10],[130.73548387   5.26451613] ; [316.26451613  12.73548387],0
d4,1,0.192958,1.694888,[109  27] ; [279  49],[113.72413793  22.27586207] ; [274.27586207  53.72413793],0
p6,1,0.216099,1.530091,[52 83] ; [146 180],[57.98264642 77.01735358] ; [140.01735358 185.98264642],0
p5,1,0.21675,1.525758,[ 17 117] ; [ 57 272],[ 21.41684665 112.58315335] ; [ 52.58315335 276.41684665],0
r1,1,0.259925,1.269159,[110  26] ; [280  49],[114.06451613  21.93548387] ; [275.93548387  53.06451613],0
p11,1,0.262342,1.256357,[107  29] ; [275  56],[111.24625268  24.75374732] ; [270.75374732  60.24625268],0
p7,1,0.271496,1.209175,[87 46] ; [224  93],[91.91777778 41.08222222] ; [219.08222222  97.91777778],0
a1,1,0.280742,1.163494,[ 10 126] ; [ 16 315],[  7.57173448 128.42826552] ; [ 18.42826552 312.57173448],0
p12,1,0.287024,1.133528,[ 12 122] ; [ 41 289],[ 15.30603448 118.69396552] ; [ 37.69396552 292.30603448],0
v2,1,0.309011,1.034896,[82 51] ; [179 138],[77.14 55.86] ; [183.86 133.14],0
n1,1,0.31439,1.012141,[12 20] ; [30 32],[14.29787234 17.70212766] ; [27.70212766 34.29787234],0
r4,1,0.342208,0.902142,[124  12] ; [310  21],[126.38972163   9.61027837] ; [307.61027837  23.38972163],0
v3,1,0.347884,0.881162,[52 80] ; [141 178],[56.48780488 75.51219512] ; [136.51219512 182.48780488],0
p2,1,0.356586,0.849881,[113  22] ; [287  43],[116.12903226  18.87096774] ; [283.87096774  46.12903226],0
p3,1,0.361161,0.833853,[69 66] ; [184 146],[73.4516129 61.5483871] ; [179.5483871 150.4516129],0
p10,1,0.38434,0.756775,[118  15] ; [281  47],[115.11279826  17.88720174] ; [283.88720174  44.11279826],0
p8,1,0.428868,0.625887,[70 61] ; [188 139],[73.79475983 57.20524017] ; [184.20524017 142.79475983],0
v4,1,0.456546,0.55435,[130   6] ; [320  10],[131.3304721   4.6695279] ; [318.6695279  11.3304721],0
a5,1,0.512021,0.429935,[105  31] ; [246  85],[102.21841542  33.78158458] ; [248.78158458  82.21841542],0
a8,1,0.590313,0.289856,[ 18 102] ; [ 53 256],[ 19.86013986 100.13986014] ; [ 51.13986014 257.86013986],0
u2,1,0.623358,0.241176,[27 17] ; [42 32],[25.72881356 18.27118644] ; [43.27118644 30.72881356],0
b5,1,0.63556,0.224596,[87 49] ; [204 127],[84.74518201 51.25481799] ; [206.25481799 124.74518201],0
v1,1,0.639878,0.218901,[84 51] ; [191 128],[81.77312775 53.22687225] ; [193.22687225 125.77312775],0
n2,1,0.714191,0.134127,[25  8] ; [49 13],[25.70526316  7.29473684] ; [48.29473684 13.70526316],0
a6,1,0.735967,0.113703,[93 43] ; [219 109],[91.44827586 44.55172414] ; [220.55172414 107.44827586],0
u1,1,0.780556,0.077615,[ 28 108] ; [ 72 259],[ 29.12205567 106.87794433] ; [ 70.87794433 260.12205567],0
a7,1,0.789258,0.071436,[96 40] ; [237  93],[97.18454936 38.81545064] ; [235.81545064  94.18454936],0
b3,1,0.800919,0.063584,[31 52] ; [ 81 127],[31.94501718 51.05498282] ; [ 80.05498282 127.94501718],0
b2,1,0.800919,0.063584,[31 52] ; [ 81 127],[31.94501718 51.05498282] ; [ 80.05498282 127.94501718],0
n4,1,0.816235,0.054005,[121  15] ; [296  34],[121.69957082  14.30042918] ; [295.30042918  34.69957082],0
n3,1,0.836114,0.042794,[21 11] ; [42 20],[21.44680851 10.55319149] ; [41.55319149 20.44680851],0
b4,1,0.870715,0.026488,[80 56] ; [192 139],[79.21199143 56.78800857] ; [192.78800857 138.21199143],0
d5,1,0.876053,0.024328,[114  22] ; [273  55],[113.43103448  22.56896552] ; [273.56896552  54.43103448],0
n6,1,0.881175,0.022344,[125  11] ; [301  28],[124.59354839  11.40645161] ; [301.40645161  27.59354839],0
p4,1,0.908608,0.013178,[92 43] ; [226 103],[92.52155172 42.47844828] ; [225.47844828 103.52155172],0
p9,1,0.93745,0.006158,[119  15] ; [293  36],[119.23974082  14.76025918] ; [292.76025918  36.23974082],0
d3,1,0.990467,0.000143,[95 41] ; [230  99],[95.05376344 40.94623656] ; [229.94623656  99.05376344],0
