Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,69.764118,[ 17 134] ; [67 45],[ 48.22813688 102.77186312] ; [35.77186312 76.22813688],1
s6,1,8.1e-05,15.536931,[77 72] ; [84 27],[92.26538462 56.73461538] ; [68.73461538 42.26538462],1
p8,1,0.000116,14.85686,[ 25 126] ; [42 70],[ 38.46768061 112.53231939] ; [28.53231939 83.46768061],1
s2,1,0.001166,10.542888,[54 94] ; [62 47],[66.80155642 81.19844358] ; [49.19844358 59.80155642],0
p6,1,0.001384,10.226438,[ 11 140] ; [23 88],[ 19.59541985 131.40458015] ; [14.40458015 96.59541985],0
d2,1,0.001494,10.086558,[60 90] ; [67 45],[72.70992366 77.29007634] ; [54.29007634 57.70992366],0
n6,1,0.001998,9.551688,[106  44] ; [98 15],[116.34980989  33.65019011] ; [87.65019011 25.34980989],0
p2,1,0.003439,8.558415,[92 59] ; [88 25],[102.95454545  48.04545455] ; [77.04545455 35.95454545],0
n4,1,0.011555,6.377908,[102  49] ; [92 21],[110.96212121  40.03787879] ; [83.03787879 29.96212121],0
p5,1,0.01366,6.081528,[  4 146] ; [ 11 101],[  8.58778626 141.41221374] ; [  6.41221374 105.58778626],0
n5,1,0.015,5.916425,[90 60] ; [84 29],[99.23954373 50.76045627] ; [74.76045627 38.23954373],0
v1,1,0.015324,5.878838,[60 89] ; [60 48],[69.57198444 79.42801556] ; [50.42801556 57.57198444],0
s7,1,0.015675,5.838991,[49 94] ; [52 53],[58.23790323 84.76209677] ; [42.76209677 62.23790323],0
d1,1,0.018528,5.545509,[77 74] ; [74 39],[86.36742424 64.63257576] ; [64.63257576 48.36742424],0
p10,1,0.019386,5.466379,[93 57] ; [84 27],[101.72413793  48.27586207] ; [75.27586207 35.72413793],0
s8,1,0.019515,5.45474,[ 48 103] ; [51 60],[57.05725191 93.94274809] ; [41.94274809 69.05725191],0
p1,1,0.022181,5.231554,[  7 143] ; [14 99],[ 11.97718631 138.02281369] ; [  9.02281369 103.97718631],0
u1,1,0.02581,4.968712,[ 19 132] ; [26 87],[ 25.73863636 125.26136364] ; [19.26136364 93.73863636],0
d5,1,0.033952,4.497103,[112  39] ; [96 17],[118.96969697  32.03030303] ; [89.03030303 23.96969697],0
p12,1,0.042441,4.117538,[  8 141] ; [14 99],[ 12.51145038 136.48854962] ; [  9.48854962 103.51145038],0
r4,1,0.045826,3.987991,[132  19] ; [107   6],[136.70075758  14.29924242] ; [102.29924242  10.70075758],0
r3,1,0.064504,3.417612,[134  16] ; [108   5],[138.02281369  11.97718631] ; [103.97718631   9.02281369],0
a5,1,0.082375,3.017405,[103  48] ; [88 25],[109.24621212  41.75378788] ; [81.75378788 31.24621212],0
p9,1,0.088884,2.894467,[103  47] ; [86 24],[109.03846154  40.96153846] ; [79.96153846 30.03846154],0
v4,1,0.091311,2.851106,[135  15] ; [108   5],[138.59315589  11.40684411] ; [104.40684411   8.59315589],0
v3,1,0.117831,2.445923,[44 98] ; [43 63],[49.81451613 92.18548387] ; [37.18548387 68.81451613],0
u4,1,0.120814,2.406737,[  2 149] ; [  5 108],[  4.00378788 146.99621212] ; [  2.99621212 110.00378788],0
a7,1,0.122386,2.386512,[104  46] ; [88 25],[109.50570342  40.49429658] ; [82.49429658 30.50570342],0
v2,1,0.122642,2.383252,[67 73] ; [64 47],[73.06772908 66.93227092] ; [57.93227092 53.06772908],0
d3,1,0.165662,1.921765,[96 55] ; [81 32],[101.23863636  49.76136364] ; [75.76136364 37.23863636],0
s3,1,0.194936,1.679912,[70 78] ; [61 49],[75.14728682 72.85271318] ; [55.85271318 54.14728682],0
a1,1,0.204201,1.612069,[  7 144] ; [  2 111],[  5.14772727 145.85227273] ; [  3.85227273 109.14772727],0
s5,1,0.346314,0.886919,[ 31 113] ; [28 77],[ 34.12048193 109.87951807] ; [24.87951807 80.12048193],0
n2,1,0.367314,0.81273,[39 17] ; [18 12],[37.11627907 18.88372093] ; [19.88372093 10.11627907],0
p11,1,0.39143,0.734494,[98 53] ; [79 34],[101.23863636  49.76136364] ; [75.76136364 37.23863636],0
s1,1,0.400924,0.705554,[  7 142] ; [  8 104],[  8.56321839 140.43678161] ; [  6.43678161 105.56321839],0
a6,1,0.435427,0.608304,[107  44] ; [75 38],[104.09848485  46.90151515] ; [77.90151515 35.09848485],0
a3,1,0.439745,0.596946,[103  46] ; [73 40],[100.09160305  48.90839695] ; [75.90839695 37.09160305],0
u3,1,0.49158,0.473065,[29 19] ; [27 13],[30.54545455 17.45454545] ; [25.45454545 14.54545455],0
u2,1,0.497922,0.459363,[26 21] ; [25 15],[27.55172414 19.44827586] ; [23.44827586 16.55172414],0
a2,1,0.576996,0.311117,[ 33 118] ; [28 85],[ 34.89015152 116.10984848] ; [26.10984848 86.89015152],0
a8,1,0.606146,0.265826,[ 13 130] ; [ 7 90],[ 11.91666667 131.08333333] ; [ 8.08333333 88.91666667],0
r2,1,0.659271,0.19441,[144   7] ; [109   4],[144.70833333   6.29166667] ; [108.29166667   4.70833333],0
n1,1,0.686524,0.162874,[26 30] ; [13 18],[25.10344828 30.89655172] ; [13.89655172 17.10344828],0
s4,1,0.708227,0.140055,[ 24 125] ; [16 95],[ 22.92307692 126.07692308] ; [17.07692308 93.92307692],0
b1,1,0.77788,0.079571,[56 95] ; [40 73],[54.90909091 96.09090909] ; [41.09090909 71.90909091],0
a4,1,0.80044,0.063896,[68 82] ; [53 60],[69.01140684 80.98859316] ; [51.98859316 61.01140684],0
b4,1,0.80738,0.059442,[94 57] ; [72 41],[94.9469697 56.0530303] ; [71.0530303 41.9469697],0
