Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,30.762235,[ 7 23] ; [57 13],[19.2 10.8] ; [44.8 25.2],1
n6,1,0.000953,10.915953,[15 15] ; [56 12],[21.73469388  8.26530612] ; [49.26530612 18.73469388],1
p11,1,0.004356,8.128908,[10 20] ; [45 25],[16.5 13.5] ; [38.5 31.5],0
r2,1,0.004474,8.080808,[25  5] ; [65  1],[28.125  1.875] ; [61.875  4.125],0
u1,1,0.005576,7.68254,[ 2 28] ; [23 47],[ 7.5 22.5] ; [17.5 52.5],0
a6,1,0.034484,4.470561,[15 15] ; [49 19],[19.59183673 10.40816327] ; [44.40816327 23.59183673],0
r1,1,0.056811,3.628118,[17 13] ; [53 17],[21.  9.] ; [49. 21.],0
p9,1,0.069032,3.305891,[14 14] ; [48 21],[17.89690722 10.10309278] ; [44.10309278 24.89690722],0
p10,1,0.073648,3.19979,[13 16] ; [45 25],[16.98989899 12.01010101] ; [41.01010101 28.98989899],0
s4,1,0.077552,3.115476,[ 9 21] ; [10 58],[ 5.81632653 24.18367347] ; [13.18367347 54.81632653],0
n2,1,0.079716,3.070673,[ 8 11] ; [19  9],[10.91489362  8.08510638] ; [16.08510638 11.91489362],0
p7,1,0.108868,2.570579,[ 6 24] ; [24 42],[ 9.375 20.625] ; [20.625 45.375],0
b5,1,0.111458,2.533427,[21  9] ; [37 33],[17.4 12.6] ; [40.6 29.4],0
p3,1,0.130995,2.280674,[ 6 23] ; [25 44],[ 9.17346939 19.82653061] ; [21.82653061 47.17346939],0
v3,1,0.156714,2.005647,[ 6 21] ; [24 40],[ 8.9010989 18.0989011] ; [21.0989011 42.9010989],0
s8,1,0.164218,1.93495,[ 9 21] ; [31 38],[12.12121212 17.87878788] ; [27.87878788 41.12121212],0
a1,1,0.194881,1.68033,[ 1 29] ; [ 8 62],[ 2.7 27.3] ; [ 6.3 63.7],0
n3,1,0.220671,1.5,[ 8 10] ; [17 10],[10.  8.] ; [15. 12.],0
u3,1,0.227776,1.454694,[6 1] ; [9 6],[4.77272727 2.22727273] ; [10.22727273  4.77272727],0
s5,1,0.238211,1.391151,[10 18] ; [16 51],[ 7.66315789 20.33684211] ; [18.33684211 48.66315789],0
s3,1,0.238553,1.389127,[12 18] ; [37 33],[14.7 15.3] ; [34.3 35.7],0
s2,1,0.33347,0.935374,[11 19] ; [33 37],[13.2 16.8] ; [30.8 39.2],0
a5,1,0.362408,0.82953,[22  8] ; [57 13],[23.7  6.3] ; [55.3 14.7],0
p1,1,0.441456,0.592495,[ 3 27] ; [ 4 66],[ 2.1 27.9] ; [ 4.9 65.1],0
a2,1,0.45417,0.560224,[ 8 22] ; [24 46],[ 9.6 20.4] ; [22.4 47.6],0
u4,1,0.462284,0.540358,[ 1 29] ; [ 5 65],[ 1.8 28.2] ; [ 4.2 65.8],0
a7,1,0.531852,0.390851,[20 10] ; [51 19],[21.3  8.7] ; [49.7 20.3],0
v2,1,0.533892,0.386978,[13 14] ; [37 30],[14.36170213 12.63829787] ; [35.63829787 31.36170213],0
n1,1,0.594514,0.283349,[ 8 11] ; [14 14],[ 8.89361702 10.10638298] ; [13.10638298 14.89361702],0
p4,1,0.609279,0.261226,[ 9 21] ; [24 44],[10.10204082 19.89795918] ; [22.89795918 45.10204082],0
b1,1,0.630555,0.231309,[13 17] ; [34 36],[14.1 15.9] ; [32.9 37.1],0
r4,1,0.658219,0.195695,[21  9] ; [52 18],[21.9  8.1] ; [51.1 18.9],0
b4,1,0.684168,0.165472,[18 12] ; [45 25],[18.9 11.1] ; [44.1 25.9],0
s6,1,0.716702,0.131675,[15 14] ; [39 31],[15.81818182 13.18181818] ; [38.18181818 31.81818182],0
a4,1,0.72173,0.126841,[18 12] ; [44 25],[18.78787879 11.21212121] ; [43.21212121 25.78787879],0
v4,1,0.733255,0.116144,[24  6] ; [58 12],[24.6  5.4] ; [57.4 12.6],0
s7,1,0.766631,0.088081,[12 13] ; [35 33],[12.6344086 12.3655914] ; [34.3655914 33.6344086],0
v1,1,0.801218,0.063388,[12 18] ; [25 42],[11.44329897 18.55670103] ; [25.55670103 41.44329897],0
d2,1,0.829626,0.046303,[23  7] ; [50 17],[22.57731959  7.42268041] ; [50.42268041 16.57731959],0
a3,1,0.833111,0.0444,[23  7] ; [55 15],[23.4  6.6] ; [54.6 15.4],0
p8,1,0.833111,0.0444,[ 7 23] ; [15 55],[ 6.6 23.4] ; [15.4 54.6],0
s1,1,0.867651,0.02777,[ 2 28] ; [ 4 65],[ 1.81818182 28.18181818] ; [ 4.18181818 64.81818182],0
p6,1,0.907992,0.013357,[ 6 23] ; [15 54],[ 6.21428571 22.78571429] ; [14.78571429 54.21428571],0
d3,1,0.951749,0.003662,[25  5] ; [57 11],[25.10204082  4.89795918] ; [56.89795918 11.10204082],0
r3,1,0.953674,0.003375,[25  5] ; [58 12],[24.9  5.1] ; [58.1 11.9],0
b2,1,0.976756,0.000849,[ 8 13] ; [20 32],[ 8.05479452 12.94520548] ; [19.94520548 32.05479452],0
b3,1,0.976756,0.000849,[ 8 13] ; [20 32],[ 8.05479452 12.94520548] ; [19.94520548 32.05479452],0
u2,1,1.0,0.0,[4 3] ; [8 6],[4. 3.] ; [8. 6.],0
