Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,84.209278,[279  59] ; [21 50],[247.92176039  90.07823961] ; [52.07823961 18.92176039],1
d1,1,0.0,82.863881,[222 116] ; [ 5 67],[187.13658537 150.86341463] ; [39.86341463 32.13658537],1
d5,1,0.0,30.139277,[294  44] ; [43 29],[277.8195122  60.1804878] ; [59.1804878 12.8195122],1
u1,1,0.000129,14.662887,[ 75 263] ; [ 2 70],[ 63.47804878 274.52195122] ; [13.52195122 58.47804878],1
d2,1,0.000974,10.877157,[161 177] ; [19 53],[148.3902439 189.6097561] ; [31.6097561 40.3902439],1
a6,1,0.001285,10.363748,[267  71] ; [44 28],[256.38536585  81.61463415] ; [54.61463415 17.38536585],0
a2,1,0.001888,9.655004,[ 91 247] ; [ 7 65],[ 80.7902439 257.2097561] ; [17.2097561 54.7902439],0
a3,1,0.002147,9.419826,[242  96] ; [37 33],[231.13235294 106.86764706] ; [47.86764706 22.13235294],0
b4,1,0.004225,8.184377,[203 135] ; [30 42],[192.08292683 145.91707317] ; [40.91707317 31.08292683],0
a5,1,0.009277,6.768706,[253  85] ; [43 29],[244.0195122  93.9804878] ; [51.9804878 20.0195122],0
a4,1,0.011655,6.362581,[145 193] ; [19 52],[135.53056235 202.46943765] ; [28.46943765 42.53056235],0
r1,1,0.015054,5.91019,[270  66] ; [47 23],[262.34482759  73.65517241] ; [54.65517241 15.34482759],0
u2,1,0.023136,5.158295,[56 38] ; [13 22],[50.27906977 43.72093023] ; [18.72093023 16.27906977],0
v4,1,0.037079,4.346778,[317  19] ; [63  9],[312.94117647  23.05882353] ; [67.05882353  4.94117647],0
s5,1,0.040766,4.185731,[ 99 227] ; [13 58],[ 91.9697733 234.0302267] ; [20.0302267 50.9697733],0
p1,1,0.05202,3.775129,[ 17 319] ; [ 8 64],[ 20.58823529 315.41176471] ; [ 4.41176471 67.58823529],0
s2,1,0.058212,3.587614,[165 172] ; [26 45],[157.7622549 179.2377451] ; [33.2377451 37.7622549],0
r2,1,0.073935,3.193431,[308  21] ; [63  9],[304.38653367  24.61346633] ; [66.61346633  5.38653367],0
b2,1,0.074018,3.191592,[ 68 125] ; [ 8 31],[ 63.22413793 129.77586207] ; [12.77586207 26.22413793],0
b3,1,0.074018,3.191592,[ 68 125] ; [ 8 31],[ 63.22413793 129.77586207] ; [12.77586207 26.22413793],0
v2,1,0.074719,3.176192,[145 184] ; [22 46],[138.39546599 190.60453401] ; [28.60453401 39.39546599],0
p6,1,0.074759,3.175302,[122 213] ; [18 53],[115.51724138 219.48275862] ; [24.48275862 46.51724138],0
