Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1e-06,23.6739,[14 55] ; [62 46],[29.62711864 39.37288136] ; [46.37288136 61.62711864],1
a6,1,0.001172,10.534485,[31 38] ; [75 33],[41.3220339 27.6779661] ; [64.6779661 43.3220339],0
p10,1,0.004692,7.994381,[41 27] ; [84 21],[49.13294798 18.86705202] ; [75.86705202 29.13294798],0
r1,1,0.008921,6.838475,[41 28] ; [84 24],[48.72881356 20.27118644] ; [76.27118644 31.72881356],0
v2,1,0.009954,6.643082,[21 42] ; [57 49],[29.07692308 33.92307692] ; [48.92307692 57.07692308],0
v3,1,0.015369,5.873623,[15 52] ; [43 64],[22.33333333 44.66666667] ; [35.66666667 71.33333333],0
a5,1,0.017698,5.62577,[27 42] ; [62 46],[34.69491525 34.30508475] ; [54.30508475 53.69491525],0
r4,1,0.020067,5.406083,[54 15] ; [98 10],[59.25423729  9.74576271] ; [92.74576271 15.25423729],0
n6,1,0.030213,4.697112,[48 20] ; [91 17],[53.70454545 14.29545455] ; [85.29545455 22.70454545],0
d4,1,0.031582,4.621028,[29 39] ; [64 44],[35.93181818 32.06818182] ; [57.06818182 50.93181818],0
r2,1,0.037146,4.343713,[56 12] ; [100   8],[60.27272727  7.72727273] ; [95.72727273 12.27272727],0
b5,1,0.040537,4.195284,[34 35] ; [70 38],[40.54237288 28.45762712] ; [63.45762712 44.54237288],0
p6,1,0.050326,3.830578,[16 52] ; [40 66],[21.88505747 46.11494253] ; [34.11494253 71.88505747],0
s2,1,0.055492,3.667226,[23 45] ; [51 54],[29.0867052 38.9132948] ; [44.9132948 60.0867052],0
a2,1,0.069923,3.28483,[ 2 67] ; [11 97],[ 5.06779661 63.93220339] ; [  7.93220339 100.06779661],0
v4,1,0.073973,3.192586,[60  7] ; [104   4],[62.78857143  4.21142857] ; [101.21142857   6.78857143],0
p4,1,0.089139,2.88986,[26 42] ; [54 51],[31.44508671 36.55491329] ; [48.55491329 56.44508671],0
p2,1,0.098956,2.722295,[45 24] ; [82 25],[49.78977273 19.21022727] ; [77.21022727 29.78977273],0
d1,1,0.144103,2.133584,[ 2 67] ; [ 9 99],[ 4.28813559 64.71186441] ; [  6.71186441 101.28813559],0
a3,1,0.153137,2.040717,[29 39] ; [58 50],[33.61363636 34.38636364] ; [53.38636364 54.61363636],0
s6,1,0.155657,2.015924,[34 34] ; [64 41],[38.52023121 29.47976879] ; [59.47976879 45.52023121],0
s7,1,0.163261,1.943758,[22 44] ; [45 57],[26.32142857 39.67857143] ; [40.67857143 61.32142857],0
b1,1,0.194464,1.683473,[33 36] ; [41 67],[28.84745763 40.15254237] ; [45.15254237 62.84745763],0
n2,1,0.19678,1.666116,[14  6] ; [19  3],[15.71428571  4.28571429] ; [17.28571429  4.71428571],0
u3,1,0.254149,1.300354,[18 22] ; [28 21],[20.6741573 19.3258427] ; [25.3258427 23.6741573],0
p7,1,0.263799,1.248708,[36 32] ; [64 40],[39.53488372 28.46511628] ; [60.46511628 43.53488372],0
s1,1,0.294095,1.10078,[ 5 62] ; [  4 101],[ 3.50581395 63.49418605] ; [ 5.49418605 99.50581395],0
p11,1,0.298395,1.081352,[51 18] ; [87 21],[53.79661017 15.20338983] ; [84.20338983 23.79661017],0
s5,1,0.31199,1.022235,[14 52] ; [29 74],[16.79289941 49.20710059] ; [26.20710059 76.79289941],0
a1,1,0.314793,1.010459,[ 4 65] ; [  3 105],[ 2.72881356 66.27118644] ; [  4.27118644 103.72881356],0
p9,1,0.329618,0.950397,[51 18] ; [85 21],[53.62285714 15.37714286] ; [82.37714286 23.62285714],0
p12,1,0.376649,0.78161,[ 4 65] ; [10 95],[ 5.55172414 63.44827586] ; [ 8.44827586 96.55172414],0
a4,1,0.383157,0.760547,[12 56] ; [25 83],[14.29545455 53.70454545] ; [22.70454545 85.29545455],0
p3,1,0.399129,0.71095,[24 45] ; [44 63],[26.65909091 42.34090909] ; [41.34090909 65.65909091],0
p8,1,0.43648,0.605518,[31 38] ; [54 52],[33.51428571 35.48571429] ; [51.48571429 54.51428571],0
s4,1,0.452958,0.56324,[10 59] ; [20 86],[11.82857143 57.17142857] ; [18.17142857 87.82857143],0
n3,1,0.523543,0.406909,[13  6] ; [17  5],[13.90243902  5.09756098] ; [16.09756098  5.90243902],0
