Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.00096,10.903397,[ 11 216] ; [3 7],[ 13.4092827 213.5907173] ; [0.5907173 9.4092827],1
p4,1,0.003222,8.677468,[ 70 157] ; [7 2],[ 74.06355932 152.93644068] ; [2.93644068 6.06355932],0
p3,1,0.030087,4.704327,[ 64 164] ; [6 4],[ 67.05882353 160.94117647] ; [2.94117647 7.05882353],0
s1,1,0.030439,4.684335,[ 10 212] ; [2 8],[ 11.48275862 210.51724138] ; [0.51724138 9.48275862],0
d2,1,0.066869,3.358241,[ 39 188] ; [4 6],[ 41.18565401 185.81434599] ; [1.81434599 8.18565401],0
v3,1,0.067562,3.341291,[ 61 161] ; [5 4],[ 63.42857143 158.57142857] ; [2.57142857 6.42857143],0
a8,1,0.090599,2.863699,[ 29 189] ; [3 6],[ 30.73127753 187.26872247] ; [1.26872247 7.73127753],0
r1,1,0.091431,2.848996,[144  81] ; [9 1],[146.4893617  78.5106383] ; [6.5106383 3.4893617],0
d3,1,0.154601,2.02626,[ 85 141] ; [6 4],[ 87.1440678 138.8559322] ; [3.8559322 6.1440678],0
s5,1,0.162421,1.951541,[ 47 174] ; [4 6],[ 48.79220779 172.20779221] ; [2.20779221 7.79220779],0
s6,1,0.220735,1.499587,[114 113] ; [7 3],[115.89451477 111.10548523] ; [5.10548523 4.89451477],0
s7,1,0.220847,1.498858,[ 68 148] ; [5 5],[ 69.7699115 146.2300885] ; [3.2300885 6.7699115],0
b4,1,0.26305,1.252632,[132  96] ; [4 6],[130.28571429  97.71428571] ; [5.71428571 4.28571429],0
v1,1,0.288745,1.125462,[ 95 126] ; [6 4],[ 96.62770563 124.37229437] ; [4.37229437 5.62770563],0
n5,1,0.308177,1.038474,[144  80] ; [8 2],[145.5042735  78.4957265] ; [6.4957265 3.5042735],0
u2,1,0.327292,0.959583,[47 47] ; [1 3],[46.04081633 47.95918367] ; [1.95918367 2.04081633],0
n4,1,0.329665,0.950211,[147  79] ; [8 2],[148.43220339  77.56779661] ; [6.56779661 3.43220339],0
u3,1,0.336947,0.922014,[49 48] ; [3 1],[49.94059406 47.05940594] ; [2.05940594 1.94059406],0
a6,1,0.342676,0.900396,[126 102] ; [4 6],[124.53781513 103.46218487] ; [5.46218487 4.53781513],0
s8,1,0.362474,0.829303,[ 61 166] ; [4 6],[ 62.25738397 164.74261603] ; [2.74261603 7.25738397],0
p11,1,0.434116,0.611786,[142  86] ; [5 5],[140.82352941  87.17647059] ; [6.17647059 3.82352941],0
b5,1,0.447159,0.577844,[132  96] ; [7 3],[133.15966387  94.84033613] ; [5.84033613 4.15966387],0
p7,1,0.524605,0.404831,[ 89 134] ; [5 5],[ 89.96566524 133.03433476] ; [4.03433476 5.96566524],0
n6,1,0.542373,0.37116,[160  65] ; [8 2],[160.85106383  64.14893617] ; [7.14893617 2.85106383],0
a7,1,0.638026,0.221333,[130  96] ; [5 5],[129.27966102  96.72033898] ; [5.72033898 4.27966102],0
s2,1,0.638403,0.220837,[ 84 141] ; [3 7],[ 83.29787234 141.70212766] ; [3.70212766 6.29787234],0
b1,1,0.640974,0.217471,[ 97 131] ; [5 5],[ 97.71428571 130.28571429] ; [4.28571429 5.71428571],0
a4,1,0.671485,0.17987,[ 59 168] ; [2 8],[ 58.42616034 168.57383966] ; [2.57383966 7.42616034],0
r2,1,0.681452,0.168496,[192  33] ; [9 1],[192.44680851  32.55319149] ; [8.55319149 1.44680851],0
p10,1,0.719685,0.128795,[136  88] ; [6 3],[136.51502146  87.48497854] ; [5.48497854 3.51502146],0
d4,1,0.722531,0.126081,[127 101] ; [5 5],[126.45378151 101.54621849] ; [5.54621849 4.45378151],0
v4,1,0.729549,0.119526,[193  31] ; [9 1],[193.36752137  30.63247863] ; [8.63247863 1.36752137],0
d5,1,0.731783,0.11748,[126 101] ; [5 5],[125.47257384 101.52742616] ; [5.52742616 4.47257384],0
b3,1,0.765743,0.088773,[44 83] ; [3 7],[43.56934307 83.43065693] ; [3.43065693 6.56934307],0
b2,1,0.765743,0.088773,[44 83] ; [3 7],[43.56934307 83.43065693] ; [3.43065693 6.56934307],0
v2,1,0.776957,0.080251,[ 87 132] ; [4 5],[ 87.40789474 131.59210526] ; [3.59210526 5.40789474],0
p9,1,0.819224,0.052232,[149  75] ; [7 3],[149.33333333  74.66666667] ; [6.66666667 3.33333333],0
s3,1,0.846395,0.037527,[105 119] ; [5 5],[105.2991453 118.7008547] ; [4.7008547 5.2991453],0
p2,1,0.848621,0.036435,[153  75] ; [7 3],[153.27731092  74.72268908] ; [6.72268908 3.27731092],0
a3,1,0.876684,0.024079,[130  96] ; [6 4],[130.23728814  95.76271186] ; [5.76271186 4.23728814],0
p6,1,0.910422,0.012658,[ 42 184] ; [2 8],[ 42.13559322 183.86440678] ; [1.86440678 8.13559322],0
a5,1,0.978339,0.000737,[115 113] ; [5 5],[114.95798319 113.04201681] ; [5.04201681 4.95798319],0
