Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,25.746397,[71 30] ; [20 46],[55.03592814 45.96407186] ; [35.96407186 30.03592814],1
d3,1,4.7e-05,16.557654,[67 33] ; [23 43],[54.21686747 45.78313253] ; [35.78313253 30.21686747],1
b1,1,0.002108,9.453021,[31 70] ; [36 30],[40.52095808 60.47904192] ; [26.47904192 39.52095808],0
p10,1,0.007426,7.166979,[89  9] ; [49 16],[82.96932515 15.03067485] ; [55.03067485  9.96932515],0
a4,1,0.008341,6.958744,[26 75] ; [30 36],[33.86826347 67.13173653] ; [22.13173653 43.86826347],0
d5,1,0.012352,6.259619,[78 23] ; [39 27],[70.76047904 30.23952096] ; [46.23952096 19.76047904],0
d4,1,0.023732,5.114127,[79 22] ; [41 25],[72.5748503 28.4251497] ; [47.4251497 18.5748503],0
d2,1,0.050077,3.838866,[30 71] ; [29 36],[35.89759036 65.10240964] ; [23.10240964 41.89759036],0
b5,1,0.091395,2.849629,[71 30] ; [38 28],[65.92215569 35.07784431] ; [43.07784431 22.92215569],0
r4,1,0.1078,2.586185,[69 32] ; [37 29],[64.10778443 36.89221557] ; [41.89221557 24.10778443],0
n5,1,0.128556,2.309857,[68 32] ; [52 14],[72.28915663 27.71084337] ; [47.71084337 18.28915663],0
b3,1,0.132509,2.262857,[23 32] ; [12 32],[19.44444444 35.55555556] ; [15.55555556 28.44444444],0
b2,1,0.132509,2.262857,[23 32] ; [12 32],[19.44444444 35.55555556] ; [15.55555556 28.44444444],0
u2,1,0.137025,2.211057,[23 19] ; [ 9 16],[20.05970149 21.94029851] ; [11.94029851 13.05970149],0
p1,1,0.146976,2.103362,[ 8 92] ; [10 56],[10.84337349 89.15662651] ; [ 7.15662651 58.84337349],0
b4,1,0.161636,1.958857,[66 35] ; [36 30],[61.68862275 39.31137725] ; [40.31137725 25.68862275],0
p3,1,0.162871,1.947362,[50 51] ; [25 40],[45.63253012 55.36746988] ; [29.36746988 35.63253012],0
u3,1,0.180885,1.790339,[20 21] ; [ 8 17],[17.39393939 23.60606061] ; [10.60606061 14.39393939],0
p4,1,0.27465,1.193374,[48 53] ; [36 28],[51.41818182 49.58181818] ; [32.58181818 31.41818182],0
p12,1,0.27824,1.175666,[ 7 93] ; [ 2 63],[ 5.45454545 94.54545455] ; [ 3.54545455 61.45454545],0
a2,1,0.280644,1.16397,[13 88] ; [ 5 61],[10.88622754 90.11377246] ; [ 7.11377246 58.88622754],0
n1,1,0.283272,1.151323,[ 8 16] ; [13 14],[ 9.88235294 14.11764706] ; [11.11764706 15.88235294],0
r2,1,0.338068,0.917745,[81 15] ; [51 14],[78.70807453 17.29192547] ; [53.29192547 11.70807453],0
s5,1,0.340199,0.909681,[28 67] ; [14 48],[25.41401274 69.58598726] ; [16.58598726 45.41401274],0
s4,1,0.359371,0.840091,[21 80] ; [10 56],[18.74850299 82.25149701] ; [12.25149701 53.74850299],0
p8,1,0.35962,0.839218,[47 53] ; [25 38],[44.17177914 55.82822086] ; [27.82822086 35.17177914],0
u1,1,0.389259,0.741255,[ 6 95] ; [ 2 64],[ 4.83832335 96.16167665] ; [ 3.16167665 62.83832335],0
s6,1,0.408494,0.683179,[57 41] ; [33 31],[54.44444444 43.55555556] ; [35.55555556 28.44444444],0
d1,1,0.465694,0.532175,[44 57] ; [25 41],[41.73053892 59.26946108] ; [27.26946108 38.73053892],0
p11,1,0.495094,0.465437,[81 20] ; [50 16],[79.22754491 21.77245509] ; [51.77245509 14.22754491],0
v1,1,0.513752,0.426418,[46 51] ; [27 37],[43.98136646 53.01863354] ; [29.01863354 34.98136646],0
v4,1,0.53202,0.390533,[88 12] ; [55 10],[86.66666667 13.33333333] ; [56.33333333  8.66666667],0
a5,1,0.534492,0.385844,[60 41] ; [36 30],[58.05988024 42.94011976] ; [37.94011976 28.05988024],0
a3,1,0.54921,0.358734,[59 42] ; [41 24],[60.84337349 40.15662651] ; [39.15662651 25.84337349],0
s7,1,0.549261,0.358642,[35 60] ; [27 38],[36.8125 58.1875] ; [25.1875 39.8125],0
n3,1,0.570036,0.322621,[17  7] ; [21  6],[17.88235294  6.11764706] ; [20.11764706  6.88235294],0
s2,1,0.601602,0.272586,[47 54] ; [28 38],[45.35928144 55.64071856] ; [29.64071856 36.35928144],0
a8,1,0.60959,0.260772,[12 84] ; [ 6 55],[11.00636943 84.99363057] ; [ 6.99363057 54.00636943],0
s8,1,0.62291,0.241799,[33 68] ; [24 42],[34.47305389 66.52694611] ; [22.52694611 43.47305389],0
s3,1,0.650378,0.205423,[51 50] ; [30 34],[49.58181818 51.41818182] ; [31.41818182 32.58181818],0
p2,1,0.654169,0.200685,[81 19] ; [50 14],[79.87804878 20.12195122] ; [51.12195122 12.87804878],0
n4,1,0.747657,0.103511,[68 33] ; [46 20],[68.94610778 32.05389222] ; [45.05389222 20.94610778],0
v2,1,0.757266,0.095526,[40 59] ; [27 36],[40.94444444 58.05555556] ; [26.05555556 36.94444444],0
n6,1,0.76622,0.088401,[80 21] ; [51 15],[79.22754491 21.77245509] ; [51.77245509 14.22754491],0
p7,1,0.773886,0.082538,[50 47] ; [35 30],[50.89506173 46.10493827] ; [34.10493827 30.89506173],0
v3,1,0.822274,0.050455,[29 69] ; [20 44],[29.64197531 68.35802469] ; [19.35802469 44.64197531],0
r3,1,0.824264,0.049312,[89 11] ; [58  8],[88.55421687 11.44578313] ; [58.44578313  7.55421687],0
n2,1,0.904191,0.014489,[19  5] ; [21  6],[18.82352941  5.17647059] ; [21.17647059  5.82352941],0
a1,1,0.935154,0.00662,[ 8 93] ; [ 5 61],[ 7.86227545 93.13772455] ; [ 5.13772455 60.86227545],0
p6,1,0.943946,0.004944,[33 66] ; [21 41],[33.20496894 65.79503106] ; [20.79503106 41.20496894],0
s1,1,0.982252,0.000495,[ 3 98] ; [ 2 64],[ 3.0239521 97.9760479] ; [ 1.9760479 64.0239521],0
p5,1,1.0,0.0,[12 87] ; [ 8 58],[12. 87.] ; [ 8. 58.],0
