Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,111.912197,[ 12 141] ; [97 48],[55.96308725 97.03691275] ; [53.03691275 91.96308725],1
s6,1,0.0,45.699332,[53 99] ; [106  37],[81.92542373 70.07457627] ; [77.07457627 65.92542373],1
s7,1,1e-06,24.12918,[ 29 118] ; [65 73],[48.48421053 98.51578947] ; [45.51578947 92.48421053],1
s8,1,8e-06,19.939054,[ 24 129] ; [56 89],[ 41.0738255 111.9261745] ; [ 38.9261745 106.0738255],1
r4,1,0.000181,14.018175,[106  48] ; [126  19],[119.4916388  34.5083612] ; [112.5083612  32.4916388],1
p7,1,0.000277,13.218099,[55 98] ; [80 60],[70.49488055 82.50511945] ; [64.50511945 75.49488055],1
v4,1,0.000968,10.887516,[125  28] ; [133   8],[134.26530612  18.73469388] ; [123.73469388  17.26530612],1
r3,1,0.002035,9.517964,[123  29] ; [134  10],[131.97297297  20.02702703] ; [125.02702703  18.97297297],0
s5,1,0.002328,9.271462,[ 22 128] ; [ 42 101],[ 32.76450512 117.23549488] ; [ 31.23549488 111.76450512],0
r2,1,0.010288,6.584283,[123  30] ; [130  13],[130.77364865  22.22635135] ; [122.22635135  20.77364865],0
n3,1,0.011569,6.375676,[28 18] ; [31  5],[33.09756098 12.90243902] ; [25.90243902 10.09756098],0
s4,1,0.011928,6.321571,[ 19 135] ; [ 34 111],[ 27.29765886 126.70234114] ; [ 25.70234114 119.29765886],0
p2,1,0.02687,4.899141,[102  52] ; [112  32],[110.59060403  43.40939597] ; [103.40939597  40.59060403],0
b3,1,0.03081,4.663532,[28 54] ; [16 67],[21.86666667 60.13333333] ; [22.13333333 60.86666667],0
b2,1,0.03081,4.663532,[28 54] ; [16 67],[21.86666667 60.13333333] ; [22.13333333 60.86666667],0
n2,1,0.056381,3.640753,[34 13] ; [33  4],[37.48809524  9.51190476] ; [29.51190476  7.48809524],0
u3,1,0.058344,3.583851,[30 42] ; [36 26],[35.46268657 36.53731343] ; [30.53731343 31.46268657],0
v1,1,0.118776,2.433382,[58 93] ; [66 73],[64.56551724 86.43448276] ; [59.43448276 79.56551724],0
p5,1,0.136565,2.216244,[ 10 144] ; [  4 138],[  7.28378378 146.71621622] ; [  6.71621622 135.28378378],0
p9,1,0.143366,2.141452,[104  46] ; [110  33],[109.55631399  40.44368601] ; [104.44368601  38.55631399],0
p4,1,0.171518,1.869628,[ 53 100] ; [61 83],[58.72727273 94.27272727] ; [55.27272727 88.72727273],0
b4,1,0.203547,1.616741,[79 75] ; [85 60],[84.46822742 69.53177258] ; [79.53177258 65.46822742],0
b1,1,0.224051,1.478237,[68 86] ; [54 91],[62.8361204 91.1638796] ; [59.1638796 85.8361204],0
n4,1,0.233167,1.421435,[94 59] ; [98 46],[98.90909091 54.09090909] ; [93.09090909 50.90909091],0
r1,1,0.239563,1.383162,[96 57] ; [99 44],[100.79391892  52.20608108] ; [94.20608108 48.79391892],0
p11,1,0.258908,1.274587,[100  54] ; [103  42],[104.55518395  49.44481605] ; [98.44481605 46.55518395],0
a8,1,0.268571,1.224033,[ 15 130] ; [ 20 116],[ 18.06049822 126.93950178] ; [ 16.93950178 119.06049822],0
p10,1,0.287989,1.129,[99 52] ; [102  41],[103.23469388  47.76530612] ; [97.76530612 45.23469388],0
p1,1,0.409131,0.681325,[ 11 142] ; [  7 136],[  9.30405405 143.69594595] ; [  8.69594595 134.30405405],0
a4,1,0.41124,0.675214,[ 38 116] ; [ 30 115],[ 35.02341137 118.97658863] ; [ 32.97658863 112.02341137],0
u1,1,0.42173,0.645489,[  3 151] ; [  5 140],[  4.12040134 149.87959866] ; [  3.87959866 141.12040134],0
p3,1,0.462227,0.540496,[ 48 106] ; [51 94],[ 50.98996656 103.01003344] ; [48.01003344 96.98996656],0
a2,1,0.499372,0.456271,[  9 145] ; [  6 139],[  7.72575251 146.27424749] ; [  7.27424749 137.72575251],0
a1,1,0.499372,0.456271,[  9 145] ; [  6 139],[  7.72575251 146.27424749] ; [  7.27424749 137.72575251],0
v2,1,0.517292,0.41929,[55 92] ; [56 80],[57.65724382 89.34275618] ; [53.34275618 82.65724382],0
n6,1,0.530381,0.393661,[108  44] ; [107  37],[110.40540541  41.59459459] ; [104.59459459  39.40540541],0
d2,1,0.564588,0.331823,[ 27 126] ; [ 22 123],[ 25.15771812 127.84228188] ; [ 23.84228188 121.15771812],0
n1,1,0.588603,0.292531,[18 28] ; [12 24],[16.82926829 29.17073171] ; [13.17073171 22.82926829],0
a3,1,0.645818,0.211214,[82 71] ; [81 63],[83.96969697 69.03030303] ; [79.03030303 64.96969697],0
d5,1,0.649915,0.206007,[82 72] ; [81 64],[83.95317726 70.04682274] ; [79.04682274 65.95317726],0
a7,1,0.652524,0.202732,[90 63] ; [89 56],[91.90268456 61.09731544] ; [87.09731544 57.90268456],0
d3,1,0.686957,0.162399,[56 98] ; [56 89],[57.68561873 96.31438127] ; [54.31438127 90.68561873],0
v3,1,0.694602,0.154149,[ 42 107] ; [43 99],[ 43.52233677 105.47766323] ; [ 41.47766323 100.52233677],0
s1,1,0.697399,0.151192,[  9 143] ; [  7 136],[  8.2440678 143.7559322] ; [  7.7559322 135.2440678],0
n5,1,0.772575,0.083526,[103  50] ; [94 49],[101.8277027  51.1722973] ; [95.1722973 47.8277027],0
p8,1,0.798617,0.065095,[56 96] ; [51 93],[54.94594595 97.05405405] ; [52.05405405 91.94594595],0
a6,1,0.907006,0.013646,[86 68] ; [80 65],[85.49832776 68.50167224] ; [80.50167224 64.49832776],0
b5,1,0.907623,0.013465,[85 69] ; [81 64],[85.49832776 68.50167224] ; [80.50167224 64.49832776],0
a5,1,0.917848,0.010639,[88 66] ; [82 63],[87.55852843 66.44147157] ; [82.44147157 62.55852843],0
u2,1,0.923822,0.009143,[32 39] ; [28 33],[32.27272727 38.72727273] ; [27.72727273 33.27272727],0
p12,1,0.930729,0.007556,[  4 149] ; [  4 140],[  4.12121212 148.87878788] ; [  3.87878788 140.12121212],0
d4,1,0.997513,1e-05,[86 68] ; [81 64],[86.01337793 67.98662207] ; [80.98662207 64.01337793],0
