Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,32.685929,[15 77] ; [17  5],[25.8245614 66.1754386] ; [ 6.1754386 15.8245614],1
s6,1,0.001952,9.594021,[35 61] ; [16  6],[41.49152542 54.50847458] ; [ 9.50847458 12.49152542],0
p10,1,0.0022,9.374722,[48 47] ; [19  3],[54.4017094 40.5982906] ; [12.5982906  9.4017094],0
u3,1,0.00346,8.547702,[21 36] ; [8 1],[25.04545455 31.95454545] ; [3.95454545 5.04545455],0
s3,1,0.00394,8.311259,[36 57] ; [16  6],[42.05217391 50.94782609] ; [ 9.94782609 12.05217391],0
p8,1,0.006634,7.369549,[24 72] ; [12 10],[29.28813559 66.71186441] ; [ 6.71186441 15.28813559],0
v2,1,0.006831,7.316938,[27 62] ; [13  8],[32.36363636 56.63636364] ; [ 7.63636364 13.36363636],0
p9,1,0.017975,5.598631,[56 38] ; [19  3],[60.77586207 33.22413793] ; [14.22413793  7.77586207],0
s5,1,0.02185,5.257725,[15 79] ; [ 8 13],[18.8 75.2] ; [ 4.2 16.8],0
p11,1,0.031854,4.606356,[60 36] ; [19  3],[64.27118644 31.72881356] ; [14.72881356  7.27118644],0
r4,1,0.031854,4.606356,[60 36] ; [19  3],[64.27118644 31.72881356] ; [14.72881356  7.27118644],0
a5,1,0.032035,4.596622,[33 63] ; [13  9],[37.42372881 58.57627119] ; [ 8.57627119 13.42372881],0
r1,1,0.036854,4.357165,[55 40] ; [18  4],[59.27350427 35.72649573] ; [13.72649573  8.27350427],0
s2,1,0.042984,4.096025,[26 68] ; [11 11],[29.98275862 64.01724138] ; [ 7.01724138 14.98275862],0
v3,1,0.05331,3.734188,[23 70] ; [10 12],[26.68695652 66.31304348] ; [ 6.31304348 15.68695652],0
p1,1,0.069906,3.285227,[ 6 90] ; [ 4 18],[ 8.13559322 87.86440678] ; [ 1.86440678 20.13559322],0
v4,1,0.079903,3.066876,[75 19] ; [21  1],[77.79310345 16.20689655] ; [18.20689655  3.79310345],0
b1,1,0.095718,2.775476,[38 58] ; [13  9],[41.49152542 54.50847458] ; [ 9.50847458 12.49152542],0
p12,1,0.104202,2.640018,[ 2 93] ; [ 2 20],[ 3.24786325 91.75213675] ; [ 0.75213675 21.24786325],0
n6,1,0.105599,2.618877,[60 34] ; [18  4],[63.20689655 30.79310345] ; [14.79310345  7.20689655],0
p2,1,0.112047,2.525116,[52 44] ; [16  6],[55.3220339 40.6779661] ; [12.6779661  9.3220339],0
u2,1,0.12363,2.370725,[22 34] ; [6 3],[24.12307692 31.87692308] ; [3.87692308 5.12307692],0
a3,1,0.145977,2.113793,[39 54] ; [13  9],[42.05217391 50.94782609] ; [ 9.94782609 12.05217391],0
p7,1,0.150828,2.063858,[33 60] ; [11 10],[35.89473684 57.10526316] ; [ 8.10526316 12.89473684],0
r3,1,0.160577,1.968783,[73 21] ; [20  2],[75.36206897 18.63793103] ; [17.63793103  4.36206897],0
b5,1,0.183427,1.76964,[50 46] ; [ 8 14],[47.18644068 48.81355932] ; [10.81355932 11.18644068],0
p3,1,0.197624,1.659844,[15 81] ; [ 6 16],[17.08474576 78.91525424] ; [ 3.91525424 18.08474576],0
p6,1,0.223746,1.480181,[15 78] ; [ 6 16],[16.9826087 76.0173913] ; [ 4.0173913 17.9826087],0
b4,1,0.225717,1.467649,[53 43] ; [ 9 13],[50.44067797 45.55932203] ; [11.55932203 10.44067797],0
n1,1,0.227246,1.458018,[12 25] ; [3 2],[13.21428571 23.78571429] ; [1.78571429 3.21428571],0
n4,1,0.231258,1.43311,[56 39] ; [16  6],[58.46153846 36.53846154] ; [13.53846154  8.46153846],0
b3,1,0.36451,0.822295,[19 32] ; [8 8],[20.55223881 30.44776119] ; [6.44776119 9.55223881],0
b2,1,0.36451,0.822295,[19 32] ; [8 8],[20.55223881 30.44776119] ; [6.44776119 9.55223881],0
v1,1,0.397841,0.714842,[35 58] ; [10 11],[36.71052632 56.28947368] ; [ 8.28947368 12.71052632],0
a4,1,0.421753,0.645426,[15 80] ; [ 2 20],[13.8034188 81.1965812] ; [ 3.1965812 18.8034188],0
r2,1,0.491243,0.473802,[76 19] ; [19  3],[77.13675214 17.86324786] ; [17.86324786  4.13675214],0
a8,1,0.557177,0.344615,[ 9 82] ; [ 3 18],[ 9.75 81.25] ; [ 2.25 18.75],0
d2,1,0.585618,0.297239,[17 79] ; [ 5 17],[17.89830508 78.10169492] ; [ 4.10169492 17.89830508],0
a6,1,0.636397,0.223485,[47 49] ; [12 10],[48. 48.] ; [11. 11.],0
s4,1,0.671009,0.180424,[18 78] ; [ 5 17],[18.71186441 77.28813559] ; [ 4.28813559 17.71186441],0
d3,1,0.714198,0.13412,[31 65] ; [ 8 14],[31.72881356 64.27118644] ; [ 7.27118644 14.72881356],0
s1,1,0.73666,0.113084,[ 6 87] ; [ 1 21],[ 5.66086957 87.33913043] ; [ 1.33913043 20.66086957],0
a1,1,0.760159,0.093191,[ 6 90] ; [ 1 21],[ 5.69491525 90.30508475] ; [ 1.30508475 20.69491525],0
d4,1,0.871251,0.026267,[45 50] ; [10 12],[44.65811966 50.34188034] ; [10.34188034 11.65811966],0
n5,1,0.885412,0.020768,[62 33] ; [14  8],[61.70940171 33.29059829] ; [14.29059829  7.70940171],0
u1,1,0.936592,0.006329,[ 4 92] ; [ 1 21],[ 4.06779661 91.93220339] ; [ 0.93220339 21.06779661],0
a7,1,0.964513,0.001979,[47 48] ; [11 11],[47.09401709 47.90598291] ; [10.90598291 11.09401709],0
