Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,110.85304,[143  23] ; [21 78],[102.73207547  63.26792453] ; [61.26792453 37.73207547],1
s6,1,0.0,33.798093,[145  18] ; [56 41],[126.01153846  36.98846154] ; [74.98846154 22.01153846],1
s7,1,3e-06,21.790287,[119  42] ; [42 52],[101.65098039  59.34901961] ; [59.34901961 34.65098039],1
s8,1,0.000172,14.119815,[109  56] ; [42 57],[94.375 70.625] ; [56.625 42.375],1
s5,1,0.003194,8.69329,[82 76] ; [32 65],[70.63529412 87.36470588] ; [43.36470588 53.63529412],0
d2,1,0.005626,7.666375,[103  62] ; [45 55],[92.1509434 72.8490566] ; [55.8490566 44.1509434],0
n1,1,0.014355,5.994006,[15 11] ; [ 5 17],[10.83333333 15.16666667] ; [ 9.16666667 12.83333333],0
n2,1,0.019208,5.482517,[23  3] ; [13  9],[19.5  6.5] ; [16.5  5.5],0
p12,1,0.021667,5.272314,[ 28 137] ; [ 7 92],[ 21.875 143.125] ; [13.125 85.875],0
d4,1,0.028715,4.784611,[147  17] ; [80 20],[141.01515152  22.98484848] ; [85.98484848 14.01515152],0
n5,1,0.032238,4.585802,[143  23] ; [75 24],[136.55849057  29.44150943] ; [81.44150943 17.55849057],0
p5,1,0.060429,3.525579,[ 39 127] ; [14 86],[ 33.07518797 132.92481203] ; [19.92481203 80.07518797],0
b1,1,0.084082,2.984179,[76 90] ; [35 65],[69.27067669 96.72932331] ; [41.72932331 58.27067669],0
d3,1,0.095524,2.778735,[129  36] ; [69 31],[123.28301887  41.71698113] ; [74.71698113 25.28301887],0
s4,1,0.128676,2.308402,[ 38 125] ; [15 82],[ 33.22692308 129.77307692] ; [19.77307692 77.22692308],0
d1,1,0.137113,2.210066,[116  50] ; [61 39],[110.45864662  55.54135338] ; [66.54135338 33.45864662],0
v1,1,0.184617,1.760057,[101  62] ; [70 30],[105.98098859  57.01901141] ; [65.01901141 34.98098859],0
a1,1,0.215928,1.531227,[ 13 153] ; [ 4 96],[ 10.60902256 155.39097744] ; [ 6.39097744 93.60902256],0
a3,1,0.235389,1.408,[129  36] ; [71 28],[125.  40.] ; [75. 24.],0
n3,1,0.235541,1.407087,[17  9] ; [17  4],[18.80851064  7.19148936] ; [15.19148936  5.80851064],0
b5,1,0.235576,1.406875,[94 72] ; [64 36],[98.60150376 67.39849624] ; [59.39849624 40.60150376],0
a4,1,0.243981,1.357441,[93 72] ; [49 51],[88.41509434 76.58490566] ; [53.58490566 46.41509434],0
a8,1,0.245962,1.346094,[ 27 128] ; [10 75],[ 23.89583333 131.10416667] ; [13.10416667 71.89583333],0
v2,1,0.265012,1.242383,[93 70] ; [64 36],[97.30418251 65.69581749] ; [59.69581749 40.30418251],0
r2,1,0.27659,1.183769,[162   3] ; [95  4],[160.625   4.375] ; [96.375  2.625],0
r4,1,0.279184,1.171058,[163   3] ; [96  4],[161.63157895   4.36842105] ; [97.36842105  2.63157895],0
r3,1,0.299789,1.075134,[163   2] ; [97  3],[161.88679245   3.11320755] ; [98.11320755  1.88679245],0
p7,1,0.331149,0.9444,[145  18] ; [84 15],[142.46946565  20.53053435] ; [86.53053435 12.46946565],0
a5,1,0.343206,0.898418,[128  38] ; [82 18],[131.05263158  34.94736842] ; [78.94736842 21.05263158],0
d5,1,0.363956,0.824195,[134  30] ; [86 14],[136.66666667  27.33333333] ; [83.33333333 16.66666667],0
p1,1,0.408633,0.682775,[ 24 141] ; [11 89],[ 21.79245283 143.20754717] ; [13.20754717 86.79245283],0
v3,1,0.460964,0.543553,[63 97] ; [44 56],[65.84615385 94.15384615] ; [41.15384615 58.84615385],0
b4,1,0.464873,0.534137,[92 74] ; [60 40],[94.85714286 71.14285714] ; [57.14285714 42.85714286],0
p2,1,0.487223,0.482654,[152  14] ; [89 11],[150.39849624  15.60150376] ; [90.60150376  9.39849624],0
a7,1,0.505615,0.443132,[121  44] ; [77 23],[123.28301887  41.71698113] ; [74.71698113 25.28301887],0
u1,1,0.52345,0.407091,[ 44 122] ; [23 77],[ 41.81203008 124.18796992] ; [25.18796992 74.81203008],0
a6,1,0.530001,0.39439,[107  57] ; [69 31],[109.33333333  54.66666667] ; [66.66666667 33.33333333],0
p8,1,0.541938,0.37196,[121  45] ; [68 30],[118.84090909  47.15909091] ; [70.15909091 27.84090909],0
a2,1,0.566761,0.328132,[ 52 114] ; [28 72],[ 49.92481203 116.07518797] ; [30.07518797 69.92481203],0
b3,1,0.600259,0.274605,[52 55] ; [28 35],[50.35294118 56.64705882] ; [29.64705882 33.35294118],0
b2,1,0.600259,0.274605,[52 55] ; [28 35],[50.35294118 56.64705882] ; [29.64705882 33.35294118],0
v4,1,0.617458,0.249456,[161   5] ; [98  2],[161.63157895   4.36842105] ; [97.36842105  2.63157895],0
p3,1,0.621366,0.243953,[109  56] ; [69 31],[110.83018868  54.16981132] ; [67.16981132 32.83018868],0
n6,1,0.699681,0.148804,[149  14] ; [90 10],[148.12547529  14.87452471] ; [90.87452471  9.12547529],0
p11,1,0.733298,0.116105,[134  32] ; [79 21],[132.92481203  33.07518797] ; [80.07518797 19.92481203],0
p10,1,0.742895,0.107598,[144  21] ; [85 14],[143.125  21.875] ; [85.875 13.125],0
n4,1,0.752495,0.099447,[145  21] ; [86 14],[144.15789474  21.84210526] ; [86.84210526 13.15789474],0
u2,1,0.94516,0.004732,[22 15] ; [17 12],[21.86363636 15.13636364] ; [17.13636364 11.86363636],0
u3,1,0.955976,0.003048,[24 13] ; [19 10],[24.10606061 12.89393939] ; [18.89393939 10.10606061],0
p4,1,0.970284,0.001388,[135  30] ; [82 18],[135.11320755  29.88679245] ; [81.88679245 18.11320755],0
p9,1,0.98801,0.000226,[151  15] ; [90  9],[150.96603774  15.03396226] ; [90.03396226  8.96603774],0
