Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,4e-06,21.493,[56  3] ; [2 4],[52.64615385  6.35384615] ; [5.35384615 0.64615385],1
r4,1,3.9e-05,16.907506,[53  6] ; [2 5],[49.16666667  9.83333333] ; [5.83333333 1.16666667],1
p10,1,0.001146,10.575417,[49 10] ; [2 5],[45.59090909 13.40909091] ; [5.40909091 1.59090909],0
p9,1,0.001146,10.575417,[49 10] ; [2 5],[45.59090909 13.40909091] ; [5.40909091 1.59090909],0
v4,1,0.008291,6.969616,[57  2] ; [5 2],[55.42424242  3.57575758] ; [6.57575758 0.42424242],0
b1,1,0.008405,6.945042,[14 45] ; [5 2],[16.98484848 42.01515152] ; [2.01515152 4.98484848],0
a6,1,0.01077,6.502887,[38 21] ; [1 6],[34.86363636 24.13636364] ; [4.13636364 2.86363636],0
r1,1,0.017324,5.663231,[43 16] ; [2 5],[40.22727273 18.77272727] ; [4.77272727 2.22727273],0
p11,1,0.023736,5.113801,[42 17] ; [2 5],[39.33333333 19.66666667] ; [4.66666667 2.33333333],0
a7,1,0.048268,3.900636,[45 13] ; [3 4],[42.83076923 15.16923077] ; [5.16923077 1.83076923],0
n6,1,0.052717,3.752882,[50  8] ; [4 3],[48.18461538  9.81538462] ; [5.81538462 1.18461538],0
b3,1,0.096455,2.76321,[ 4 23] ; [2 2],[ 5.22580645 21.77419355] ; [0.77419355 3.22580645],0
b2,1,0.096455,2.76321,[ 4 23] ; [2 2],[ 5.22580645 21.77419355] ; [0.77419355 3.22580645],0
v1,1,0.12139,2.399293,[26 32] ; [1 6],[24.09230769 33.90769231] ; [2.90769231 4.09230769],0
s2,1,0.124022,2.365774,[25 31] ; [1 6],[23.11111111 32.88888889] ; [2.88888889 4.11111111],0
a4,1,0.157551,1.997579,[18 41] ; [4 3],[19.66666667 39.33333333] ; [2.33333333 4.66666667],0
d2,1,0.190436,1.714242,[19 40] ; [4 3],[20.56060606 38.43939394] ; [2.43939394 4.56060606],0
n3,1,0.212296,1.555699,[12  5] ; [1 2],[11.05  5.95] ; [1.95 1.05],0
n2,1,0.212296,1.555699,[12  5] ; [1 2],[11.05  5.95] ; [1.95 1.05],0
b4,1,0.226757,1.461086,[39 20] ; [3 4],[37.54545455 21.45454545] ; [4.45454545 2.54545455],0
a3,1,0.230422,1.438257,[31 28] ; [2 5],[29.5 29.5] ; [3.5 3.5],0
p4,1,0.230422,1.438257,[31 28] ; [2 5],[29.5 29.5] ; [3.5 3.5],0
a5,1,0.266446,1.234952,[38 21] ; [3 4],[36.65151515 22.34848485] ; [4.34848485 2.65151515],0
s6,1,0.374857,0.7875,[41 15] ; [4 3],[40. 16.] ; [5. 2.],0
p2,1,0.384557,0.756082,[43 16] ; [4 3],[42.01515152 16.98484848] ; [4.98484848 2.01515152],0
n4,1,0.432839,0.615194,[33 26] ; [5 2],[33.96969697 25.03030303] ; [4.03030303 2.96969697],0
u3,1,0.478247,0.502857,[16 12] ; [2 3],[15.27272727 12.72727273] ; [2.72727273 2.27272727],0
p3,1,0.482558,0.493078,[25 34] ; [2 5],[24.13636364 34.86363636] ; [2.86363636 4.13636364],0
d1,1,0.511265,0.431477,[26 33] ; [4 3],[26.81818182 32.18181818] ; [3.18181818 3.81818182],0
d3,1,0.527499,0.399207,[40 18] ; [4 3],[39.26153846 18.73846154] ; [4.73846154 2.26153846],0
p8,1,0.627884,0.234941,[22 36] ; [2 5],[21.41538462 36.58461538] ; [2.58461538 4.41538462],0
v3,1,0.659735,0.193846,[12 44] ; [1 6],[11.55555556 44.44444444] ; [1.44444444 5.55555556],0
p7,1,0.689335,0.159806,[30 29] ; [3 4],[29.5 29.5] ; [3.5 3.5],0
b5,1,0.77397,0.082476,[37 22] ; [4 3],[36.65151515 22.34848485] ; [4.34848485 2.65151515],0
v2,1,0.789034,0.071591,[27 29] ; [3 4],[26.66666667 29.33333333] ; [3.33333333 3.66666667],0
u2,1,0.854403,0.033673,[10 18] ; [2 3],[10.18181818 17.81818182] ; [1.81818182 3.18181818],0
d4,1,0.857105,0.032422,[44 15] ; [5 2],[43.8030303 15.1969697] ; [5.1969697 1.8030303],0
n1,1,0.891305,0.018674,[ 5 12] ; [1 2],[ 5.1 11.9] ; [0.9 2.1],0
n5,1,0.916029,0.011117,[41 18] ; [5 2],[41.12121212 17.87878788] ; [4.87878788 2.12121212],0
s5,1,0.93007,0.007701,[16 37] ; [2 5],[15.9 37.1] ; [2.1 4.9],0
p6,1,0.934965,0.006659,[16 43] ; [2 5],[16.09090909 42.90909091] ; [1.90909091 5.09090909],0
d5,1,0.967612,0.001649,[41 17] ; [5 2],[41.04615385 16.95384615] ; [4.95384615 2.04615385],0
