Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,9e-06,19.786597,[79  8] ; [36 24],[68.06122449 18.93877551] ; [46.93877551 13.06122449],1
r3,1,0.000861,11.104566,[75 11] ; [39 22],[66.69387755 19.30612245] ; [47.30612245 13.69387755],1
r4,1,0.001783,9.760458,[67 20] ; [32 29],[58.19594595 28.80405405] ; [40.80405405 20.19594595],0
p11,1,0.012763,6.201705,[48 39] ; [21 40],[40.56081081 46.43918919] ; [28.43918919 32.56081081],0
n5,1,0.020954,5.330645,[51 36] ; [24 37],[44.08783784 42.91216216] ; [30.91216216 30.08783784],0
s7,1,0.028096,4.822138,[18 66] ; [ 4 50],[13.39130435 70.60869565] ; [ 8.60869565 45.39130435],0
n2,1,0.0543,3.703441,[23  9] ; [16 17],[19.2 12.8] ; [19.8 13.2],0
p8,1,0.055986,3.65246,[26 59] ; [10 50],[21.10344828 63.89655172] ; [14.89655172 45.10344828],0
a1,1,0.061697,3.491157,[ 4 83] ; [ 8 53],[ 7.05405405 79.94594595] ; [ 4.94594595 56.05405405],0
b5,1,0.090312,2.868795,[59 28] ; [33 28],[54.08108108 32.91891892] ; [37.91891892 23.08108108],0
r2,1,0.090742,2.86116,[74 12] ; [45 15],[70.09589041 15.90410959] ; [48.90410959 11.09589041],0
b1,1,0.100844,2.692138,[38 49] ; [35 26],[42.91216216 44.08783784] ; [30.08783784 30.91216216],0
s8,1,0.10454,2.634886,[13 72] ; [ 4 57],[ 9.89726027 75.10273973] ; [ 7.10273973 53.89726027],0
a3,1,0.112603,2.517304,[44 41] ; [39 21],[48.65517241 36.34482759] ; [34.34482759 25.65517241],0
u1,1,0.113926,2.498892,[11 76] ; [ 3 58],[ 8.22972973 78.77027027] ; [ 5.77027027 55.22972973],0
d3,1,0.141238,2.164423,[52 35] ; [29 32],[47.61486486 39.38513514] ; [33.38513514 27.61486486],0
v3,1,0.154084,2.03135,[24 62] ; [10 47],[20.44755245 65.55244755] ; [13.55244755 43.44755245],0
n4,1,0.161305,1.961947,[57 30] ; [33 28],[52.90540541 34.09459459] ; [37.09459459 23.90540541],0
p7,1,0.181557,1.784834,[38 49] ; [20 41],[34.09459459 52.90540541] ; [23.90540541 37.09459459],0
s6,1,0.188444,1.729741,[28 57] ; [14 47],[24.45205479 60.54794521] ; [17.54794521 43.45205479],0
p9,1,0.233061,1.422082,[31 52] ; [17 44],[27.66666667 55.33333333] ; [20.33333333 40.66666667],0
d2,1,0.248229,1.333246,[35 50] ; [31 30],[38.42465753 46.57534247] ; [27.57534247 33.42465753],0
r1,1,0.250195,1.322214,[56 30] ; [34 27],[52.65306122 33.34693878] ; [37.34693878 23.65306122],0
p2,1,0.280164,1.166295,[52 35] ; [31 30],[48.79054054 38.20945946] ; [34.20945946 26.79054054],0
u2,1,0.302534,1.062991,[15 26] ; [11 11],[16.92063492 24.07936508] ; [ 9.07936508 12.92063492],0
a4,1,0.342663,0.900443,[31 54] ; [27 34],[33.76712329 51.23287671] ; [24.23287671 36.76712329],0
p3,1,0.367815,0.811034,[23 64] ; [12 48],[20.71428571 66.28571429] ; [14.28571429 45.71428571],0
s1,1,0.376491,0.782128,[ 3 83] ; [ 4 56],[ 4.12328767 81.87671233] ; [ 2.87671233 57.12328767],0
a7,1,0.390029,0.738853,[54 32] ; [34 27],[51.4829932 34.5170068] ; [36.5170068 24.4829932],0
