Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,29.607822,[16 30] ; [45  6],[28.92783505 17.07216495] ; [32.07216495 18.92783505],1
s7,1,0.000153,14.332794,[16 30] ; [36 13],[25.17894737 20.82105263] ; [26.82105263 22.17894737],1
s8,1,0.00346,8.547236,[16 31] ; [33 19],[23.26262626 23.73737374] ; [25.73737374 26.26262626],0
s4,1,0.01639,5.760534,[ 6 41] ; [17 34],[11.03061224 35.96938776] ; [11.96938776 39.03061224],0
s5,1,0.035889,4.402387,[10 35] ; [22 30],[14.84536082 30.15463918] ; [17.15463918 34.84536082],0
u2,1,0.063937,3.4322,[17 10] ; [ 8 14],[13.7755102 13.2244898] ; [11.2244898 10.7755102],0
s1,1,0.068337,3.322525,[ 1 45] ; [ 6 45],[ 3.31958763 42.68041237] ; [ 3.68041237 47.31958763],0
p3,1,0.095883,2.772729,[25 22] ; [19 33],[20.88888889 26.11111111] ; [23.11111111 28.88888889],0
p1,1,0.096285,2.766024,[ 3 44] ; [ 9 43],[ 5.6969697 41.3030303] ; [ 6.3030303 45.6969697],0
a4,1,0.098973,2.722008,[ 6 39] ; [14 38],[ 9.27835052 35.72164948] ; [10.72164948 41.27835052],0
p6,1,0.109197,2.565809,[10 36] ; [19 33],[13.6122449 32.3877551] ; [15.3877551 36.6122449],0
r2,1,0.110148,2.552098,[41  6] ; [49  2],[43.16326531  3.83673469] ; [46.83673469  4.16326531],0
a3,1,0.160089,1.973384,[20 26] ; [30 22],[23.46938776 22.53061224] ; [26.53061224 25.46938776],0
p10,1,0.179352,1.802983,[34 11] ; [44  7],[36.5625  8.4375] ; [41.4375  9.5625],0
n6,1,0.20025,1.640548,[36 11] ; [45  7],[38.45454545  8.54545455] ; [42.54545455  9.45454545],0
d2,1,0.236657,1.400397,[ 8 39] ; [14 38],[10.44444444 36.55555556] ; [11.55555556 40.44444444],0
b4,1,0.241958,1.369149,[29 18] ; [26 26],[26.11111111 20.88888889] ; [28.88888889 23.11111111],0
n2,1,0.250478,1.320635,[8 4] ; [12  2],[9.23076923 2.76923077] ; [10.76923077  3.23076923],0
p2,1,0.260889,1.264032,[38  9] ; [37 15],[35.60606061 11.39393939] ; [39.39393939 12.60606061],0
p11,1,0.260889,1.264032,[38  9] ; [37 15],[35.60606061 11.39393939] ; [39.39393939 12.60606061],0
d5,1,0.278842,1.172725,[22 25] ; [30 22],[24.68686869 22.31313131] ; [27.31313131 24.68686869],0
a6,1,0.285817,1.139221,[32 15] ; [30 22],[29.43434343 17.56565657] ; [32.56565657 19.43434343],0
p12,1,0.317622,0.998716,[ 4 42] ; [ 2 50],[ 2.81632653 43.18367347] ; [ 3.18367347 48.81632653],0
p8,1,0.328715,0.953955,[24 22] ; [22 30],[21.59183673 24.40816327] ; [24.40816327 27.59183673],0
u1,1,0.358151,0.844365,[ 1 46] ; [ 3 49],[ 1.8989899 45.1010101] ; [ 2.1010101 49.8989899],0
a5,1,0.40139,0.704158,[25 22] ; [32 20],[27.06060606 19.93939394] ; [29.93939394 22.06060606],0
r4,1,0.485028,0.487538,[42  5] ; [44  8],[40.82828283  6.17171717] ; [45.17171717  6.82828283],0
a7,1,0.540794,0.37407,[27 20] ; [33 19],[28.48484848 18.51515152] ; [31.51515152 20.48484848],0
b2,1,0.602332,0.271493,[ 6 20] ; [ 6 28],[ 5.2 20.8] ; [ 6.8 27.2],0
b3,1,0.602332,0.271493,[ 6 20] ; [ 6 28],[ 5.2 20.8] ; [ 6.8 27.2],0
n4,1,0.646153,0.210784,[36 11] ; [37 14],[35.01020408 11.98979592] ; [37.98979592 13.01020408],0
b5,1,0.702054,0.146344,[28 19] ; [29 23],[27.06060606 19.93939394] ; [29.93939394 22.06060606],0
v1,1,0.705015,0.143307,[19 24] ; [25 27],[19.91578947 23.08421053] ; [24.08421053 27.91578947],0
v3,1,0.714315,0.134005,[14 31] ; [18 34],[14.84536082 30.15463918] ; [17.15463918 34.84536082],0
p4,1,0.735122,0.114461,[26 21] ; [27 25],[25.16161616 21.83838384] ; [27.83838384 24.16161616],0
u3,1,0.740157,0.109989,[16 11] ; [12 10],[15.42857143 11.57142857] ; [12.57142857  9.42857143],0
p9,1,0.788523,0.071947,[38  8] ; [44  8],[38.48979592  7.51020408] ; [43.51020408  8.48979592],0
n3,1,0.829399,0.046429,[9 3] ; [11  3],[9.23076923 2.76923077] ; [10.76923077  3.23076923],0
p7,1,0.834063,0.043888,[27 19] ; [31 20],[27.50515464 18.49484536] ; [30.49484536 20.50515464],0
n5,1,0.837748,0.041933,[37 10] ; [41 10],[37.40816327  9.59183673] ; [40.59183673 10.40816327],0
b1,1,0.841707,0.039884,[19 28] ; [20 32],[18.51515152 28.48484848] ; [20.48484848 31.51515152],0
a2,1,0.881406,0.022257,[ 4 43] ; [ 4 48],[ 3.7979798 43.2020202] ; [ 4.2020202 47.7979798],0
r3,1,0.881406,0.022257,[43  4] ; [48  4],[43.2020202  3.7979798] ; [47.7979798  4.2020202],0
n1,1,0.898768,0.016184,[4 8] ; [5 9],[4.15384615 7.84615385] ; [4.84615385 9.15384615],0
v4,1,0.917746,0.010666,[44  3] ; [48  3],[44.12244898  2.87755102] ; [47.87755102  3.12244898],0
d3,1,0.918168,0.010556,[14 33] ; [15 37],[13.76767677 33.23232323] ; [15.23232323 36.76767677],0
v2,1,0.918637,0.010435,[19 24] ; [22 29],[18.75531915 24.24468085] ; [22.24468085 28.75531915],0
a8,1,0.929591,0.007807,[ 7 38] ; [ 7 40],[ 6.84782609 38.15217391] ; [ 7.15217391 39.84782609],0
p5,1,0.951446,0.003708,[ 6 40] ; [ 7 45],[ 6.10204082 39.89795918] ; [ 6.89795918 45.10204082],0
r1,1,0.983757,0.000415,[36 10] ; [40 11],[36.04123711  9.95876289] ; [39.95876289 11.04123711],0
