Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,7e-05,15.816966,[ 5 34] ; [35 33],[14.57943925 24.42056075] ; [25.42056075 42.57943925],1
v4,1,9.8e-05,15.165827,[24 15] ; [61  5],[31.57142857  7.42857143] ; [53.42857143 12.57142857],1
p7,1,0.000527,12.017818,[11 25] ; [45 23],[19.38461538 16.61538462] ; [36.61538462 31.38461538],1
p10,1,0.003192,8.694356,[14 23] ; [46 22],[21.14285714 15.85714286] ; [38.85714286 29.14285714],0
p9,1,0.004958,7.894765,[17 20] ; [50 18],[23.60952381 13.39047619] ; [43.39047619 24.60952381],0
p4,1,0.022312,5.221298,[11 26] ; [36 32],[16.56190476 20.43809524] ; [30.43809524 37.56190476],0
s5,1,0.023857,5.105022,[ 4 31] ; [21 45],[ 8.66336634 26.33663366] ; [16.33663366 49.66336634],0
s7,1,0.026086,4.950325,[ 7 31] ; [25 38],[12.03960396 25.96039604] ; [19.96039604 43.03960396],0
p6,1,0.034626,4.463509,[ 6 31] ; [24 43],[10.67307692 26.32692308] ; [19.32692308 47.67307692],0
n1,1,0.0365,4.373596,[9 6] ; [ 7 19],[5.85365854 9.14634146] ; [10.14634146 15.85365854],0
s6,1,0.045444,4.002095,[13 25] ; [36 30],[17.90384615 20.09615385] ; [31.09615385 34.90384615],0
s3,1,0.046645,3.958162,[14 23] ; [39 28],[18.85576923 18.14423077] ; [34.14423077 32.85576923],0
p5,1,0.073276,3.208066,[ 1 37] ; [ 9 59],[ 3.58490566 34.41509434] ; [ 6.41509434 61.58490566],0
v1,1,0.086867,2.931487,[12 27] ; [32 35],[16.18867925 22.81132075] ; [27.81132075 39.18867925],0
u3,1,0.096233,2.766892,[14 11] ; [14 26],[10.76923077 14.23076923] ; [17.23076923 22.76923077],0
n6,1,0.099185,2.718602,[22 17] ; [49 19],[25.87850467 13.12149533] ; [45.12149533 22.87850467],0
v2,1,0.104851,2.630157,[ 9 25] ; [28 37],[12.70707071 21.29292929] ; [24.29292929 40.70707071],0
r3,1,0.117308,2.452898,[27 12] ; [56 12],[30.25233645  8.74766355] ; [52.74766355 15.25233645],0
p3,1,0.142949,2.145919,[ 7 32] ; [21 47],[10.20560748 28.79439252] ; [17.79439252 50.20560748],0
b4,1,0.189517,1.721372,[19 20] ; [42 26],[22.23364486 16.76635514] ; [38.76635514 29.23364486],0
v3,1,0.217185,1.522872,[ 6 31] ; [18 49],[ 8.53846154 28.46153846] ; [15.46153846 51.53846154],0
d3,1,0.231527,1.431454,[11 28] ; [27 41],[13.85046729 25.14953271] ; [24.14953271 43.85046729],0
r4,1,0.245096,1.351043,[22 17] ; [46 22],[24.78504673 14.21495327] ; [43.21495327 24.78504673],0
s8,1,0.245469,1.34891,[ 8 31] ; [21 47],[10.57009346 28.42990654] ; [18.42990654 49.57009346],0
a1,1,0.262414,1.255976,[ 3 36] ; [ 2 66],[ 1.82242991 37.17757009] ; [ 3.17757009 64.82242991],0
s2,1,0.26801,1.226904,[11 27] ; [27 41],[13.62264151 24.37735849] ; [24.37735849 43.62264151],0
n4,1,0.288366,1.127237,[23 16] ; [47 21],[25.51401869 13.48598131] ; [44.48598131 23.51401869],0
d2,1,0.305346,1.050701,[14 25] ; [18 50],[11.6635514 27.3364486] ; [20.3364486 47.6635514],0
a8,1,0.317632,0.998672,[ 2 36] ; [ 7 56],[ 3.38613861 34.61386139] ; [ 5.61386139 57.38613861],0
d5,1,0.38846,0.743757,[15 24] ; [32 36],[17.13084112 21.86915888] ; [29.86915888 38.13084112],0
n3,1,0.392919,0.72989,[9 6] ; [12 14],[7.68292683 7.31707317] ; [13.31707317 12.68292683],0
b3,1,0.456417,0.554667,[ 7 18] ; [ 8 32],[ 5.76923077 19.23076923] ; [ 9.23076923 30.76923077],0
b2,1,0.456417,0.554667,[ 7 18] ; [ 8 32],[ 5.76923077 19.23076923] ; [ 9.23076923 30.76923077],0
p12,1,0.456772,0.553793,[ 3 35] ; [ 3 65],[ 2.1509434 35.8490566] ; [ 3.8490566 64.1509434],0
d1,1,0.496108,0.463252,[ 9 30] ; [12 56],[ 7.65420561 31.34579439] ; [13.34579439 54.65420561],0
a3,1,0.549667,0.357914,[14 25] ; [28 39],[15.45283019 23.54716981] ; [26.54716981 40.45283019],0
a6,1,0.565144,0.330875,[10 29] ; [21 47],[11.29906542 27.70093458] ; [19.70093458 48.29906542],0
n5,1,0.608865,0.26183,[25 13] ; [48 20],[26.16981132 11.83018868] ; [46.83018868 21.16981132],0
a4,1,0.625746,0.237874,[ 9 30] ; [13 55],[ 8.01869159 30.98130841] ; [13.98130841 54.01869159],0
u2,1,0.637512,0.222011,[11 14] ; [20 20],[11.92307692 13.07692308] ; [19.07692308 20.92307692],0
p11,1,0.662594,0.190388,[23 16] ; [43 25],[24.05607477 14.94392523] ; [41.94392523 26.05607477],0
b1,1,0.701639,0.146772,[18 21] ; [34 34],[18.95327103 20.04672897] ; [33.04672897 34.95327103],0
p1,1,0.806397,0.060063,[ 4 35] ; [ 6 62],[ 3.64485981 35.35514019] ; [ 6.35514019 61.64485981],0
d4,1,0.840377,0.040566,[20 19] ; [33 34],[19.5 19.5] ; [33.5 33.5],0
b5,1,0.841443,0.040019,[22 17] ; [37 31],[21.5046729 17.4953271] ; [37.4953271 30.5046729],0
s4,1,0.861171,0.030584,[ 8 31] ; [13 55],[ 7.65420561 31.34579439] ; [13.34579439 54.65420561],0
r2,1,0.87919,0.023103,[29  9] ; [52 15],[29.31428571  8.68571429] ; [51.68571429 15.31428571],0
r1,1,0.928048,0.008154,[21 18] ; [36 32],[20.77570093 18.22429907] ; [36.22429907 31.77570093],0
n2,1,0.933546,0.006953,[10  5] ; [17  9],[9.87804878 5.12195122] ; [17.12195122  8.87804878],0
