Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,30.84467,[15 60] ; [76 50],[33.95522388 41.04477612] ; [57.04477612 68.95522388],1
s7,1,0.003089,8.754311,[40 33] ; [89 29],[49.30366492 23.69633508] ; [79.69633508 38.30366492],0
a5,1,0.0057,7.642638,[56 22] ; [110  16],[63.47058824 14.52941176] ; [102.52941176  23.47058824],0
r3,1,0.012205,6.280892,[70  7] ; [123   2],[73.56930693  3.43069307] ; [119.43069307   5.56930693],0
v1,1,0.016336,5.766302,[38 39] ; [83 42],[46.12376238 30.87623762] ; [74.87623762 50.12376238],0
u1,1,0.02818,4.817013,[16 62] ; [44 82],[22.94117647 55.05882353] ; [37.05882353 88.94117647],0
s8,1,0.028928,4.771876,[37 40] ; [79 45],[44.43781095 32.56218905] ; [71.56218905 52.43781095],0
p3,1,0.061543,3.495317,[38 40] ; [77 47],[44.40594059 33.59405941] ; [70.59405941 53.40594059],0
n5,1,0.086811,2.932529,[54 24] ; [99 25],[59.07920792 18.92079208] ; [93.92079208 30.07920792],0
r1,1,0.10816,2.580897,[62 15] ; [110  14],[65.89054726 11.10945274] ; [106.10945274  17.89054726],0
d1,1,0.11212,2.524089,[46 32] ; [88 38],[51.23529412 26.76470588] ; [82.76470588 43.23529412],0
p7,1,0.113147,2.509703,[48 26] ; [92 30],[52.85714286 21.14285714] ; [87.14285714 34.85714286],0
p8,1,0.134219,2.243019,[41 36] ; [78 44],[46.04522613 30.95477387] ; [72.95477387 49.04522613],0
a3,1,0.136021,2.222404,[56 22] ; [101  24],[60.32512315 17.67487685] ; [96.67487685 28.32512315],0
a6,1,0.136318,2.219034,[53 25] ; [96 28],[57.53465347 20.46534653] ; [91.46534653 32.53465347],0
s1,1,0.139366,2.184947,[ 5 70] ; [  3 121],[ 3.01507538 71.98492462] ; [  4.98492462 119.01507538],0
r2,1,0.155079,2.021571,[74  4] ; [121   2],[75.67164179  2.32835821] ; [119.32835821   3.67164179],0
p12,1,0.194988,1.679521,[ 8 70] ; [ 21 104],[11.14285714 66.85714286] ; [ 17.85714286 107.14285714],0
p9,1,0.199322,1.647335,[67  8] ; [116   7],[69.31818182  5.68181818] ; [113.68181818   9.31818182],0
s6,1,0.277159,1.180969,[65 12] ; [112  13],[67.47029703  9.52970297] ; [109.52970297  15.47029703],0
n6,1,0.28772,1.13026,[68 10] ; [112  10],[70.2  7.8] ; [109.8  12.2],0
s4,1,0.304578,1.054042,[21 56] ; [26 98],[18.00497512 58.99502488] ; [28.99502488 95.00497512],0
b5,1,0.314039,1.013612,[44 34] ; [80 46],[47.41176471 30.58823529] ; [76.58823529 49.41176471],0
p10,1,0.350306,0.872347,[66  9] ; [115  10],[67.875  7.125] ; [113.125  11.875],0
u3,1,0.351371,0.868501,[13  9] ; [18  7],[14.5106383  7.4893617] ; [16.4893617  8.5106383],0
p4,1,0.357775,0.845689,[51 26] ; [89 34],[53.9 23.1] ; [86.1 36.9],0
d2,1,0.36109,0.834098,[37 41] ; [67 57],[40.15841584 37.84158416] ; [63.84158416 60.15841584],0
p5,1,0.381249,0.766669,[15 62] ; [31 94],[17.53465347 59.46534653] ; [28.46534653 96.53465347],0
n4,1,0.456284,0.554996,[57 20] ; [99 27],[59.17241379 17.82758621] ; [96.82758621 29.17241379],0
a4,1,0.476194,0.507568,[35 43] ; [63 63],[37.47058824 40.52941176] ; [60.52941176 65.47058824],0
p11,1,0.487457,0.482134,[58 20] ; [99 27],[60.02941176 17.97058824] ; [96.97058824 29.02941176],0
a2,1,0.491206,0.473884,[23 55] ; [43 83],[25.23529412 52.76470588] ; [40.76470588 85.23529412],0
b1,1,0.497558,0.460142,[29 49] ; [41 85],[26.76470588 51.23529412] ; [43.23529412 82.76470588],0
d5,1,0.49973,0.45551,[64 14] ; [107  18],[65.7044335 12.2955665] ; [105.2955665  19.7044335],0
d3,1,0.507148,0.439946,[60 18] ; [101  24],[61.86206897 16.13793103] ; [99.13793103 25.86206897],0
a8,1,0.581684,0.30352,[12 59] ; [15 93],[10.70949721 60.29050279] ; [16.29050279 91.70949721],0
s3,1,0.627467,0.235512,[54 22] ; [82 39],[52.46700508 23.53299492] ; [83.53299492 37.46700508],0
d4,1,0.662808,0.190131,[67 11] ; [110  15],[68.00985222  9.99014778] ; [108.99014778  16.00985222],0
p6,1,0.668181,0.183737,[35 43] ; [59 64],[36.47761194 41.52238806] ; [57.52238806 65.47761194],0
p2,1,0.693545,0.155275,[68  9] ; [108  17],[67.08910891  9.91089109] ; [108.91089109  16.08910891],0
s2,1,0.696244,0.152409,[56 21] ; [94 31],[57.17821782 19.82178218] ; [92.82178218 32.17821782],0
n2,1,0.719831,0.128655,[16  3] ; [20  5],[15.54545455  3.45454545] ; [20.45454545  4.54545455],0
b3,1,0.730255,0.118878,[19 27] ; [29 47],[18.09836066 27.90163934] ; [29.90163934 46.09836066],0
b2,1,0.730255,0.118878,[19 27] ; [29 47],[18.09836066 27.90163934] ; [29.90163934 46.09836066],0
b4,1,0.761803,0.091878,[46 32] ; [77 49],[47.02941176 30.97058824] ; [75.97058824 50.02941176],0
u2,1,0.777486,0.079861,[11 11] ; [13 11],[11.47826087 10.52173913] ; [12.52173913 11.47826087],0
v4,1,0.809425,0.058162,[74  3] ; [119   4],[74.305  2.695] ; [118.695   4.305],0
n3,1,0.81725,0.053399,[15  4] ; [19  6],[14.68181818  4.31818182] ; [19.31818182  5.68181818],0
a1,1,0.895516,0.017247,[ 4 74] ; [  7 119],[ 4.20588235 73.79411765] ; [  6.79411765 119.20588235],0
n1,1,0.897014,0.016753,[9 9] ; [12 13],[8.79069767 9.20930233] ; [12.20930233 12.79069767],0
p1,1,0.941553,0.005376,[10 66] ; [ 16 109],[ 9.83084577 66.16915423] ; [ 16.16915423 108.83084577],0
r4,1,0.986159,0.000301,[73  5] ; [118   8],[73.02941176  4.97058824] ; [117.97058824   8.02941176],0
