Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.000585,11.821594,[16  2] ; [19 27],[9.84375 8.15625] ; [25.15625 20.84375],1
p11,1,0.000589,11.811896,[17  1] ; [22 24],[10.96875  7.03125] ; [28.03125 17.96875],1
p5,1,0.001568,9.996792,[ 7 11] ; [ 3 42],[ 2.85714286 15.14285714] ; [ 7.14285714 37.85714286],0
p10,1,0.003931,8.315413,[15  3] ; [19 25],[9.87096774 8.12903226] ; [24.12903226 19.87096774],0
p7,1,0.004076,8.249674,[13  5] ; [15 31],[ 7.875 10.125] ; [20.125 25.875],0
s6,1,0.004635,8.016767,[12  6] ; [13 33],[ 7.03125 10.96875] ; [17.96875 28.03125],0
p9,1,0.005557,7.688527,[16  2] ; [22 21],[11.21311475  6.78688525] ; [26.78688525 16.21311475],0
p8,1,0.010238,6.593023,[10  8] ; [10 35],[ 5.71428571 12.28571429] ; [14.28571429 30.71428571],0
u2,1,0.010603,6.530612,[8 1] ; [ 8 13],[4.8 4.2] ; [11.2  9.8],0
s5,1,0.01466,5.956844,[ 6 12] ; [ 4 42],[ 2.8125 15.1875] ; [ 7.1875 38.8125],0
u3,1,0.073495,3.203194,[4 5] ; [ 3 18],[2.1 6.9] ; [ 4.9 16.1],0
d3,1,0.095293,2.782609,[12  6] ; [20 26],[9. 9.] ; [23. 23.],0
a8,1,0.09579,2.774282,[ 5 12] ; [ 5 38],[ 2.83333333 14.16666667] ; [ 7.16666667 35.83333333],0
n6,1,0.100834,2.692308,[14  4] ; [25 20],[11.14285714  6.85714286] ; [27.85714286 17.14285714],0
v3,1,0.108462,2.57649,[ 7 11] ; [ 9 37],[ 4.5 13.5] ; [11.5 34.5],0
a7,1,0.130415,2.28756,[12  6] ; [21 25],[9.28125 8.71875] ; [23.71875 22.28125],0
b5,1,0.144246,2.132064,[13  5] ; [24 22],[10.40625  7.59375] ; [26.59375 19.40625],0
p4,1,0.153396,2.038155,[11  7] ; [19 27],[8.4375 9.5625] ; [21.5625 24.4375],0
d2,1,0.154288,2.029337,[ 8 10] ; [12 34],[ 5.625 12.375] ; [14.375 31.625],0
b1,1,0.175543,1.834956,[ 8 10] ; [29 17],[10.40625  7.59375] ; [26.59375 19.40625],0
n2,1,0.182698,1.775543,[1 3] ; [14  9],[2.22222222 1.77777778] ; [12.77777778 10.22222222],0
p6,1,0.185825,1.75041,[ 5 13] ; [ 6 38],[ 3.19354839 14.80645161] ; [ 7.80645161 36.19354839],0
r1,1,0.196317,1.669565,[9 9] ; [15 31],[ 6.75 11.25] ; [17.25 28.75],0
p2,1,0.247074,1.339775,[13  5] ; [26 20],[10.96875  7.03125] ; [28.03125 17.96875],0
a6,1,0.266105,1.236715,[11  7] ; [21 25],[9. 9.] ; [23. 23.],0
d5,1,0.293344,1.10421,[12  6] ; [24 22],[10.125  7.875] ; [25.875 20.125],0
s8,1,0.335504,0.927536,[ 6 12] ; [10 36],[ 4.5 13.5] ; [11.5 34.5],0
p3,1,0.360036,0.837766,[ 6 12] ; [10 35],[ 4.57142857 13.42857143] ; [11.42857143 33.57142857],0
n5,1,0.369609,0.804979,[12  6] ; [25 21],[10.40625  7.59375] ; [26.59375 19.40625],0
v2,1,0.564747,0.331551,[ 7 10] ; [15 30],[ 6.03225806 10.96774194] ; [15.96774194 29.03225806],0
v1,1,0.591537,0.287951,[ 5 13] ; [16 30],[ 5.90625 12.09375] ; [15.09375 30.90625],0
s7,1,0.648372,0.207959,[ 3 13] ; [10 31],[ 3.64912281 12.35087719] ; [ 9.35087719 31.64912281],0
p1,1,0.673858,0.177123,[ 1 17] ; [ 4 42],[ 1.40625 16.59375] ; [ 3.59375 42.40625],0
a1,1,0.673858,0.177123,[ 1 17] ; [ 4 42],[ 1.40625 16.59375] ; [ 3.59375 42.40625],0
n3,1,0.683017,0.166749,[2 2] ; [14  9],[2.37037037 1.62962963] ; [13.62962963  9.37037037],0
a3,1,0.689399,0.159736,[9 9] ; [25 20],[9.71428571 8.28571429] ; [24.28571429 20.71428571],0
d1,1,0.689644,0.159471,[ 6 12] ; [13 33],[ 5.34375 12.65625] ; [13.65625 32.34375],0
p12,1,0.765651,0.088844,[ 2 16] ; [ 4 42],[ 1.6875 16.3125] ; [ 4.3125 41.6875],0
n4,1,0.80743,0.059411,[10  8] ; [24 22],[9.5625 8.4375] ; [24.4375 21.5625],0
b2,1,0.825309,0.048718,[3 5] ; [10 20],[2.73684211 5.26315789] ; [10.26315789 19.73684211],0
b3,1,0.825309,0.048718,[3 5] ; [10 20],[2.73684211 5.26315789] ; [10.26315789 19.73684211],0
s2,1,0.851596,0.035,[ 4 14] ; [11 34],[ 4.28571429 13.71428571] ; [10.71428571 34.28571429],0
s1,1,0.885841,0.020612,[ 1 17] ; [ 3 43],[ 1.125 16.875] ; [ 2.875 43.125],0
b4,1,0.885841,0.020612,[11  7] ; [29 17],[11.25  6.75] ; [28.75 17.25],0
a5,1,0.930461,0.007615,[10  8] ; [25 21],[9.84375 8.15625] ; [25.15625 20.84375],0
d4,1,0.955731,0.003082,[12  6] ; [31 15],[12.09375  5.90625] ; [30.90625 15.09375],0
s3,1,0.967724,0.001637,[ 5 13] ; [12 32],[ 4.93548387 13.06451613] ; [12.06451613 31.93548387],0
a4,1,0.969172,0.001494,[ 5 13] ; [13 33],[ 5.0625 12.9375] ; [12.9375 33.0625],0
