Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,6.2e-05,16.046338,[11 64] ; [28 33],[21.50735294 53.49264706] ; [17.49264706 43.50735294],1
d5,1,0.000347,12.796884,[50 29] ; [58  7],[59.25 19.75] ; [48.75 16.25],1
r3,1,0.000493,12.14216,[61 19] ; [62  2],[68.33333333 11.66666667] ; [54.66666667  9.33333333],1
a5,1,0.007138,7.23779,[43 37] ; [49 16],[50.75862069 29.24137931] ; [41.24137931 23.75862069],0
v1,1,0.008061,7.019965,[26 52] ; [36 29],[33.81818182 44.18181818] ; [28.18181818 36.81818182],0
d1,1,0.010877,6.485298,[31 49] ; [39 26],[38.62068966 41.37931034] ; [31.37931034 33.62068966],0
r1,1,0.013382,6.117909,[53 27] ; [54 10],[59.44444444 20.55555556] ; [47.55555556 16.44444444],0
p4,1,0.019339,5.47064,[26 53] ; [33 30],[32.82394366 46.17605634] ; [26.17605634 36.82394366],0
a1,1,0.035718,4.410508,[ 8 72] ; [ 1 64],[ 4.96551724 75.03448276] ; [ 4.03448276 60.96551724],0
s6,1,0.052268,3.767183,[32 48] ; [36 28],[37.77777778 42.22222222] ; [30.22222222 33.77777778],0
r4,1,0.056265,3.644201,[57 23] ; [55 10],[61.79310345 18.20689655] ; [50.20689655 14.79310345],0
s1,1,0.064814,3.409694,[ 7 72] ; [ 1 61],[ 4.4822695 74.5177305] ; [ 3.5177305 58.4822695],0
a3,1,0.079603,3.072998,[48 32] ; [48 17],[52.96551724 27.03448276] ; [43.03448276 21.96551724],0
p8,1,0.08077,3.049335,[24 56] ; [27 34],[28.93617021 51.06382979] ; [22.06382979 38.93617021],0
d4,1,0.086501,2.93832,[56 23] ; [54 11],[60.34722222 18.65277778] ; [49.65277778 15.34722222],0
s7,1,0.103502,2.650736,[19 55] ; [24 38],[23.39705882 50.60294118] ; [19.60294118 42.39705882],0
n3,1,0.112968,2.512203,[14 12] ; [16  5],[16.59574468  9.40425532] ; [13.40425532  7.59574468],0
p9,1,0.117808,2.446227,[48 32] ; [45 17],[52.3943662 27.6056338] ; [40.6056338 21.3943662],0
p7,1,0.122093,2.390262,[30 45] ; [33 29],[34.48905109 40.51094891] ; [28.51094891 33.48905109],0
p10,1,0.132018,2.268615,[41 39] ; [39 22],[45.39007092 34.60992908] ; [34.60992908 26.39007092],0
p11,1,0.153053,2.041552,[41 39] ; [41 24],[45.24137931 34.75862069] ; [36.75862069 28.24137931],0
u2,1,0.162242,1.953207,[18 14] ; [13  4],[20.24489796 11.75510204] ; [10.75510204  6.24489796],0
p3,1,0.202981,1.620795,[26 54] ; [27 36],[29.65034965 50.34965035] ; [23.34965035 39.65034965],0
