Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,38.239914,[13 59] ; [23  4],[26.18181818 45.81818182] ; [ 9.81818182 17.18181818],1
s7,1,1.3e-05,19.079481,[10 58] ; [15 10],[18.27956989 49.72043011] ; [ 6.72043011 18.27956989],1
s6,1,8.4e-05,15.461469,[18 56] ; [18  9],[26.37623762 47.62376238] ; [ 9.62376238 17.37623762],1
s8,1,0.000152,14.343229,[ 5 69] ; [10 17],[10.99009901 63.00990099] ; [ 4.00990099 22.99009901],1
p2,1,0.002062,9.493914,[31 41] ; [21  6],[37.81818182 34.18181818] ; [14.18181818 12.81818182],0
u3,1,0.004161,8.212352,[ 6 27] ; [5 2],[ 9.075 23.925] ; [1.925 5.075],0
r3,1,0.010239,6.592829,[31 40] ; [19  7],[36.59793814 34.40206186] ; [13.40206186 12.59793814],0
p3,1,0.010626,6.526899,[10 62] ; [10 17],[14.54545455 57.45454545] ; [ 5.45454545 21.54545455],0
p9,1,0.012066,6.301206,[32 38] ; [20  7],[37.5257732 32.4742268] ; [14.4742268 12.5257732],0
p4,1,0.015455,5.863891,[13 61] ; [11 16],[17.58415842 56.41584158] ; [ 6.41584158 20.58415842],0
p6,1,0.022692,5.19196,[ 6 65] ; [ 7 20],[ 9.41836735 61.58163265] ; [ 3.58163265 23.41836735],0
p10,1,0.038463,4.284427,[29 44] ; [17 10],[33.58 39.42] ; [12.42 14.58],0
d1,1,0.040516,4.196162,[27 47] ; [16 11],[31.5049505 42.4950495] ; [11.4950495 15.5049505],0
v2,1,0.043779,4.065055,[22 48] ; [14 12],[26.25 43.75] ; [ 9.75 16.25],0
p7,1,0.045004,4.018506,[15 57] ; [11 16],[18.90909091 53.09090909] ; [ 7.09090909 19.90909091],0
n6,1,0.049051,3.873624,[36 37] ; [18  7],[40.2244898 32.7755102] ; [13.7755102 11.2244898],0
p11,1,0.085282,2.961246,[27 47] ; [15 12],[30.77227723 43.22772277] ; [11.22772277 15.77227723],0
s1,1,0.088144,2.907955,[ 2 71] ; [ 3 24],[ 3.65 69.35] ; [ 1.35 25.65],0
d5,1,0.112778,2.514857,[45 29] ; [21  6],[48.35643564 25.64356436] ; [17.64356436  9.35643564],0
a3,1,0.118563,2.436206,[41 31] ; [20  7],[44.36363636 27.63636364] ; [16.63636364 10.36363636],0
b3,1,0.121517,2.397656,[19 23] ; [ 4 13],[16.37288136 25.62711864] ; [ 6.62711864 10.37288136],0
b2,1,0.121517,2.397656,[19 23] ; [ 4 13],[16.37288136 25.62711864] ; [ 6.62711864 10.37288136],0
s5,1,0.140974,2.167297,[11 63] ; [ 7 18],[13.45454545 60.54545455] ; [ 4.54545455 20.45454545],0
s4,1,0.141877,2.157488,[ 8 66] ; [ 6 21],[10.25742574 63.74257426] ; [ 3.74257426 23.25742574],0
n4,1,0.163033,1.945868,[43 30] ; [20  7],[45.99 27.01] ; [17.01  9.99],0
b4,1,0.164025,1.936723,[47 27] ; [13 14],[43.96039604 30.03960396] ; [16.03960396 10.96039604],0
d3,1,0.182032,1.780952,[35 38] ; [17 10],[37.96 35.04] ; [14.04 12.96],0
v1,1,0.221551,1.494294,[22 50] ; [11 14],[24.49484536 47.50515464] ; [ 8.50515464 16.49484536],0
