Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.001771,9.773077,[ 2 24] ; [8 8],[ 6.19047619 19.80952381] ; [ 3.80952381 12.19047619],0
s7,1,0.009617,6.704518,[ 4 20] ; [8 6],[ 7.57894737 16.42105263] ; [4.42105263 9.57894737],0
p2,1,0.011023,6.461538,[ 9 17] ; [12  4],[13. 13.] ; [8. 8.],0
a2,1,0.039776,4.227397,[ 3 24] ; [ 6 10],[ 5.65116279 21.34883721] ; [ 3.34883721 12.65116279],0
s2,1,0.053007,3.743704,[ 5 22] ; [7 8],[ 7.71428571 19.28571429] ; [ 4.28571429 10.71428571],0
p6,1,0.102228,2.670433,[ 4 22] ; [ 6 10],[ 6.19047619 19.80952381] ; [ 3.80952381 12.19047619],0
s4,1,0.107557,2.589756,[ 2 25] ; [ 4 12],[ 3.76744186 23.23255814] ; [ 2.23255814 13.76744186],0
a3,1,0.113415,2.505978,[17  9] ; [14  2],[19.19047619  6.80952381] ; [11.80952381  4.19047619],0
p3,1,0.140917,2.167917,[ 9 18] ; [9 7],[11.30232558 15.69767442] ; [6.69767442 9.30232558],0
v2,1,0.140917,2.167917,[ 9 18] ; [9 7],[11.30232558 15.69767442] ; [6.69767442 9.30232558],0
a8,1,0.162486,1.950938,[ 6 19] ; [ 1 14],[ 4.375 20.625] ; [ 2.625 12.375],0
b5,1,0.167665,1.9037,[11 16] ; [10  6],[13.18604651 13.81395349] ; [7.81395349 8.18604651],0
s8,1,0.200359,1.639759,[ 4 23] ; [ 5 11],[ 5.65116279 21.34883721] ; [ 3.34883721 12.65116279],0
n6,1,0.204545,1.609618,[12 14] ; [10  5],[13.95121951 12.04878049] ; [8.04878049 6.95121951],0
s5,1,0.23478,1.411667,[ 8 19] ; [ 2 13],[ 6.42857143 20.57142857] ; [ 3.57142857 11.42857143],0
s6,1,0.241279,1.373108,[ 9 17] ; [8 7],[10.7804878 15.2195122] ; [6.2195122 8.7804878],0
p9,1,0.255623,1.292308,[15 12] ; [11  4],[16.71428571 10.28571429] ; [9.28571429 5.71428571],0
n1,1,0.256839,1.285714,[8 6] ; [1 3],[7. 7.] ; [2. 2.],0
b2,1,0.27894,1.172249,[ 8 10] ; [3 9],[ 6.6 11.4] ; [4.4 7.6],0
b3,1,0.27894,1.172249,[ 8 10] ; [3 9],[ 6.6 11.4] ; [4.4 7.6],0
n3,1,0.312132,1.021635,[6 7] ; [3 1],[6.88235294 6.11764706] ; [2.11764706 1.88235294],0
p8,1,0.314995,1.009615,[ 6 20] ; [ 6 10],[ 7.42857143 18.57142857] ; [ 4.57142857 11.42857143],0
b4,1,0.347695,0.881851,[19  8] ; [9 7],[17.58139535  9.41860465] ; [10.41860465  5.58139535],0
d1,1,0.361757,0.831783,[14 13] ; [ 6 10],[12.55813953 14.44186047] ; [7.44186047 8.55813953],0
a6,1,0.361757,0.831783,[13 14] ; [10  6],[14.44186047 12.55813953] ; [8.55813953 7.44186047],0
p5,1,0.374692,0.788046,[ 4 22] ; [ 1 15],[ 3.0952381 22.9047619] ; [ 1.9047619 14.0952381],0
b1,1,0.392344,0.731665,[15 12] ; [11  5],[16.3255814 10.6744186] ; [9.6744186 6.3255814],0
p1,1,0.397067,0.717191,[ 4 23] ; [ 1 15],[ 3.13953488 23.86046512] ; [ 1.86046512 14.13953488],0
r1,1,0.454107,0.560381,[12 15] ; [9 7],[13.18604651 13.81395349] ; [7.81395349 8.18604651],0
