Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,35.391646,[133  31] ; [24 36],[114.94642857  49.05357143] ; [42.05357143 17.94642857],1
d3,1,1e-06,24.723236,[126  38] ; [25 35],[110.55357143  53.44642857] ; [40.44642857 19.55357143],1
a2,1,0.003863,8.346883,[ 43 121] ; [ 5 55],[ 35.14285714 128.85714286] ; [12.85714286 47.14285714],0
u1,1,0.008072,7.017453,[ 32 132] ; [ 3 57],[ 25.625 138.375] ; [ 9.375 50.625],0
d5,1,0.025141,5.014133,[137  27] ; [42 18],[131.05357143  32.94642857] ; [47.94642857 12.05357143],0
b1,1,0.052655,3.754828,[ 56 108] ; [29 31],[ 62.23214286 101.76785714] ; [22.76785714 37.23214286],0
n3,1,0.064051,3.429263,[18  9] ; [13  1],[20.41463415  6.58536585] ; [10.58536585  3.41463415],0
r4,1,0.079052,3.084295,[146  18] ; [48 12],[142.03571429  21.96428571] ; [51.96428571  8.03571429],0
p3,1,0.080497,3.054834,[92 71] ; [25 33],[86.29411765 76.70588235] ; [30.70588235 27.29411765],0
u3,1,0.147128,2.101779,[29 20] ; [ 8 12],[26.27536232 22.72463768] ; [10.72463768  9.27536232],0
p4,1,0.15078,2.064339,[101  63] ; [30 29],[96.34080717 67.65919283] ; [34.65919283 24.34080717],0
d4,1,0.157286,2.00013,[132  32] ; [43 17],[128.125  35.875] ; [46.875 13.125],0
u2,1,0.167561,1.90463,[28 20] ; [ 8 12],[25.41176471 22.58823529] ; [10.58823529  9.41176471],0
b3,1,0.175336,1.836717,[39 59] ; [20 18],[42.51470588 55.48529412] ; [16.48529412 21.51470588],0
b2,1,0.175336,1.836717,[39 59] ; [20 18],[42.51470588 55.48529412] ; [16.48529412 21.51470588],0
p12,1,0.184663,1.759693,[ 10 153] ; [ 1 57],[  8.11312217 154.88687783] ; [ 2.88687783 55.11312217],0
v2,1,0.201495,1.631507,[111  51] ; [35 24],[107.02262443  54.97737557] ; [38.97737557 20.02262443],0
d1,1,0.210084,1.570848,[92 72] ; [28 32],[87.85714286 76.14285714] ; [32.14285714 27.85714286],0
b5,1,0.225379,1.469788,[110  54] ; [35 25],[106.16071429  57.83928571] ; [38.83928571 21.16071429],0
s6,1,0.235501,1.407328,[86 76] ; [26 33],[82.09954751 79.90045249] ; [29.90045249 29.09954751],0
r3,1,0.236383,1.402038,[154   9] ; [54  6],[152.03587444  10.96412556] ; [55.96412556  4.03587444],0
v3,1,0.250411,1.321011,[74 87] ; [22 37],[70.25454545 90.74545455] ; [25.74545455 33.25454545],0
p8,1,0.274265,1.195288,[96 64] ; [30 28],[92.47706422 67.52293578] ; [33.52293578 24.47706422],0
n6,1,0.287767,1.13004,[136  28] ; [46 14],[133.25  30.75] ; [48.75 11.25],0
p11,1,0.334762,0.930388,[130  34] ; [51  9],[132.51785714  31.48214286] ; [48.48214286 11.51785714],0
s3,1,0.349465,0.875397,[ 31 130] ; [15 45],[ 33.51131222 127.48868778] ; [12.48868778 47.51131222],0
n2,1,0.359397,0.84,[18  9] ; [12  3],[19.28571429  7.71428571] ; [10.71428571  4.28571429],0
s5,1,0.368382,0.809117,[ 25 136] ; [12 46],[ 27.20091324 133.79908676] ; [ 9.79908676 48.20091324],0
d2,1,0.371631,0.798205,[71 93] ; [30 30],[73.94642857 90.05357143] ; [27.05357143 32.94642857],0
a5,1,0.419705,0.651142,[121  43] ; [41 19],[118.60714286  45.39285714] ; [43.39285714 16.60714286],0
v4,1,0.423936,0.639379,[154   9] ; [54  5],[152.72072072  10.27927928] ; [55.27927928  3.72072072],0
a8,1,0.466804,0.529532,[ 17 120] ; [ 5 52],[ 15.53608247 121.46391753] ; [ 6.46391753 50.53608247],0
p9,1,0.478935,0.501287,[139  24] ; [48 11],[137.3018018  25.6981982] ; [49.6981982  9.3018018],0
s1,1,0.487473,0.482099,[  3 161] ; [ 2 57],[  3.67713004 160.32286996] ; [ 1.32286996 57.67713004],0
r2,1,0.525646,0.402801,[152  10] ; [53  5],[150.95454545  11.04545455] ; [54.04545455  3.95454545],0
a3,1,0.533378,0.387953,[115  47] ; [40 20],[113.10810811  48.89189189] ; [41.89189189 18.10810811],0
n1,1,0.542385,0.371137,[10 17] ; [7 8],[10.92857143 16.07142857] ; [6.07142857 8.92857143],0
s7,1,0.547651,0.361543,[ 46 107] ; [15 43],[ 44.23222749 108.76777251] ; [16.76777251 41.23222749],0
s8,1,0.563338,0.333958,[ 45 118] ; [14 45],[ 43.31981982 119.68018018] ; [15.68018018 43.31981982],0
n5,1,0.605498,0.266783,[123  41] ; [47 13],[124.46428571  39.53571429] ; [45.53571429 14.46428571],0
p6,1,0.632296,0.22896,[ 59 101] ; [19 38],[ 57.51152074 102.48847926] ; [20.48847926 36.51152074],0
s4,1,0.649744,0.206223,[ 13 148] ; [ 6 54],[ 13.84162896 147.15837104] ; [ 5.15837104 54.84162896],0
p2,1,0.658387,0.195489,[145  19] ; [50  8],[144.05405405  19.94594595] ; [50.94594595  7.05405405],0
n4,1,0.701803,0.146603,[127  37] ; [45 15],[125.92857143  38.07142857] ; [46.07142857 13.92857143],0
a4,1,0.735135,0.114449,[70 92] ; [27 32],[71.1040724 90.8959276] ; [25.8959276 33.1040724],0
p5,1,0.750089,0.101457,[ 17 147] ; [ 7 52],[ 17.65022422 146.34977578] ; [ 6.34977578 52.65022422],0
a1,1,0.752341,0.099574,[  7 157] ; [ 2 58],[  6.58928571 157.41071429] ; [ 2.41071429 57.58928571],0
r1,1,0.787026,0.072994,[133  30] ; [48 12],[132.30044843  30.69955157] ; [48.69955157 11.30044843],0
p10,1,0.801479,0.063219,[129  34] ; [46 11],[129.65909091  33.34090909] ; [45.34090909 11.65909091],0
p7,1,0.822689,0.050215,[109  52] ; [39 20],[108.30909091  52.69090909] ; [39.69090909 19.30909091],0
b4,1,0.84774,0.036865,[98 66] ; [35 25],[97.375 66.625] ; [35.625 24.375],0
p1,1,0.850119,0.035709,[ 15 149] ; [ 5 55],[ 14.64285714 149.35714286] ; [ 5.35714286 54.64285714],0
