Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.0,25.452,[ 20 298] ; [10 20],[ 27.4137931 290.5862069] ; [ 2.5862069 27.4137931],1
p12,1,1.6e-05,18.60002,[ 10 308] ; [ 6 23],[ 14.66282421 303.33717579] ; [ 1.33717579 27.66282421],1
p3,1,5.4e-05,16.297361,[114 205] ; [22  8],[124.30945559 194.69054441] ; [11.69054441 18.30945559],1
p8,1,0.000841,11.147912,[139 180] ; [22  7],[147.58333333 171.41666667] ; [13.41666667 15.58333333],1
s7,1,0.00245,9.177752,[108 198] ; [18 10],[115.43712575 190.56287425] ; [10.56287425 17.43712575],0
p4,1,0.002942,8.842825,[154 165] ; [23  7],[161.78510029 157.21489971] ; [15.21489971 14.78510029],0
n4,1,0.006146,7.507021,[209 110] ; [27  3],[215.71346705 103.28653295] ; [20.28653295  9.71346705],0
n5,1,0.009184,6.78673,[213 105] ; [27  3],[219.31034483  98.68965517] ; [20.68965517  9.31034483],0
s6,1,0.010925,6.477413,[174 142] ; [21  5],[180.1754386 135.8245614] ; [14.8245614 11.1754386],0
p6,1,0.013829,6.059861,[ 94 224] ; [15 14],[ 99.89048991 218.10951009] ; [ 9.10951009 19.89048991],0
s1,1,0.017156,5.680318,[ 12 305] ; [ 4 26],[ 14.6167147 302.3832853] ; [ 1.3832853 28.6167147],0
p9,1,0.018633,5.535632,[231  84] ; [27  2],[236.25  78.75] ; [21.75  7.25],0
s8,1,0.023033,5.165992,[ 99 220] ; [15 14],[104.5 214.5] ; [ 9.5 19.5],0
s5,1,0.023294,5.14641,[ 86 227] ; [13 14],[ 91.13823529 221.86176471] ; [ 7.86176471 19.13823529],0
s3,1,0.06758,3.340845,[156 161] ; [20 10],[160.78386167 156.21613833] ; [15.21613833 14.78386167],0
s2,1,0.075323,3.163035,[127 191] ; [17 13],[131.5862069 186.4137931] ; [12.4137931 17.5862069],0
d2,1,0.081279,3.039137,[128 190] ; [17 13],[132.5 185.5] ; [12.5 17.5],0
n1,1,0.082027,3.024265,[39 66] ; [6 3],[41.44736842 63.55263158] ; [3.55263158 5.44736842],0
n6,1,0.090993,2.856716,[242  77] ; [26  3],[245.66666667  73.33333333] ; [22.33333333  6.66666667],0
a1,1,0.136537,2.216563,[ 13 307] ; [ 3 27],[ 14.62857143 305.37142857] ; [ 1.37142857 28.62857143],0
b5,1,0.136548,2.216434,[194 126] ; [14 16],[190.17142857 129.82857143] ; [17.82857143 12.17142857],0
n2,1,0.18004,1.797297,[70 35] ; [4 5],[68.15789474 36.84210526] ; [5.84210526 3.15789474],0
p10,1,0.220773,1.49934,[219  97] ; [24  6],[221.93063584  94.06936416] ; [21.06936416  8.93063584],0
a5,1,0.226273,1.464139,[199 121] ; [22  8],[202.05714286 117.94285714] ; [18.94285714 11.05714286],0
u4,1,0.23781,1.39353,[  3 317] ; [ 1 29],[  3.65714286 316.34285714] ; [ 0.34285714 29.65714286],0
s4,1,0.257058,1.284532,[ 70 245] ; [ 4 26],[ 67.56521739 247.43478261] ; [ 6.43478261 23.56521739],0
d1,1,0.274449,1.194376,[148 172] ; [17 13],[150.85714286 169.14285714] ; [14.14285714 15.85714286],0
p7,1,0.28652,1.135902,[169 145] ; [18 10],[171.69005848 142.30994152] ; [15.30994152 12.69005848],0
p2,1,0.3246,0.970322,[251  69] ; [25  4],[253.06590258  66.93409742] ; [22.93409742  6.06590258],0
a2,1,0.399195,0.71075,[ 55 265] ; [ 7 23],[ 56.68571429 263.31428571] ; [ 5.31428571 24.68571429],0
b4,1,0.434537,0.610667,[179 141] ; [19 11],[181.02857143 138.97142857] ; [16.97142857 13.02857143],0
d3,1,0.439412,0.597817,[189 129] ; [20 10],[190.98275862 127.01724138] ; [18.01724138 11.98275862],0
b1,1,0.520224,0.41345,[130 190] ; [14 16],[131.65714286 188.34285714] ; [12.34285714 17.65714286],0
d5,1,0.527905,0.398424,[230  89] ; [20 10],[228.51002865  90.48997135] ; [21.48997135  8.51002865],0
u1,1,0.606871,0.264757,[ 33 287] ; [ 4 26],[ 33.82857143 286.17142857] ; [ 3.17142857 26.82857143],0
r3,1,0.63302,0.227987,[275  43] ; [25  5],[274.13793103  43.86206897] ; [25.86206897  4.13793103],0
v1,1,0.650042,0.205847,[100 217] ; [10 18],[101.07246377 215.92753623] ; [ 8.92753623 19.07246377],0
u3,1,0.675781,0.174914,[64 59] ; [5 6],[63.3358209 59.6641791] ; [5.6641791 5.3358209],0
v4,1,0.694681,0.154065,[284  35] ; [26  4],[283.35243553  35.64756447] ; [26.64756447  3.35243553],0
n3,1,0.697084,0.151524,[64 39] ; [5 4],[63.45535714 39.54464286] ; [5.54464286 3.45535714],0
p11,1,0.702461,0.145925,[224  96] ; [22  8],[224.91428571  95.08571429] ; [21.08571429  8.91428571],0
d4,1,0.727656,0.121275,[236  84] ; [23  7],[236.8  83.2] ; [22.2  7.8],0
r1,1,0.736282,0.113421,[213 105] ; [21  9],[213.82758621 104.17241379] ; [20.17241379  9.82758621],0
a6,1,0.746139,0.104804,[193 127] ; [19 11],[193.82857143 126.17142857] ; [18.17142857 11.82857143],0
r2,1,0.755514,0.096956,[279  36] ; [26  4],[278.47826087  36.52173913] ; [26.52173913  3.47826087],0
r4,1,0.758619,0.09443,[253  67] ; [23  7],[252.34285714  67.65714286] ; [23.65714286  6.34285714],0
u2,1,0.772601,0.083506,[62 62] ; [5 6],[61.54074074 62.45925926] ; [5.45925926 5.54074074],0
a8,1,0.795904,0.066901,[ 38 264] ; [ 4 24],[ 38.43636364 263.56363636] ; [ 3.56363636 24.43636364],0
a3,1,0.844705,0.038369,[195 122] ; [19 11],[195.49855908 121.50144092] ; [18.50144092 11.49855908],0
a7,1,0.872123,0.025909,[208 111] ; [20 10],[208.40114613 110.59885387] ; [19.59885387 10.40114613],0
b2,1,0.939292,0.0058,[ 64 123] ; [ 6 12],[ 63.85365854 123.14634146] ; [ 6.14634146 11.85365854],0
b3,1,0.939292,0.0058,[ 64 123] ; [ 6 12],[ 63.85365854 123.14634146] ; [ 6.14634146 11.85365854],0
a4,1,0.978464,0.000729,[126 191] ; [12 18],[126.06916427 190.93083573] ; [11.93083573 18.06916427],0
